# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.06 9.9787e-23    102.33 0 
   103.95 1.3966e-22    104.23 0 
   105.89 1.9819e-22    106.17 0 
   108.10 2.8647e-22    108.39 0 
   110.11 4.6140e-22    110.41 0 
   113.98 8.3383e-22    114.29 0 
   117.99 1.3998e-21    118.30 0 
   121.02 6.1105e-21    121.34 0 
   124.98 9.3342e-21    125.31 0 
   127.01 1.1119e-20    127.35 0 
   127.89 1.2362e-20    128.23 0 
   130.87 1.5743e-20    131.22 0 
   132.08 1.9502e-20    132.43 0 
   133.92 2.2598e-20    134.28 0 
   137.04 3.2589e-20    137.40 0 
   139.91 4.0279e-20    140.28 0 
   142.84 1.2767e-19    143.22 0 
   146.84 3.8822e-19    147.23 0 
   150.95 4.7982e-19    151.36 0 
   154.83 5.9852e-19    155.24 0 
   159.16 7.4486e-19    159.59 0 
   162.12 8.6911e-19    162.55 0 
   165.90 1.0742e-18    166.34 0 
   170.15 1.2914e-18    170.61 0 
   172.92 1.4862e-18    173.38 0 
   176.95 1.7623e-18    177.42 0 
   179.82 1.9956e-18    180.30 0 
   181.90 2.1681e-18    182.39 0 
   186.14 2.5356e-18    186.64 0 
   190.92 3.0625e-18    191.43 0 
   194.02 3.4441e-18    194.54 0 
   198.08 3.9544e-18    198.61 0 
   202.23 4.5402e-18    202.77 0 
   205.04 5.0243e-18    205.59 0 
   209.82 5.6244e-18    210.38 0 
   216.19 7.0644e-18    216.77 0 
   220.21 7.9813e-18    220.80 0 
   222.76 8.5916e-18    223.36 0 
   226.90 9.6845e-18    227.51 0 
   230.06 1.5815e-17    230.67 0 
   233.80 2.7802e-17    234.42 0 
   239.80 3.7677e-17    240.44 0 
   245.95 3.9001e-17    246.60 0 
   252.26 4.5298e-17    252.93 0 
   256.95 4.1122e-17    257.63 0 
