# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.00 1.8299e-25    105.44 0 
   103.90 2.6572e-25    107.40 0 
   106.07 3.9123e-25    109.65 0 
   108.05 5.8402e-25    111.69 0 
   110.05 9.7147e-25    113.76 0 
   113.92 1.8682e-24    117.76 0 
   117.92 3.3375e-24    121.90 0 
   120.95 1.5185e-23    125.03 0 
   124.91 2.4458e-23    129.12 0 
   126.94 2.9952e-23    131.22 0 
   128.12 3.3684e-23    132.43 0 
   131.10 4.4507e-23    135.52 0 
   132.01 5.5773e-23    136.46 0 
   133.85 6.6134e-23    138.36 0 
   136.96 9.8725e-23    141.58 0 
   140.15 1.2602e-22    144.88 0 
   143.09 4.1536e-22    147.91 0 
   147.10 1.3044e-21    152.05 0 
   150.87 1.6766e-21    155.96 0 
   155.10 2.1648e-21    160.32 0 
   159.08 2.7889e-21    164.44 0 
   162.03 3.3299e-21    167.49 0 
   166.19 4.2504e-21    171.79 0 
   170.06 5.2653e-21    175.79 0 
   172.82 6.1862e-21    178.65 0 
   176.85 7.5584e-21    182.81 0 
   180.14 8.7383e-21    186.21 0 
   181.80 9.6256e-21    187.93 0 
   186.04 1.1572e-20    192.31 0 
   190.81 1.4435e-20    197.24 0 
   193.91 1.6536e-20    200.45 0 
   197.97 1.9428e-20    204.64 0 
   202.12 2.2878e-20    208.93 0 
   204.93 2.5670e-20    211.84 0 
   210.19 2.9541e-20    217.27 0 
   216.08 3.8232e-20    223.36 0 
   220.09 4.4099e-20    227.51 0 
   223.15 4.8131e-20    230.67 0 
   226.78 5.5389e-20    234.42 0 
   229.94 9.0662e-20    237.68 0 
   234.21 1.6271e-19    242.10 0 
   240.22 2.2617e-19    248.31 0 
   245.81 2.4012e-19    254.10 0 
   252.12 2.8538e-19    260.62 0 
   256.81 2.6389e-19    265.46 0 
   259.78 3.1947e-19    268.53 0 
   264.00 3.5762e-19    272.90 0 
   268.91 3.8764e-19    277.97 0 
   273.91 4.1728e-19    283.14 0 
   279.00 4.4919e-19    288.40 0 
   284.19 4.8242e-19    293.76 0 
   290.14 4.9938e-19    299.92 0 
