# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.06 5.5982e-31    102.80 0 
   101.92 1.0370e-30    104.71 0 
   104.05 1.7318e-30    106.91 0 
   105.99 2.9257e-30    108.89 0 
   107.96 4.9883e-30    110.92 0 
   109.96 9.7652e-30    112.98 0 
   114.09 2.4272e-29    117.22 0 
   118.10 5.5025e-29    121.34 0 
   121.13 2.8063e-28    124.45 0 
   125.10 5.7490e-28    128.53 0 
   127.13 7.9307e-28    130.62 0 
   128.01 9.4229e-28    131.52 0 
   130.99 1.4817e-27    134.59 0 
   131.90 1.9304e-27    135.52 0 
   134.05 2.5607e-27    137.72 0 
   136.85 4.4052e-27    140.60 0 
   140.04 6.5693e-27    143.88 0 
   142.97 2.1533e-26    146.89 0 
   146.98 7.1377e-26    151.01 0 
   151.10 1.1168e-25    155.24 0 
   154.97 1.7356e-25    159.22 0 
   158.95 2.6723e-25    163.31 0 
   161.90 3.6348e-25    166.34 0 
   166.05 5.4563e-25    170.61 0 
   169.92 7.9133e-25    174.58 0 
   173.08 1.0445e-24    177.83 0 
   177.11 1.4769e-24    181.97 0 
   179.99 1.9009e-24    184.93 0 
   182.08 2.2421e-24    187.07 0 
   185.89 3.0912e-24    190.99 0 
   191.10 4.5331e-24    196.34 0 
   194.20 5.6880e-24    199.53 0 
   197.81 7.5588e-24    203.24 0 
   201.95 9.9971e-24    207.49 0 
   205.23 1.2230e-23    210.86 0 
   210.02 1.6208e-23    215.77 0 
   215.90 2.4485e-23    221.82 0 
   219.91 3.1213e-23    225.94 0 
   222.97 3.6721e-23    229.09 0 
   227.12 4.6379e-23    233.35 0 
   229.75 8.1087e-23    236.05 0 
   234.02 1.5465e-22    240.44 0 
   240.02 2.4746e-22    246.60 0 
   246.18 2.9897e-22    252.93 0 
   251.91 3.9977e-22    258.82 0 
   257.19 4.0463e-22    264.24 0 
   260.17 5.2316e-22    267.30 0 
   263.79 6.3259e-22    271.02 0 
   269.31 7.5047e-22    276.69 0 
   273.69 8.8046e-22    281.19 0 
   278.77 1.0303e-21    286.42 0 
   283.96 1.2029e-21    291.74 0 
   289.90 1.3753e-21    297.85 0 
   295.97 1.6539e-21    304.09 0 
   300.78 1.8571e-21    309.03 0 
   307.79 2.2689e-21    316.23 0 
   317.87 2.9810e-21    326.59 0 
   328.29 3.7659e-21    337.29 0 
   338.26 4.6497e-21    347.54 0 
   347.74 5.6761e-21    357.27 0 
   356.66 6.7726e-21    366.44 0 
   365.81 8.1175e-21    375.84 0 
