# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.07 3.8118e-19    102.33 0 
   103.97 4.1892e-19    104.23 0 
   105.90 4.7548e-19    106.17 0 
   108.12 5.4844e-19    108.39 0 
   109.88 7.6583e-19    110.15 0 
   114.00 9.4001e-19    114.29 0 
   118.01 1.0968e-18    118.30 0 
   121.03 3.1925e-18    121.34 0 
   125.00 3.6739e-18    125.31 0 
   127.03 3.8827e-18    127.35 0 
   127.91 4.0284e-18    128.23 0 
   130.89 4.3165e-18    131.22 0 
   132.10 4.8655e-18    132.43 0 
   133.94 5.0714e-18    134.28 0 
   137.06 5.9584e-18    137.40 0 
   139.93 6.3552e-18    140.28 0 
   142.86 1.2478e-17    143.22 0 
   146.86 2.3181e-17    147.23 0 
   150.98 2.4611e-17    151.36 0 
   154.85 2.6311e-17    155.24 0 
   158.82 2.8257e-17    159.22 0 
   162.15 2.9726e-17    162.55 0 
   165.92 3.1925e-17    166.34 0 
   170.18 3.3739e-17    170.61 0 
   172.94 3.5329e-17    173.38 0 
   176.97 3.7165e-17    177.42 0 
   179.85 3.8648e-17    180.30 0 
   181.93 3.9731e-17    182.39 0 
   186.17 4.1700e-17    186.64 0 
   190.94 4.4170e-17    191.43 0 
   194.05 4.5934e-17    194.54 0 
   198.11 4.7878e-17    198.61 0 
   201.79 5.0019e-17    202.30 0 
   205.07 5.1657e-17    205.59 0 
   209.85 5.2255e-17    210.38 0 
   216.23 5.7297e-17    216.77 0 
   220.25 5.9584e-17    220.80 0 
   222.80 6.0552e-17    223.36 0 
   226.94 6.3115e-17    227.51 0 
   230.09 9.5089e-17    230.67 0 
   233.83 1.5351e-16    234.42 0 
   239.83 1.8669e-16    240.44 0 
   245.98 1.7666e-16    246.60 0 
   251.71 1.8371e-16    252.35 0 
   256.98 1.5316e-16    257.63 0 
   259.96 1.7625e-16    260.62 0 
   264.18 1.8244e-16    264.85 0 
   269.10 1.8077e-16    269.77 0 
   274.10 1.7829e-16    274.79 0 
   279.19 1.7585e-16    279.90 0 
   283.73 1.7423e-16    284.45 0 
   289.67 1.6449e-16    290.40 0 
   295.74 1.6525e-16    296.48 0 
   301.24 1.5927e-16    302.00 0 
   308.25 1.5927e-16    309.03 0 
   318.35 1.5854e-16    319.15 0 
   328.02 1.5457e-16    328.85 0 
   337.99 1.4932e-16    338.84 0 
   348.26 1.4426e-16    349.14 0 
   357.20 1.4065e-16    358.10 0 
   366.36 1.3808e-16    367.28 0 
   374.89 1.3401e-16    375.84 0 
   385.39 1.2593e-16    386.37 0 
   395.28 1.2593e-16    396.28 0 
   405.42 1.2363e-16    406.44 0 
   413.91 1.2026e-16    414.95 0 
   421.61 1.1672e-16    422.67 0 
   430.43 1.1354e-16    431.52 0 
   441.47 1.1198e-16    442.59 0 
