# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.07 8.8293e-34    105.93 0 
   103.97 1.6425e-33    107.89 0 
   105.90 3.0910e-33    109.90 0 
   108.12 5.8696e-33    112.20 0 
   109.87 1.2509e-32    114.02 0 
   114.00 3.7267e-32    118.30 0 
   118.00 9.9874e-32    122.46 0 
   121.03 6.6038e-31    125.60 0 
   125.00 1.5486e-30    129.72 0 
   127.03 2.2567e-30    131.83 0 
   127.91 2.7688e-30    132.74 0 
   130.89 4.7058e-30    135.83 0 
   132.10 6.4323e-30    137.09 0 
   133.94 8.9323e-30    139.00 0 
   137.05 1.7033e-29    142.23 0 
   139.92 2.7205e-29    145.21 0 
   142.85 1.0839e-28    148.25 0 
   146.86 3.9822e-28    152.41 0 
   150.97 6.7954e-28    156.68 0 
   154.84 1.1438e-27    160.69 0 
   159.18 1.8985e-27    165.20 0 
   162.14 2.7211e-27    168.27 0 
   165.92 4.3743e-27    172.19 0 
   170.17 6.7915e-27    176.60 0 
   172.94 9.4049e-27    179.47 0 
   176.97 1.4173e-26    183.65 0 
   179.84 1.9047e-26    186.64 0 
   181.93 2.3086e-26    188.80 0 
   186.16 3.3606e-26    193.20 0 
   190.94 5.2765e-26    198.15 0 
   194.04 6.9128e-26    201.37 0 
   198.10 9.6326e-26    205.59 0 
   201.79 1.3364e-25    209.41 0 
   205.07 1.6951e-25    212.81 0 
   209.84 2.3720e-25    217.77 0 
   216.22 3.8254e-25    224.39 0 
   220.24 5.0907e-25    228.56 0 
   222.79 6.1688e-25    231.21 0 
   226.93 8.0959e-25    235.50 0 
   230.09 1.3352e-24    238.78 0 
   233.83 2.4362e-24    242.66 0 
   239.83 4.1433e-24    248.89 0 
   245.98 5.2596e-24    255.27 0 
   252.29 7.4907e-24    261.82 0 
   256.98 7.9699e-24    266.69 0 
   259.95 1.0538e-23    269.77 0 
   264.18 1.3207e-23    274.16 0 
   269.09 1.6357e-23    279.25 0 
   274.09 1.9978e-23    284.45 0 
   279.19 2.4231e-23    289.73 0 
