# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.05 1.5110e-25    101.86 0 
   101.91 2.1590e-25    103.75 0 
   104.04 2.8136e-25    105.93 0 
   105.97 3.7867e-25    107.89 0 
   107.94 5.1435e-25    109.90 0 
   109.95 8.7955e-25    111.94 0 
   114.08 1.4800e-24    116.14 0 
   118.09 2.3188e-24    120.23 0 
   121.12 7.8210e-24    123.31 0 
   125.08 1.2141e-23    127.35 0 
   127.12 1.4903e-23    129.42 0 
   128.00 1.6606e-23    130.32 0 
   130.98 2.2043e-23    133.35 0 
   131.89 2.6077e-23    134.28 0 
   134.03 3.1208e-23    136.46 0 
   137.15 4.3880e-23    139.64 0 
   140.02 5.6920e-23    142.56 0 
   142.95 1.1047e-22    145.55 0 
   146.96 2.1740e-22    149.62 0 
   151.08 2.9394e-22    153.82 0 
   154.95 3.9652e-22    157.76 0 
   158.93 5.2998e-22    161.81 0 
   161.88 6.5202e-22    164.82 0 
   166.03 8.5755e-22    169.04 0 
   169.90 1.1047e-21    172.98 0 
   173.06 1.3343e-21    176.20 0 
   177.09 1.6915e-21    180.30 0 
   179.97 2.0103e-21    183.23 0 
   182.05 2.2556e-21    185.35 0 
   185.87 2.8071e-21    189.23 0 
   191.07 3.6497e-21    194.54 0 
   194.18 4.2684e-21    197.70 0 
   197.79 5.1911e-21    201.37 0 
   201.93 6.2844e-21    205.59 0 
   205.21 7.2321e-21    208.93 0 
   209.99 8.7551e-21    213.80 0 
   215.87 1.1648e-20    219.79 0 
   219.89 1.3749e-20    223.87 0 
   222.95 1.5391e-20    226.99 0 
   227.09 1.8083e-20    231.21 0 
   230.25 2.9192e-20    234.42 0 
   233.99 5.3612e-20    238.23 0 
   239.99 7.6078e-20    244.34 0 
   246.15 8.5165e-20    250.61 0 
   251.88 1.0216e-19    256.45 0 
   257.16 9.6663e-20    261.82 0 
   260.13 1.1865e-19    264.85 0 
   263.75 1.3405e-19    268.53 0 
   269.28 1.4868e-19    274.16 0 
   274.28 1.6378e-19    279.25 0 
   278.74 1.7958e-19    283.79 0 
   283.92 1.9645e-19    289.07 0 
   289.87 2.0906e-19    295.12 0 
   295.94 2.3619e-19    301.30 0 
   300.75 2.5019e-19    306.20 0 
   307.75 2.8266e-19    313.33 0 
   317.83 3.3286e-19    323.59 0 
   328.25 3.8042e-19    334.19 0 
   338.22 4.2881e-19    344.35 0 
   347.70 4.8002e-19    354.00 0 
   356.61 5.2876e-19    363.08 0 
   365.76 5.8111e-19    372.39 0 
   375.14 6.3134e-19    381.94 0 
   384.77 6.7183e-19    391.74 0 
   394.64 7.4862e-19    401.79 0 
   404.76 8.1145e-19    412.10 0 
   414.19 8.6549e-19    421.70 0 
   421.89 9.1046e-19    429.54 0 
   429.73 9.5557e-19    437.52 0 
   440.76 1.0286e-18    448.75 0 
   451.02 1.0846e-18    459.20 0 
   460.47 1.1383e-18    468.81 0 
   470.11 1.1947e-18    478.63 0 
   479.95 1.2597e-18    488.65 0 
   490.00 1.3100e-18    498.88 0 
   500.26 1.3749e-18    509.33 0 
   506.06 1.4232e-18    515.23 0 
   511.92 1.6116e-18    521.19 0 
   520.23 1.6644e-18    529.66 0 
   529.91 1.7269e-18    539.51 0 
   539.76 1.7590e-18    549.54 0 
   549.79 1.8891e-18    559.76 0 
   560.01 2.0336e-18    570.16 0 
   570.42 2.1491e-18    580.76 0 
   579.69 2.1840e-18    590.20 0 
   590.47 2.3402e-18    601.17 0 
   600.07 2.3838e-18    610.94 0 
   609.82 2.4281e-18    620.87 0 
   619.72 2.7496e-18    630.96 0 
   629.79 2.8659e-18    641.21 0 
   640.03 2.9666e-18    651.63 0 
   650.43 3.1424e-18    662.22 0 
   657.96 3.2304e-18    669.88 0 
   665.58 3.3827e-18    677.64 0 
   674.84 3.5096e-18    687.07 0 
   684.22 3.5177e-18    696.63 0 
   695.34 3.9835e-18    707.95 0 
   705.02 3.9108e-18    717.79 0 
   716.47 4.4286e-18    729.46 0 
   726.44 4.6053e-18    739.61 0 
   734.85 4.7672e-18    748.17 0 
   745.07 5.1199e-18    758.58 0 
   755.44 5.3736e-18    769.13 0 
   764.19 5.5368e-18    778.04 0 
   774.82 6.0154e-18    788.86 0 
   785.59 6.4012e-18    799.83 0 
   794.69 6.6875e-18    809.10 0 
   805.75 6.9865e-18    820.35 0 
   815.08 7.2487e-18    829.85 0 
   824.51 7.8030e-18    839.46 0 
   834.06 7.0837e-18    849.18 0 
   845.67 8.3611e-18    860.99 0 
   855.46 8.6948e-18    870.96 0 
   865.36 9.2739e-18    881.05 0 
   875.38 9.8687e-18    891.25 0 
   885.52 1.0575e-17    901.57 0 
   895.77 1.1150e-17    912.01 0 
   904.06 1.1436e-17    920.45 0 
   914.53 1.6721e-17    931.11 0 
   925.12 9.5118e-17    941.89 0 
   935.83 2.0666e-16    952.80 0 
   944.49 4.0203e-16    961.61 0 
   955.43 5.6268e-16    972.75 0 
   964.27 6.8432e-16    981.75 0 
   975.44 1.4430e-16    993.12 0 
   984.46 7.0026e-16   1002.31 0 
   995.86 7.0837e-16   1013.91 0 
  1005.07 9.3597e-16   1023.29 0 
  1014.37 8.6948e-16   1032.76 0 
  1026.12 3.6246e-16   1044.72 0 
  1035.62 6.7493e-16   1054.39 0 
  1045.20 1.2085e-15   1064.14 0 
  1054.87 1.2169e-15   1073.99 0 
  1064.63 1.0358e-15   1083.93 0 
  1074.48 1.2113e-15   1093.96 0 
  1084.42 1.0286e-15   1104.08 0 
  1094.46 1.2831e-15   1114.29 0 
  1104.58 1.2510e-15   1124.61 0 
  1114.80 1.2453e-15   1135.01 0 
  1125.12 1.1541e-15   1145.51 0 
  1135.53 1.3876e-15   1156.11 0 
  1146.04 1.2890e-15   1166.81 0 
  1153.98 1.3623e-15   1174.90 0 
  1164.66 1.4232e-15   1185.77 0 
  1175.43 1.0771e-15   1196.74 0 
  1186.31 1.3908e-15   1207.81 0 
  1194.53 1.0382e-15   1216.19 0 
  1205.59 7.9848e-16   1227.44 0 
  1213.94 4.4286e-16   1235.95 0 
  1225.18 9.5777e-16   1247.38 0 
  1233.67 1.4134e-15   1256.03 0 
  1245.08 1.5749e-15   1267.65 0 
  1253.71 1.5569e-15   1276.44 0 
  1265.31 1.3876e-15   1288.25 0 
  1274.09 1.7189e-15   1297.18 0 
  1285.87 1.8041e-15   1309.18 0 
  1294.79 1.5462e-15   1318.26 0 
  1303.76 1.5355e-15   1327.39 0 
  1315.83 1.8292e-15   1339.68 0 
  1324.95 1.7835e-15   1348.96 0 
  1334.13 1.6492e-15   1358.31 0 
  1346.48 1.8761e-15   1370.88 0 
  1355.81 1.8461e-15   1380.38 0 
  1365.21 1.7150e-15   1389.95 0 
  1374.67 1.7876e-15   1399.59 0 
  1384.20 1.8250e-15   1409.29 0 
  1393.79 1.6454e-15   1419.06 0 
  1403.45 1.7150e-15   1428.89 0 
  1416.44 1.7630e-15   1442.12 0 
  1426.26 1.7958e-15   1452.11 0 
  1436.15 1.8000e-15   1462.18 0 
  1442.77 1.8891e-15   1468.93 0 
  1446.10 1.9154e-15   1472.31 0 
  1456.12 1.8848e-15   1482.52 0 
  1466.22 1.7876e-15   1492.79 0 
  1476.38 1.7876e-15   1503.14 0 
  1486.62 1.8124e-15   1513.56 0 
  1493.48 1.8461e-15   1520.55 0 
  1503.83 1.7876e-15   1531.09 0 
  1510.77 1.6416e-15   1538.15 0 
  1517.74 1.7348e-15   1545.25 0 
  1524.75 1.7032e-15   1552.39 0 
  1535.32 1.5426e-15   1563.15 0 
  1545.96 1.6721e-15   1573.98 0 
  1556.68 1.5932e-15   1584.89 0 
  1563.86 1.6228e-15   1592.21 0 
  1574.70 1.7269e-15   1603.25 0 
  1585.62 1.7958e-15   1614.36 0 
  1596.61 1.8504e-15   1625.55 0 
  1603.98 1.8083e-15   1633.05 0 
  1615.10 1.8166e-15   1644.37 0 
  1626.29 1.7429e-15   1655.77 0 
  1633.80 1.8419e-15   1663.41 0 
  1645.12 1.8761e-15   1674.94 0 
  1656.53 1.7509e-15   1686.55 0 
  1664.17 1.9154e-15   1694.34 0 
  1671.85 1.7429e-15   1702.16 0 
  1675.71 1.9555e-15   1706.08 0 
