# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.10 6.7125e-20    103.04 0 
   101.96 8.8692e-20    104.95 0 
   104.10 1.0737e-19    107.15 0 
   106.03 1.3240e-19    109.14 0 
   108.01 1.6668e-19    111.17 0 
   110.01 2.3436e-19    113.24 0 
   113.88 3.3028e-19    117.22 0 
   117.88 4.3943e-19    121.34 0 
   120.91 1.5918e-18    124.45 0 
   124.87 1.9583e-18    128.53 0 
   126.90 2.1129e-18    130.62 0 
   128.07 2.2330e-18    131.83 0 
   131.05 2.4597e-18    134.90 0 
   131.96 2.9033e-18    135.83 0 
   134.11 3.0753e-18    138.04 0 
   136.91 3.8716e-18    140.93 0 
   140.10 4.2062e-18    144.21 0 
   143.04 1.1964e-17    147.23 0 
   147.04 3.0753e-17    151.36 0 
   151.16 3.2575e-17    155.60 0 
   155.04 3.4905e-17    159.59 0 
   159.02 3.7487e-17    163.68 0 
   161.97 3.9254e-17    166.72 0 
   166.13 4.2451e-17    171.00 0 
   170.00 4.4966e-17    174.98 0 
   173.16 4.7085e-17    178.24 0 
   177.19 4.9646e-17    182.39 0 
   180.07 5.1509e-17    185.35 0 
   182.16 5.3074e-17    187.50 0 
   185.97 5.5704e-17    191.43 0 
   191.18 5.9141e-17    196.79 0 
   193.84 6.1643e-17    199.53 0 
   197.90 6.4104e-17    203.70 0 
   202.04 6.7280e-17    207.97 0 
   204.85 6.9324e-17    210.86 0 
   210.11 6.9644e-17    216.27 0 
   216.00 7.7070e-17    222.33 0 
   220.01 8.0331e-17    226.46 0 
   223.07 8.1449e-17    229.61 0 
   227.22 8.5091e-17    233.88 0 
   229.85 1.2968e-16    236.59 0 
   234.12 2.2176e-16    240.99 0 
   240.13 2.6908e-16    247.17 0 
   245.72 2.5228e-16    252.93 0 
   252.03 2.6478e-16    259.42 0 
   256.71 2.2227e-16    264.24 0 
   260.28 2.5345e-16    267.92 0 
   263.90 2.6356e-16    271.64 0 
   268.81 2.6115e-16    276.69 0 
   273.81 2.5756e-16    281.84 0 
   278.90 2.5462e-16    287.08 0 
   284.08 2.5228e-16    292.42 0 
   290.03 2.3762e-16    298.54 0 
   296.10 2.3872e-16    304.79 0 
   300.92 2.3436e-16    309.74 0 
   307.93 2.3275e-16    316.96 0 
   318.01 2.3221e-16    327.34 0 
   327.68 2.2640e-16    337.29 0 
   337.63 2.1973e-16    347.54 0 
   347.89 2.1227e-16    358.10 0 
   356.82 2.0648e-16    367.28 0 
   365.97 2.0178e-16    376.70 0 
   375.36 1.9583e-16    386.37 0 
   384.99 1.8403e-16    396.28 0 
   394.86 1.8318e-16    406.44 0 
   404.99 1.7819e-16    416.87 0 
   414.42 1.7254e-16    426.58 0 
   422.13 1.6668e-16    434.51 0 
   429.98 1.6214e-16    442.59 0 
   441.01 1.5663e-16    453.94 0 
   451.28 1.5062e-16    464.52 0 
   459.67 1.4551e-16    473.15 0 
   470.38 1.4057e-16    484.17 0 
   480.23 1.3642e-16    494.31 0 
   490.28 1.3028e-16    504.66 0 
   500.55 1.2732e-16    515.23 0 
   506.34 1.2385e-16    521.19 0 
   512.21 1.2471e-16    527.23 0 
   520.53 1.2131e-16    535.80 0 
   530.21 1.1665e-16    545.76 0 
   540.06 1.1089e-16    555.90 0 
   550.10 1.0688e-16    566.24 0 
   560.33 1.0517e-16    576.77 0 
   569.44 1.0325e-16    586.14 0 
   580.02 9.8829e-17    597.04 0 
   589.45 9.6358e-17    606.74 0 
   600.41 9.1598e-17    618.02 0 
   610.16 8.0147e-17    628.06 0 
   620.08 8.7879e-17    638.26 0 
   630.15 8.4311e-17    648.63 0 
   640.39 8.2582e-17    659.17 0 
   649.30 7.9778e-17    668.34 0 
   658.33 7.7070e-17    677.64 0 
   664.42 7.6540e-17    683.91 0 
   675.22 7.4625e-17    695.02 0 
   684.61 7.0613e-17    704.69 0 
   695.74 7.0289e-17    716.14 0 
   705.42 6.6357e-17    726.11 0 
   715.23 6.6357e-17    736.21 0 
   725.18 6.4548e-17    746.45 0 
   735.27 6.3079e-17    756.83 0 
   745.50 6.0938e-17    767.36 0 
   755.87 5.9277e-17    778.04 0 
   764.62 5.3442e-17    787.05 0 
   775.26 5.6090e-17    797.99 0 
   784.23 5.3689e-17    807.24 0 
   795.14 5.2952e-17    818.46 0 
   804.35 5.1866e-17    827.94 0 
   815.54 5.0686e-17    839.46 0 
   824.98 4.9532e-17    849.18 0 
   834.54 4.5697e-17    859.01 0 
   844.20 4.6869e-17    868.96 0 
   855.94 4.5592e-17    881.05 0 
   865.86 4.4657e-17    891.25 0 
   875.88 4.3842e-17    901.57 0 
   883.99 4.2844e-17    909.91 0 
   894.22 4.1965e-17    920.45 0 
   904.58 4.0727e-17    931.11 0 
   915.05 4.6869e-17    941.89 0 
   925.65 8.2963e-17    952.80 0 
   934.21 1.2673e-16    961.61 0 
   945.03 1.8276e-16    972.75 0 
   955.97 2.2850e-16    984.01 0 
   964.82 2.4825e-16    993.12 0 
   975.99 9.2233e-17   1004.62 0 
   985.02 2.1276e-16   1013.91 0 
   994.13 2.1572e-16   1023.29 0 
  1005.65 2.8437e-16   1035.14 0 
  1014.95 2.7599e-16   1044.72 0 
  1024.34 1.4122e-16   1054.39 0 
  1033.82 2.1227e-16   1064.14 0 
  1045.79 3.4347e-16   1076.47 0 
  1055.47 3.3488e-16   1086.43 0 
  1065.23 2.7220e-16   1096.48 0 
  1075.09 3.1181e-16   1106.62 0 
  1085.04 2.4768e-16   1116.86 0 
  1095.08 3.1981e-16   1127.20 0 
  1105.21 3.0541e-16   1137.63 0 
  1115.44 2.9301e-16   1148.15 0 
  1125.76 2.6296e-16   1158.78 0 
  1136.18 3.2128e-16   1169.50 0 
  1144.05 2.9436e-16   1177.61 0 
  1154.64 3.0682e-16   1188.50 0 
  1165.32 3.1037e-16   1199.50 0 
  1176.10 2.2074e-16   1210.60 0 
  1184.26 2.9709e-16   1218.99 0 
  1195.21 2.1922e-16   1230.27 0 
  1206.27 1.6861e-16   1241.65 0 
  1214.63 1.1665e-16   1250.26 0 
  1225.87 2.1227e-16   1261.83 0 
  1234.37 2.9504e-16   1270.57 0 
  1245.79 3.1687e-16   1282.33 0 
  1254.43 3.0192e-16   1291.22 0 
  1266.03 2.6600e-16   1303.17 0 
  1274.81 3.2877e-16   1312.20 0 
  1283.65 3.3954e-16   1321.30 0 
  1295.52 2.7283e-16   1333.52 0 
  1304.50 2.6908e-16   1342.77 0 
  1313.55 3.2725e-16   1352.07 0 
  1325.70 3.1181e-16   1364.58 0 
  1334.89 2.7790e-16   1374.04 0 
  1344.14 3.2276e-16   1383.57 0 
  1353.46 3.1109e-16   1393.16 0 
  1365.98 2.7918e-16   1406.05 0 
  1375.45 2.8899e-16   1415.79 0 
  1384.99 2.8966e-16   1425.61 0 
  1394.59 2.4768e-16   1435.49 0 
  1404.25 2.5286e-16   1445.44 0 
  1413.99 2.6478e-16   1455.46 0 
  1423.79 2.6846e-16   1465.55 0 
  1433.66 2.6723e-16   1475.71 0 
  1443.59 2.7854e-16   1485.94 0 
  1446.92 2.8176e-16   1489.36 0 
  1453.60 2.7283e-16   1496.24 0 
  1463.68 2.5170e-16   1506.61 0 
  1473.82 2.4997e-16   1517.05 0 
  1484.04 2.5345e-16   1527.57 0 
  1494.33 2.5520e-16   1538.15 0 
  1504.68 2.4093e-16   1548.82 0 
  1511.63 2.1522e-16   1555.97 0 
  1518.61 2.2850e-16   1563.15 0 
  1525.62 2.2125e-16   1570.36 0 
  1536.19 1.9226e-16   1581.25 0 
  1543.28 2.0459e-16   1588.55 0 
  1553.98 1.9404e-16   1599.56 0 
  1564.75 1.9856e-16   1610.65 0 
  1575.60 2.1032e-16   1621.81 0 
  1586.52 2.1822e-16   1633.05 0 
  1593.84 2.2176e-16   1640.59 0 
  1604.89 2.1621e-16   1651.96 0 
  1616.01 2.1522e-16   1663.41 0 
  1623.47 2.0365e-16   1671.09 0 
  1634.73 2.1522e-16   1682.67 0 
  1646.06 2.1721e-16   1694.34 0 
  1653.66 2.0132e-16   1702.16 0 
  1665.12 2.1721e-16   1713.96 0 
  1672.81 1.9404e-16   1721.87 0 
  1676.66 2.1872e-16   1725.84 0 
  1684.40 2.2588e-16   1733.80 0 
  1696.08 2.1178e-16   1745.82 0 
  1703.90 2.0365e-16   1753.88 0 
  1715.72 1.9315e-16   1766.04 0 
  1723.64 1.9138e-16   1774.19 0 
  1735.58 2.0318e-16   1786.49 0 
  1743.59 1.9856e-16   1794.73 0 
  1755.68 2.1129e-16   1807.17 0 
  1763.78 1.9315e-16   1815.52 0 
  1776.01 1.9719e-16   1828.10 0 
  1784.21 2.0086e-16   1836.54 0 
  1796.57 2.1572e-16   1849.27 0 
  1804.87 2.1178e-16   1857.80 0 
  1813.20 1.9448e-16   1866.38 0 
  1825.77 1.9902e-16   1879.32 0 
  1834.19 1.9094e-16   1887.99 0 
  1846.91 1.7333e-16   1901.08 0 
  1855.43 1.7778e-16   1909.85 0 
  1864.00 1.8530e-16   1918.67 0 
  1876.92 1.9764e-16   1931.97 0 
  1885.58 1.8361e-16   1940.89 0 
  1894.29 1.8150e-16   1949.84 0 
  1903.03 1.8875e-16   1958.84 0 
  1916.22 1.8361e-16   1972.42 0 
  1925.06 1.7575e-16   1981.53 0 
  1933.95 1.7135e-16   1990.67 0 
  1942.88 1.9404e-16   1999.86 0 
  1956.34 1.8361e-16   2013.72 0 
  1965.37 2.0506e-16   2023.02 0 
  1974.45 2.0365e-16   2032.36 0 
  1983.56 2.0365e-16   2041.74 0 
  1992.72 2.0086e-16   2051.16 0 
  2006.53 2.0132e-16   2065.38 0 
  2015.79 1.9810e-16   2074.91 0 
  2025.09 1.9448e-16   2084.49 0 
  2034.44 2.0132e-16   2094.11 0 
  2043.83 2.1423e-16   2103.78 0 
  2053.27 2.0271e-16   2113.49 0 
  2062.74 2.0086e-16   2123.24 0 
  2072.27 2.1872e-16   2133.04 0 
  2077.04 3.0053e-16   2137.96 0 
  2086.63 3.5472e-16   2147.83 0 
  2096.26 3.2801e-16   2157.74 0 
  2105.94 3.1834e-16   2167.70 0 
  2115.66 3.4426e-16   2177.71 0 
  2125.42 3.1760e-16   2187.76 0 
  2135.23 2.9709e-16   2197.86 0 
  2145.09 3.5636e-16   2208.01 0 
  2154.99 3.6048e-16   2218.20 0 
  2164.94 3.2128e-16   2228.44 0 
  2174.93 3.2425e-16   2238.72 0 
  2184.97 3.8272e-16   2249.05 0 
  2195.06 3.8184e-16   2259.44 0 
  2205.19 3.6973e-16   2269.86 0 
  2215.37 2.9777e-16   2280.34 0 
  2225.59 3.3104e-16   2290.87 0 
  2235.86 4.2155e-16   2301.44 0 
  2246.18 3.9955e-16   2312.07 0 
