# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.07 1.9600e-24    103.75 0 
   103.96 2.7622e-24    105.68 0 
   105.90 3.9560e-24    107.65 0 
   108.11 5.7445e-24    109.90 0 
   110.12 9.3595e-24    111.94 0 
   113.99 1.7229e-23    115.88 0 
   118.00 2.9461e-23    119.95 0 
   121.03 1.2684e-22    123.03 0 
   124.99 1.9736e-22    127.06 0 
   127.02 2.3782e-22    129.12 0 
   127.90 2.6562e-22    130.02 0 
   130.88 3.4297e-22    133.05 0 
   132.09 4.2585e-22    134.28 0 
   133.93 4.9918e-22    136.14 0 
   137.05 7.2653e-22    139.32 0 
   139.92 9.1044e-22    142.23 0 
   142.85 2.8659e-21    145.21 0 
   146.85 8.6150e-21    149.28 0 
   150.97 1.0846e-20    153.46 0 
   154.84 1.3717e-20    157.40 0 
   159.18 1.7268e-20    161.81 0 
   162.14 2.0289e-20    164.82 0 
   165.91 2.5425e-20    168.66 0 
   170.17 3.0921e-20    172.98 0 
   172.93 3.5913e-20    175.79 0 
   176.96 4.3078e-20    179.89 0 
   179.84 4.9233e-20    182.81 0 
   181.92 5.3858e-20    184.93 0 
   186.16 6.3717e-20    189.23 0 
   190.93 7.8029e-20    194.09 0 
   194.03 8.8563e-20    197.24 0 
   198.10 1.0263e-19    201.37 0 
   201.78 1.1919e-19    205.12 0 
   205.06 1.3282e-19    208.45 0 
   209.84 1.5040e-19    213.30 0 
   216.21 1.9154e-19    219.79 0 
   220.23 2.1840e-19    223.87 0 
   222.78 2.3619e-19    226.46 0 
   226.92 2.6869e-19    230.67 0 
   230.08 4.3677e-19    233.88 0 
   233.82 7.8932e-19    237.68 0 
   239.82 1.0771e-18    243.78 0 
   245.97 1.1305e-18    250.03 0 
   252.28 1.3221e-18    256.45 0 
   256.97 1.2113e-18    261.22 0 
   259.94 1.4530e-18    264.24 0 
   264.17 1.6153e-18    268.53 0 
   269.08 1.7308e-18    273.53 0 
   274.08 1.8461e-18    278.61 0 
   279.18 1.9645e-18    283.79 0 
   283.71 2.0905e-18    288.40 0 
   290.32 2.1441e-18    295.12 0 
   295.72 2.3402e-18    300.61 0 
   301.22 2.4449e-18    306.20 0 
   308.23 2.6623e-18    313.33 0 
   318.33 2.9940e-18    323.59 0 
   328.00 3.2753e-18    333.43 0 
   337.97 3.5420e-18    343.56 0 
   348.24 3.7954e-18    354.00 0 
   357.17 4.0388e-18    363.08 0 
   366.34 4.3177e-18    372.39 0 
   374.87 4.5421e-18    381.07 0 
   385.37 4.6479e-18    391.74 0 
   395.26 5.0496e-18    401.79 0 
   405.40 5.3365e-18    412.10 0 
   413.88 5.5367e-18    420.73 0 
   421.58 5.6788e-18    428.55 0 
   430.41 5.8244e-18    437.52 0 
   441.45 6.0989e-18    448.75 0 
   450.69 6.2698e-18    458.14 0 
   460.13 6.4158e-18    467.74 0 
   469.76 6.5804e-18    477.53 0 
   479.60 6.7960e-18    487.53 0 
   489.64 6.8747e-18    497.74 0 
   499.90 7.1163e-18    508.16 0 
   505.68 7.1987e-18    514.04 0 
   511.54 7.9114e-18    520.00 0 
   519.85 8.0771e-18    528.45 0 
   529.52 8.2083e-18    538.27 0 
   540.60 8.1706e-18    549.54 0 
   549.39 8.6747e-18    558.47 0 
   559.60 9.2099e-18    568.85 0 
   570.01 9.6884e-18    579.43 0 
   580.60 9.6439e-18    590.20 0 
   590.04 1.0334e-17    599.79 0 
   599.62 1.0453e-17    609.54 0 
   609.37 1.0334e-17    619.44 0 
   620.70 1.1892e-17    630.96 0 
   629.33 1.2310e-17    639.73 0 
   639.56 1.2597e-17    650.13 0 
   649.95 1.3405e-17    660.69 0 
   657.48 1.3844e-17    668.34 0 
   665.09 1.4430e-17    676.08 0 
   674.34 1.4664e-17    685.49 0 
   685.30 1.4597e-17    696.63 0 
   694.83 1.6992e-17    706.32 0 
   704.50 1.6567e-17    716.14 0 
   715.94 1.8804e-17    727.78 0 
   725.90 1.9510e-17    737.90 0 
   734.31 2.0149e-17    746.45 0 
   744.53 2.2042e-17    756.83 0 
   754.88 2.3295e-17    767.36 0 
   765.38 2.3947e-17    778.04 0 
   774.25 2.6379e-17    787.05 0 
   785.02 2.8071e-17    797.99 0 
   794.11 2.9326e-17    807.24 0 
   805.15 3.0708e-17    818.46 0 
   814.48 3.1861e-17    827.94 0 
   825.81 3.4694e-17    839.46 0 
   835.37 2.9666e-17    849.18 0 
   845.04 3.6834e-17    859.01 0 
   854.83 3.8129e-17    868.96 0 
   864.73 4.0950e-17    879.02 0 
   874.74 4.3980e-17    889.20 0 
   884.87 4.7891e-17    899.50 0 
   895.12 5.0729e-17    909.91 0 
   905.48 5.1080e-17    920.45 0 
   915.97 7.8751e-17    931.11 0 
   924.44 5.3611e-16    939.72 0 
   935.15 1.2057e-15    950.60 0 
   945.97 2.3564e-15    961.61 0 
   954.73 3.4061e-15    970.51 0 
   965.78 3.8748e-15    981.75 0 
   974.72 6.0152e-16    990.83 0 
   986.01 3.3209e-15   1002.31 0 
   995.13 3.5831e-15   1011.58 0 
  1004.34 5.3611e-15   1020.94 0 
  1015.97 5.2030e-15   1032.76 0 
  1025.37 2.2042e-15   1042.32 0 
  1034.85 3.6329e-15   1051.96 0 
  1044.43 7.2153e-15   1061.70 0 
  1054.09 7.1491e-15   1071.52 0 
  1063.85 5.6267e-15   1081.43 0 
  1076.17 6.8117e-15   1093.96 0 
