# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.07 1.2611e-22    102.80 0 
   103.97 1.5372e-22    104.71 0 
   105.90 1.9308e-22    106.66 0 
   108.12 2.4420e-22    108.89 0 
   109.88 3.7996e-22    110.66 0 
   114.00 5.6460e-22    114.82 0 
   118.01 7.8839e-22    118.85 0 
   121.04 2.1515e-21    121.90 0 
   125.00 2.9974e-21    125.89 0 
   127.03 3.4973e-21    127.94 0 
   127.91 3.7909e-21    128.82 0 
   130.89 4.6853e-21    131.83 0 
   132.10 5.3424e-21    133.05 0 
   133.94 6.1057e-21    134.90 0 
   137.06 7.9020e-21    138.04 0 
   139.93 9.6103e-21    140.93 0 
   142.86 1.5337e-20    143.88 0 
   146.86 2.3482e-20    147.91 0 
   150.98 2.9630e-20    152.05 0 
   154.85 3.7131e-20    155.96 0 
   158.82 4.6210e-20    159.96 0 
   162.15 5.4167e-20    163.31 0 
   165.92 6.6334e-20    167.11 0 
   170.18 8.0304e-20    171.40 0 
   172.95 9.2414e-20    174.18 0 
   176.97 1.1060e-19    178.24 0 
   179.85 1.2611e-19    181.13 0 
   181.93 1.3732e-19    183.23 0 
   186.17 1.6208e-19    187.50 0 
   190.95 1.9712e-19    192.31 0 
   194.05 2.2118e-19    195.43 0 
   198.11 2.5629e-19    199.53 0 
   201.80 2.9494e-19    203.24 0 
   205.07 3.2714e-19    206.54 0 
   209.85 3.7735e-19    211.35 0 
   216.23 4.6638e-19    217.77 0 
   220.25 5.2691e-19    221.82 0 
   222.80 5.7245e-19    224.39 0 
   226.94 6.4378e-19    228.56 0 
   230.10 1.2295e-18    231.74 0 
   233.84 2.0079e-18    235.50 0 
   239.83 2.6106e-18    241.55 0 
   245.99 2.7909e-18    247.74 0 
   251.72 3.1314e-18    253.51 0 
   256.99 2.8889e-18    258.82 0 
   259.96 3.4020e-18    261.82 0 
   264.19 3.6961e-18    266.07 0 
   269.10 3.9241e-18    271.02 0 
   274.10 4.1470e-18    276.06 0 
   279.20 4.3726e-18    281.19 0 
   283.73 4.6104e-18    285.76 0 
   289.67 4.7287e-18    291.74 0 
   295.74 5.1020e-18    297.85 0 
   301.24 5.1968e-18    303.39 0 
   308.26 5.6071e-18    310.46 0 
   318.35 6.1764e-18    320.63 0 
   328.03 6.6487e-18    330.37 0 
   338.00 7.0752e-18    340.41 0 
   348.27 7.4944e-18    350.75 0 
   357.20 7.8839e-18    359.75 0 
   366.36 8.2935e-18    368.98 0 
   374.90 8.6445e-18    377.57 0 
   385.40 8.8255e-18    388.15 0 
   395.29 9.3916e-18    398.11 0 
   405.43 9.7890e-18    408.32 0 
   413.91 1.0086e-17    416.87 0 
   421.61 1.0345e-17    424.62 0 
   430.44 1.0586e-17    433.51 0 
   441.48 1.1034e-17    444.63 0 
   450.72 1.1369e-17    453.94 0 
   460.16 1.1661e-17    463.45 0 
   469.80 1.2043e-17    473.15 0 
   479.64 1.2466e-17    483.06 0 
   489.68 1.2845e-17    493.17 0 
   499.93 1.3420e-17    503.50 0 
   505.72 1.9712e-17    509.33 0 
   511.58 4.5681e-17    515.23 0 
   519.89 4.6638e-17    523.60 0 
   529.55 4.8166e-17    533.33 0 
   539.40 4.6853e-17    543.25 0 
   549.43 5.8042e-17    553.35 0 
   559.64 6.8036e-17    563.64 0 
   570.05 7.5117e-17    574.12 0 
   580.65 7.3576e-17    584.79 0 
   590.08 8.5063e-17    594.29 0 
   599.67 8.6644e-17    603.95 0 
   609.41 9.8796e-17    613.76 0 
   619.31 1.1317e-16    623.73 0 
   629.38 1.2071e-16    633.87 0 
   639.60 1.2582e-16    644.17 0 
   650.00 1.3796e-16    654.64 0 
   657.52 1.4446e-16    662.22 0 
   665.14 1.5443e-16    669.88 0 
   674.39 1.6208e-16    679.20 0 
   685.35 1.6208e-16    690.24 0 
   694.88 1.9353e-16    699.84 0 
   704.55 1.8782e-16    709.58 0 
   716.00 2.2322e-16    721.11 0 
   725.96 2.3321e-16    731.14 0 
   734.36 2.4476e-16    739.61 0 
   744.58 2.6653e-16    749.89 0 
   754.94 2.8167e-16    760.33 0 
   765.44 2.9699e-16    770.90 0 
   774.30 3.1970e-16    779.83 0 
   785.07 3.4414e-16    790.68 0 
   794.17 3.6036e-16    799.83 0 
   805.21 3.7648e-16    810.96 0 
   814.54 3.9241e-16    820.35 0 
   825.87 4.2339e-16    831.76 0 
   835.43 3.8792e-16    841.40 0 
   845.11 4.5471e-16    851.14 0 
   854.89 4.7505e-16    860.99 0 
   864.79 5.0552e-16    870.96 0 
   874.80 5.3671e-16    881.05 0 
   884.93 5.7113e-16    891.25 0 
   895.18 5.9943e-16    901.57 0 
   905.55 6.1622e-16    912.01 0 
   916.03 8.9071e-16    922.57 0 
   924.51 5.2691e-15    931.11 0 
   935.21 1.1085e-14    941.89 0 
   946.04 2.1367e-14    952.80 0 
   954.80 2.7780e-14    961.61 0 
   965.85 3.3864e-14    972.75 0 
   974.79 9.6103e-15    981.75 0 
   986.08 3.4893e-14    993.12 0 
   995.20 3.3864e-14   1002.31 0 
  1004.41 4.0247e-14   1011.58 0 
  1016.04 3.7561e-14   1023.29 0 
  1025.44 1.7129e-14   1032.76 0 
  1034.93 3.1677e-14   1042.32 0 
  1044.51 4.7178e-14   1051.96 0 
  1054.17 4.6317e-14   1061.70 0 
  1063.92 4.0996e-14   1071.52 0 
  1073.77 4.5471e-14   1081.43 0 
  1086.20 4.0526e-14   1093.96 0 
  1096.25 4.6853e-14   1104.08 0 
  1103.85 4.4848e-14   1111.73 0 
  1114.07 4.4744e-14   1122.02 0 
  1124.37 4.0901e-14   1132.40 0 
  1134.78 4.6317e-14   1142.88 0 
  1145.28 4.3425e-14   1153.45 0 
  1155.88 4.4848e-14   1164.13 0 
  1163.89 4.5576e-14   1172.20 0 
  1174.66 3.5378e-14   1183.04 0 
  1185.53 4.4334e-14   1193.99 0 
  1193.74 3.8613e-14   1202.26 0 
  1204.79 3.1459e-14   1213.39 0 
  1215.94 1.7328e-14   1224.62 0 
  1224.37 3.4494e-14   1233.11 0 
  1235.69 4.2829e-14   1244.51 0 
  1244.26 4.4848e-14   1253.14 0 
  1255.77 4.4130e-14   1264.74 0 
  1264.48 4.2339e-14   1273.50 0 
  1276.18 4.5998e-14   1285.29 0 
  1285.02 4.6317e-14   1294.20 0 
  1293.93 4.1566e-14   1303.17 0 
  1305.90 4.2047e-14   1315.22 0 
  1314.96 4.5998e-14   1324.34 0 
  1324.07 4.4436e-14   1333.52 0 
  1336.32 4.2436e-14   1345.86 0 
  1345.58 4.4744e-14   1355.19 0 
  1354.91 4.4539e-14   1364.58 0 
  1364.30 4.2436e-14   1374.04 0 
  1373.76 4.2632e-14   1383.57 0 
  1386.47 4.2928e-14   1396.37 0 
  1396.08 3.7822e-14   1406.05 0 
  1405.76 3.8971e-14   1415.79 0 
  1415.50 4.1280e-14   1425.61 0 
  1425.32 4.0714e-14   1435.49 0 
  1435.20 4.1185e-14   1445.44 0 
  1441.82 4.2047e-14   1452.11 0 
  1448.48 4.1758e-14   1458.81 0 
  1455.16 4.1185e-14   1465.55 0 
  1465.25 3.9695e-14   1475.71 0 
  1475.40 3.9695e-14   1485.94 0 
  1485.63 3.9513e-14   1496.24 0 
  1495.93 3.9331e-14   1506.61 0 
  1506.30 3.7909e-14   1517.05 0 
  1513.25 3.5542e-14   1524.05 0 
  1516.74 3.6622e-14   1527.57 0 
  1523.74 3.6622e-14   1534.62 0 
  1534.30 3.3554e-14   1545.25 0 
  1544.94 3.4099e-14   1555.97 0 
  1555.65 3.2941e-14   1566.75 0 
  1566.43 3.4099e-14   1577.61 0 
  1573.66 3.5542e-14   1584.89 0 
  1584.57 3.5788e-14   1595.88 0 
  1595.55 3.6203e-14   1606.94 0 
  1606.61 3.5297e-14   1618.08 0 
  1614.03 3.5054e-14   1625.55 0 
  1625.22 3.4573e-14   1636.82 0 
  1636.48 3.5542e-14   1648.16 0 
  1644.04 3.5378e-14   1655.77 0 
  1655.43 3.4573e-14   1667.25 0 
  1666.91 3.5788e-14   1678.80 0 
  1670.75 3.4177e-14   1682.67 0 
  1678.46 3.6119e-14   1690.44 0 
  1686.21 3.6203e-14   1698.24 0 
  1693.99 3.5054e-14   1706.08 0 
  1705.73 3.4256e-14   1717.91 0 
  1713.61 3.3323e-14   1725.84 0 
  1725.48 3.3093e-14   1737.80 0 
  1733.45 3.4099e-14   1745.82 0 
  1745.46 3.3476e-14   1757.92 0 
  1753.52 3.4256e-14   1766.04 0 
  1765.68 3.2714e-14   1778.28 0 
  1773.83 3.2941e-14   1786.49 0 
  1786.12 3.3169e-14   1798.87 0 
  1794.37 3.3942e-14   1807.17 0 
  1806.80 3.3942e-14   1819.70 0 
  1815.14 3.2340e-14   1828.10 0 
  1823.52 3.2714e-14   1836.54 0 
  1836.16 3.2117e-14   1849.27 0 
  1844.64 3.0181e-14   1857.80 0 
  1853.15 3.0181e-14   1866.38 0 
  1866.00 3.0813e-14   1879.32 0 
  1874.61 3.1750e-14   1887.99 0 
  1883.26 2.9836e-14   1896.71 0 
  1896.32 2.8691e-14   1909.85 0 
  1905.07 3.0112e-14   1918.67 0 
  1913.86 2.9224e-14   1927.53 0 
  1927.13 2.8559e-14   1940.89 0 
  1936.03 2.9157e-14   1949.84 0 
  1944.96 3.0251e-14   1958.84 0 
  1953.94 2.8493e-14   1967.89 0 
  1967.48 3.0043e-14   1981.53 0 
  1976.56 3.0742e-14   1990.67 0 
  1985.69 2.9426e-14   1999.86 0 
  1994.85 2.8823e-14   2009.09 0 
  2004.06 2.9224e-14   2018.37 0 
  2013.31 2.9090e-14   2027.68 0 
  2027.27 2.9562e-14   2041.74 0 
  2036.62 2.8559e-14   2051.16 0 
  2046.02 2.8889e-14   2060.63 0 
  2055.47 2.7844e-14   2070.14 0 
  2064.96 2.8167e-14   2079.70 0 
  2074.49 2.9562e-14   2089.30 0 
  2079.27 2.8493e-14   2094.11 0 
  2084.06 2.8956e-14   2098.94 0 
  2093.68 2.7909e-14   2108.63 0 
  2103.35 2.8297e-14   2118.36 0 
  2113.06 2.8427e-14   2128.14 0 
  2122.81 2.8625e-14   2137.96 0 
  2132.61 2.7780e-14   2147.83 0 
  2147.39 2.7717e-14   2162.72 0 
  2157.30 2.8167e-14   2172.70 0 
  2167.26 2.7653e-14   2182.73 0 
  2177.26 2.7462e-14   2192.81 0 
  2187.31 2.7399e-14   2202.93 0 
  2197.41 2.7909e-14   2213.09 0 
  2202.48 2.7399e-14   2218.20 0 
  2212.64 2.6714e-14   2228.44 0 
  2222.85 2.6347e-14   2238.72 0 
  2233.11 2.7086e-14   2249.05 0 
  2243.42 2.6591e-14   2259.44 0 
  2253.78 2.5926e-14   2269.86 0 
  2264.18 2.5986e-14   2280.34 0 
  2274.63 2.6226e-14   2290.87 0 
  2285.13 2.6531e-14   2301.44 0 
  2295.68 2.5517e-14   2312.07 0 
  2306.27 2.5877e-14   2322.74 0 
  2316.92 2.5351e-14   2333.46 0 
  2327.61 2.2443e-14   2344.23 0 
  2332.98 2.4386e-14   2349.63 0 
  2343.75 2.3671e-14   2360.48 0 
  2354.57 2.4735e-14   2371.37 0 
  2365.44 2.3626e-14   2382.32 0 
  2376.35 2.4015e-14   2393.32 0 
  2387.32 2.2833e-14   2404.36 0 
  2392.83 2.3475e-14   2409.91 0 
  2403.87 2.3051e-14   2421.03 0 
  2414.97 2.3162e-14   2432.20 0 
  2426.11 2.3981e-14   2443.43 0 
  2437.31 2.3440e-14   2454.71 0 
  2442.93 2.3934e-14   2460.37 0 
  2454.21 2.3829e-14   2471.72 0 
  2465.53 2.3561e-14   2483.13 0 
  2476.91 2.3029e-14   2494.60 0 
  2482.62 2.2979e-14   2500.35 0 
  2494.08 2.1949e-14   2511.89 0 
  2505.60 2.3578e-14   2523.48 0 
  2511.37 2.1956e-14   2529.30 0 
  2517.16 2.2009e-14   2535.13 0 
  2522.96 2.1659e-14   2540.97 0 
  2534.61 2.1814e-14   2552.70 0 
  2546.31 2.1668e-14   2564.48 0 
  2552.18 2.2588e-14   2570.40 0 
  2563.96 2.2180e-14   2582.26 0 
  2575.79 2.2754e-14   2594.18 0 
  2587.68 2.2603e-14   2606.15 0 
  2593.65 2.2346e-14   2612.16 0 
  2605.62 2.1842e-14   2624.22 0 
  2617.65 2.1498e-14   2636.33 0 
  2623.68 2.2103e-14   2642.41 0 
  2635.79 2.2675e-14   2654.61 0 
  2647.96 2.3913e-14   2666.86 0 
  2654.06 2.4417e-14   2673.01 0 
  2666.31 2.3056e-14   2685.34 0 
  2672.46 2.3541e-14   2691.54 0 
  2684.79 2.3764e-14   2703.96 0 
  2697.19 2.2648e-14   2716.44 0 
  2703.40 2.3125e-14   2722.70 0 
  2715.88 2.2140e-14   2735.27 0 
  2722.14 2.1889e-14   2741.57 0 
  2734.71 2.2507e-14   2754.23 0 
  2747.33 2.0626e-14   2766.94 0 
  2753.66 2.1109e-14   2773.32 0 
  2766.37 2.1756e-14   2786.12 0 
  2772.75 2.2265e-14   2792.54 0 
  2785.55 2.1170e-14   2805.43 0 
  2791.97 1.8272e-14   2811.90 0 
  2804.86 1.9049e-14   2824.88 0 
  2817.81 2.1978e-14   2837.92 0 
  2824.30 2.2596e-14   2844.46 0 
  2837.34 2.2138e-14   2857.59 0 
  2843.88 2.1537e-14   2864.18 0 
  2857.01 2.0525e-14   2877.40 0 
  2863.59 2.2199e-14   2884.03 0 
  2876.81 2.2565e-14   2897.34 0 
  2883.44 2.2361e-14   2904.02 0 
  2896.75 2.2522e-14   2917.43 0 
  2910.12 2.3752e-14   2930.89 0 
  2930.29 2.3060e-14   2951.21 0 
  2950.60 2.2596e-14   2971.67 0 
  2971.06 2.2813e-14   2992.27 0 
  2991.65 2.2769e-14   3013.01 0 
  3012.39 2.2778e-14   3033.89 0 
  3033.27 2.2839e-14   3054.92 0 
  3047.27 2.2950e-14   3069.02 0 
  3068.39 2.2959e-14   3090.30 0 
  3089.66 2.2862e-14   3111.72 0 
  3111.08 2.3030e-14   3133.29 0 
  3132.64 2.2618e-14   3155.01 0 
  3147.10 2.2520e-14   3169.57 0 
  3168.92 2.2790e-14   3191.54 0 
  3190.88 2.1924e-14   3213.66 0 
  3213.00 2.2495e-14   3235.94 0 
  3227.83 2.1637e-14   3250.87 0 
  3250.21 2.2982e-14   3273.41 0 
  3272.74 2.3744e-14   3296.10 0 
  3287.84 2.3587e-14   3311.31 0 
  3310.63 2.3327e-14   3334.26 0 
  3318.26 2.2904e-14   3341.95 0 
  3325.91 2.2960e-14   3349.66 0 
  3333.58 2.3661e-14   3357.38 0 
  3341.27 2.2136e-14   3365.12 0 
  3348.97 2.3832e-14   3372.87 0 
  3356.69 2.2920e-14   3380.65 0 
  3364.43 2.0430e-14   3388.44 0 
  3372.18 2.0670e-14   3396.25 0 
  3379.96 2.2772e-14   3404.08 0 
  3387.75 2.2933e-14   3411.93 0 
  3395.56 2.2569e-14   3419.79 0 
  3403.39 2.3528e-14   3427.68 0 
  3411.23 2.1860e-14   3435.58 0 
  3419.09 2.2683e-14   3443.50 0 
  3426.98 2.3268e-14   3451.44 0 
  3434.88 2.4145e-14   3459.39 0 
  3442.79 2.2693e-14   3467.37 0 
  3450.73 2.3118e-14   3475.36 0 
  3458.69 2.2647e-14   3483.37 0 
  3466.66 2.2598e-14   3491.40 0 
  3474.65 2.3558e-14   3499.45 0 
  3482.66 2.2814e-14   3507.52 0 
  3490.69 2.3948e-14   3515.60 0 
  3498.73 2.2301e-14   3523.71 0 
  3506.80 2.3517e-14   3531.83 0 
  3514.88 2.2514e-14   3539.97 0 
  3522.99 2.3742e-14   3548.13 0 
  3531.11 2.2939e-14   3556.31 0 
  3539.25 2.3968e-14   3564.51 0 
  3547.41 2.4757e-14   3572.73 0 
  3555.58 2.4591e-14   3580.96 0 
  3563.78 2.3979e-14   3589.22 0 
  3572.00 2.2485e-14   3597.49 0 
  3580.23 2.2334e-14   3605.79 0 
  3588.48 2.0419e-14   3614.10 0 
  3596.76 2.2756e-14   3622.43 0 
  3605.05 2.3887e-14   3630.78 0 
  3613.36 2.2398e-14   3639.15 0 
  3621.69 2.2196e-14   3647.54 0 
  3630.04 2.5489e-14   3655.95 0 
  3638.40 2.3901e-14   3664.37 0 
  3646.79 2.3849e-14   3672.82 0 
  3648.01 2.3105e-14   3674.05 1 
  3650.74 1.3728e-14   3676.80 1 
  3653.47 1.8859e-14   3679.55 1 
  3656.20 2.3834e-14   3682.30 1 
  3658.93 2.9508e-14   3685.05 1 
  3661.66 3.3260e-14   3687.80 1 
  3664.39 3.1261e-14   3690.55 1 
  3667.12 2.5251e-14   3693.30 1 
  3669.85 2.5585e-14   3696.05 1 
  3672.59 2.2038e-14   3698.80 1 
  3675.32 2.7264e-14   3701.55 1 
  3678.05 2.0435e-14   3704.30 1 
  3680.78 1.9290e-14   3707.05 1 
  3683.51 2.4146e-14   3709.80 1 
  3686.24 2.4009e-14   3712.55 1 
  3688.97 2.5699e-14   3715.30 1 
  3691.70 2.2657e-14   3718.05 1 
  3694.43 2.1145e-14   3720.80 1 
  3697.16 2.3732e-14   3723.55 1 
  3699.89 1.5117e-14   3726.30 1 
  3702.62 1.3044e-14   3729.05 1 
  3705.35 2.1831e-14   3731.80 1 
  3708.08 2.5431e-14   3734.55 1 
  3710.81 2.1621e-14   3737.30 1 
  3713.54 2.2099e-14   3740.05 1 
  3716.27 2.5493e-14   3742.80 1 
  3719.00 1.5992e-14   3745.55 1 
  3721.73 2.2216e-14   3748.30 1 
  3724.46 3.6972e-14   3751.05 1 
  3727.20 6.2253e-14   3753.80 1 
  3729.93 7.3162e-14   3756.55 1 
  3732.66 7.0817e-14   3759.30 1 
  3735.39 4.4810e-14   3762.05 1 
  3738.12 2.9386e-14   3764.80 1 
  3740.85 2.6500e-14   3767.55 1 
  3743.58 2.2148e-14   3770.30 1 
  3746.31 2.4872e-14   3773.05 1 
  3749.04 1.9579e-14   3775.80 1 
  3751.77 1.8978e-14   3778.55 1 
  3754.50 3.1750e-14   3781.30 1 
  3757.23 2.2626e-14   3784.05 1 
  3759.96 2.3733e-14   3786.80 1 
  3762.69 2.3529e-14   3789.55 1 
  3765.42 2.9871e-14   3792.30 1 
  3768.15 2.4527e-14   3795.05 1 
  3770.88 2.1052e-14   3797.80 1 
  3773.61 2.3280e-14   3800.55 1 
  3776.34 2.4244e-14   3803.30 1 
  3779.08 2.5024e-14   3806.05 1 
  3781.81 3.3527e-14   3808.80 1 
  3784.54 3.7469e-14   3811.55 1 
  3787.27 2.8704e-14   3814.30 1 
  3790.00 2.9623e-14   3817.05 1 
  3792.73 2.8333e-14   3819.80 1 
  3795.46 2.6624e-14   3822.55 1 
  3798.19 2.3070e-14   3825.30 1 
  3800.92 2.2057e-14   3828.05 1 
  3803.65 2.4708e-14   3830.80 1 
  3806.38 3.1098e-14   3833.55 1 
  3809.11 2.8227e-14   3836.30 1 
  3811.84 3.1320e-14   3839.05 1 
  3814.57 2.9692e-14   3841.80 1 
  3817.30 3.3661e-14   3844.55 1 
  3820.03 2.3845e-14   3847.30 1 
  3822.76 2.5418e-14   3850.05 1 
  3825.49 2.1427e-14   3852.80 1 
  3828.22 3.0460e-14   3855.55 1 
  3830.95 2.1877e-14   3858.30 1 
  3833.69 2.7004e-14   3861.05 1 
  3836.42 2.1262e-14   3863.80 1 
  3839.15 2.4869e-14   3866.55 1 
  3841.88 2.1471e-14   3869.30 1 
  3844.61 2.5733e-14   3872.05 1 
  3847.34 2.9667e-14   3874.80 1 
  3850.07 2.4492e-14   3877.55 1 
  3852.80 2.6005e-14   3880.30 1 
  3855.53 3.2988e-14   3883.05 1 
  3858.26 3.5355e-14   3885.80 1 
  3860.99 3.0261e-14   3888.55 1 
