# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.06 1.9023e-27    103.99 0 
   101.92 3.1790e-27    105.93 0 
   104.05 4.7895e-27    108.14 0 
   105.99 7.3163e-27    110.15 0 
   107.96 1.1358e-26    112.20 0 
   109.97 1.9828e-26    114.29 0 
   114.09 4.0953e-26    118.58 0 
   118.10 7.7856e-26    122.74 0 
   121.13 3.6668e-25    125.89 0 
   125.10 6.3283e-25    130.02 0 
   127.13 7.9853e-25    132.13 0 
   128.01 9.1262e-25    133.05 0 
   131.00 1.2656e-24    136.14 0 
   131.90 1.6043e-24    137.09 0 
   134.05 1.9647e-24    139.32 0 
   136.85 3.0499e-24    142.23 0 
   140.04 4.0671e-24    145.55 0 
   142.97 1.3010e-23    148.59 0 
   146.98 4.1237e-23    152.76 0 
   151.10 5.6272e-23    157.04 0 
   154.97 7.6787e-23    161.06 0 
   158.95 1.0478e-22    165.20 0 
   161.90 1.3040e-22    168.27 0 
   166.06 1.7510e-22    172.58 0 
   169.93 2.2714e-22    176.60 0 
   173.08 2.7688e-22    179.89 0 
   177.12 3.5342e-22    184.08 0 
   179.99 4.2198e-22    187.07 0 
   182.08 4.7347e-22    189.23 0 
   185.89 5.9332e-22    193.20 0 
   191.10 7.7676e-22    198.61 0 
   194.20 9.1472e-22    201.84 0 
   197.81 1.1125e-21    205.59 0 
   201.96 1.3561e-21    209.89 0 
   204.77 1.5642e-21    212.81 0 
   210.02 1.8762e-21    218.27 0 
   215.90 2.5427e-21    224.39 0 
   219.92 3.0150e-21    228.56 0 
   222.98 3.3674e-21    231.74 0 
   227.12 3.9746e-21    236.05 0 
   229.75 6.7033e-21    238.78 0 
   234.02 1.1920e-20    243.22 0 
   240.03 1.7390e-20    249.46 0 
