# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.09 8.9066e-23    100.46 0 
   101.95 1.3481e-22    102.33 0 
   104.08 1.8566e-22    104.47 0 
   106.02 2.5925e-22    106.41 0 
   107.99 3.6788e-22    108.39 0 
   110.00 5.8172e-22    110.41 0 
   114.13 1.0226e-21    114.55 0 
   117.87 1.6777e-21    118.30 0 
   120.89 7.0911e-21    121.34 0 
   125.14 1.0561e-20    125.60 0 
   126.88 1.2466e-20    127.35 0 
   128.05 1.3763e-20    128.53 0 
   131.03 1.7247e-20    131.52 0 
   131.94 2.1218e-20    132.43 0 
   134.09 2.4418e-20    134.59 0 
   136.89 3.4651e-20    137.40 0 
   140.08 4.2142e-20    140.60 0 
   143.02 1.3388e-19    143.55 0 
   147.02 3.9968e-19    147.57 0 
   151.14 4.8497e-19    151.71 0 
   155.02 5.9117e-19    155.60 0 
   159.00 7.2063e-19    159.59 0 
   161.95 8.2739e-19    162.55 0 
   166.11 1.0063e-18    166.72 0 
   169.98 1.1877e-18    170.61 0 
   173.14 1.3512e-18    173.78 0 
   177.17 1.5802e-18    177.83 0 
   180.05 1.7689e-18    180.72 0 
   182.13 1.9086e-18    182.81 0 
   185.95 2.2015e-18    186.64 0 
   191.16 2.6164e-18    191.87 0 
   193.81 2.9155e-18    194.54 0 
   197.87 3.3015e-18    198.61 0 
   202.02 3.7559e-18    202.77 0 
   204.83 4.1182e-18    205.59 0 
   210.08 4.5469e-18    210.86 0 
   215.97 5.6197e-18    216.77 0 
   219.98 6.2909e-18    220.80 0 
   223.04 6.7253e-18    223.87 0 
   227.19 7.5112e-18    228.03 0 
   229.82 1.2042e-17    230.67 0 
   234.09 2.1513e-17    234.96 0 
   240.10 2.8623e-17    240.99 0 
   246.26 2.9357e-17    247.17 0 
   251.99 3.3474e-17    252.93 0 
   257.27 3.0110e-17    258.23 0 
   260.25 3.5786e-17    261.22 0 
   263.87 3.9148e-17    264.85 0 
   268.77 4.1277e-17    269.77 0 
   273.77 4.3322e-17    274.79 0 
   278.86 4.5469e-17    279.90 0 
   284.04 4.7611e-17    285.10 0 
   289.99 4.7831e-17    291.07 0 
   296.06 5.1370e-17    297.17 0 
   300.88 5.3053e-17    302.00 0 
   307.88 5.6586e-17    309.03 0 
   317.97 6.2189e-17    319.15 0 
   327.63 6.6330e-17    328.85 0 
   338.37 7.0099e-17    339.63 0 
   347.85 7.3572e-17    349.14 0 
   356.77 7.6862e-17    358.10 0 
   365.92 8.0484e-17    367.28 0 
   375.31 8.3313e-17    376.70 0 
   384.93 8.3697e-17    386.37 0 
   394.81 8.9271e-17    396.28 0 
   404.94 9.2835e-17    406.44 0 
   414.37 9.4997e-17    415.91 0 
   422.07 9.6097e-17    423.64 0 
   429.92 9.7659e-17    431.52 0 
   440.95 1.0063e-16    442.59 0 
   451.22 1.0179e-16    452.90 0 
   459.61 1.0273e-16    461.32 0 
   470.31 1.0440e-16    472.06 0 
   480.16 1.0659e-16    481.95 0 
   490.21 1.0610e-16    492.04 0 
   500.48 1.0882e-16    502.34 0 
