# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.02 2.3226e-22    100.46 0 
   102.12 2.9784e-22    102.57 0 
   104.01 3.4832e-22    104.47 0 
   105.95 4.2362e-22    106.41 0 
   107.92 5.2117e-22    108.39 0 
   109.92 8.1093e-22    110.41 0 
   114.05 1.1376e-21    114.55 0 
   118.06 1.5031e-21    118.58 0 
   121.09 4.4155e-21    121.62 0 
   125.05 5.8746e-21    125.60 0 
   127.08 6.7140e-21    127.64 0 
   127.97 7.2108e-21    128.53 0 
   130.95 8.6294e-21    131.52 0 
   131.85 9.8397e-21    132.43 0 
   134.00 1.1015e-20    134.59 0 
   137.12 1.4028e-20    137.72 0 
   139.99 1.6595e-20    140.60 0 
   142.92 2.8641e-20    143.55 0 
   146.92 4.8751e-20    147.57 0 
   151.04 5.9290e-20    151.71 0 
   154.91 7.2108e-20    155.60 0 
   158.89 8.7093e-20    159.59 0 
   161.84 9.9996e-20    162.55 0 
   165.99 1.1967e-19    166.72 0 
   169.86 1.4157e-19    170.61 0 
   173.02 1.5995e-19    173.78 0 
   177.05 1.8706e-19    177.83 0 
   179.93 2.0940e-19    180.72 0 
   182.01 2.2645e-19    182.81 0 
   185.82 2.6120e-19    186.64 0 
   191.03 3.0973e-19    191.87 0 
   194.13 3.4354e-19    194.98 0 
   198.20 3.9082e-19    199.07 0 
   201.88 4.4359e-19    202.77 0 
   205.16 4.8527e-19    206.06 0 
   209.94 5.4573e-19    210.86 0 
   215.82 6.6371e-19    216.77 0 
   219.83 7.4128e-19    220.80 0 
   222.89 7.9612e-19    223.87 0 
   227.04 8.8508e-19    228.03 0 
   230.19 1.3740e-18    231.21 0 
   233.93 2.4154e-18    234.96 0 
   239.93 3.2358e-18    240.99 0 
   246.09 3.3805e-18    247.17 0 
   251.82 3.7930e-18    252.93 0 
   257.09 3.3650e-18    258.23 0 
   260.07 4.0549e-18    261.22 0 
   264.30 4.4155e-18    265.46 0 
   269.21 4.6557e-18    270.40 0 
   274.22 4.8863e-18    275.42 0 
   279.31 5.1166e-18    280.54 0 
   283.85 5.3577e-18    285.10 0 
   289.80 5.4198e-18    291.07 0 
   295.86 5.8074e-18    297.17 0 
   300.67 5.8611e-18    302.00 0 
   307.68 6.2803e-18    309.03 0 
   317.76 6.9021e-18    319.15 0 
   328.17 7.3448e-18    329.61 0 
   338.14 7.7265e-18    339.63 0 
   347.61 8.1093e-18    349.14 0 
   357.35 8.4719e-18    358.92 0 
   365.67 8.8712e-18    367.28 0 
   375.05 9.1829e-18    376.70 0 
   384.67 9.2253e-18    386.37 0 
   395.45 9.7945e-18    397.19 0 
   404.66 1.0162e-17    406.44 0 
   414.09 1.0399e-17    415.91 0 
   421.79 1.0543e-17    423.64 0 
   429.63 1.0666e-17    431.52 0 
   440.65 1.0990e-17    442.59 0 
   450.91 1.1142e-17    452.90 0 
   460.36 1.1246e-17    462.38 0 
   470.00 1.1402e-17    472.06 0 
   479.84 1.1614e-17    481.95 0 
   489.88 1.1614e-17    492.04 0 
   500.14 1.1857e-17    502.34 0 
   505.93 1.2133e-17    508.16 0 
   511.79 1.4125e-17    514.04 0 
   520.11 1.4223e-17    522.40 0 
   529.78 1.4321e-17    532.11 0 
   539.63 1.4092e-17    542.00 0 
   549.66 1.4996e-17    552.08 0 
   559.88 1.5995e-17    562.34 0 
   570.29 1.6710e-17    572.80 0 
   579.55 1.6519e-17    582.10 0 
   590.33 1.7538e-17    592.93 0 
   599.92 1.7498e-17    602.56 0 
   609.67 1.7741e-17    612.35 0 
   619.57 1.9906e-17    622.30 0 
   629.64 2.0464e-17    632.41 0 
   639.87 2.0940e-17    642.69 0 
   650.27 2.2028e-17    653.13 0 
   657.80 2.2490e-17    660.69 0 
   665.42 2.3495e-17    668.34 0 
   674.67 2.4043e-17    677.64 0 
   685.64 2.3767e-17    688.65 0 
   695.17 2.7101e-17    698.23 0 
   704.84 2.6181e-17    707.95 0 
   716.30 2.9853e-17    719.45 0 
   726.26 3.0760e-17    729.46 0 
   734.67 3.1767e-17    737.90 0 
   744.89 3.4039e-17    748.17 0 
   755.25 3.5562e-17    758.58 0 
   765.76 3.6474e-17    769.13 0 
   774.63 3.9535e-17    778.04 0 
   785.40 4.1781e-17    788.86 0 
   794.50 4.3549e-17    797.99 0 
   805.55 4.5392e-17    809.10 0 
   814.88 4.6987e-17    818.46 0 
   824.32 5.0464e-17    827.94 0 
   835.78 4.5288e-17    839.46 0 
   845.46 5.3701e-17    849.18 0 
   855.25 5.5716e-17    859.01 0 
   865.15 5.9427e-17    868.96 0 
   875.17 6.3093e-17    879.02 0 
   885.31 6.7295e-17    889.20 0 
   895.56 7.0792e-17    899.50 0 
   905.93 7.2274e-17    909.91 0 
   914.31 1.0280e-16    918.33 0 
   924.90 5.8611e-16    928.97 0 
   935.61 1.2734e-15    939.72 0 
   944.26 2.4773e-15    948.42 0 
   955.20 3.4354e-15    959.40 0 
   964.04 4.1589e-15    968.28 0 
   975.20 8.9121e-16    979.49 0 
   984.22 4.2362e-15    988.55 0 
   995.62 4.2362e-15   1000.00 0 
  1004.83 5.4825e-15   1009.25 0 
  1014.13 5.0232e-15   1018.59 0 
  1025.87 2.0511e-15   1030.39 0 
  1035.36 3.8458e-15   1039.92 0 
  1044.94 6.7761e-15   1049.54 0 
  1054.61 6.7605e-15   1059.25 0 
  1064.37 5.7542e-15   1069.05 0 
  1074.22 6.6219e-15   1078.95 0 
  1084.16 5.6102e-15   1088.93 0 
  1094.19 6.8862e-15   1099.01 0 
  1104.32 6.6678e-15   1109.18 0 
  1114.53 6.5763e-15   1119.44 0 
  1124.85 6.0671e-15   1129.80 0 
  1135.25 7.1776e-15   1140.25 0 
  1145.76 6.6371e-15   1150.80 0 
  1153.70 6.9340e-15   1158.78 0 
  1164.38 7.1942e-15   1169.50 0 
  1175.15 5.4573e-15   1180.32 0 
  1186.02 6.9340e-15   1191.24 0 
  1194.24 5.2117e-15   1199.50 0 
  1205.29 4.0085e-15   1210.60 0 
  1213.65 2.1927e-15   1218.99 0 
  1224.88 4.6879e-15   1230.27 0 
  1236.21 6.7761e-15   1241.65 0 
  1244.78 7.4814e-15   1250.26 0 
  1256.30 7.3618e-15   1261.83 0 
  1265.01 6.5612e-15   1270.57 0 
  1273.78 7.9796e-15   1279.38 0 
  1285.56 8.2791e-15   1291.22 0 
  1294.47 7.1118e-15   1300.17 0 
  1306.45 7.0466e-15   1312.20 0 
  1315.51 8.2600e-15   1321.30 0 
  1324.63 7.9980e-15   1330.45 0 
  1333.81 7.3957e-15   1339.68 0 
  1346.15 8.2981e-15   1352.07 0 
