# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   101.99 3.7163e-23    102.33 0 
   103.89 4.8430e-23    104.23 0 
   106.06 6.4434e-23    106.41 0 
   108.03 8.7521e-23    108.39 0 
   110.04 1.3681e-22    110.41 0 
   113.91 2.2086e-22    114.29 0 
   117.91 3.3351e-22    118.30 0 
   120.94 1.4326e-21    121.34 0 
   124.90 1.9958e-21    125.31 0 
   126.93 2.2862e-21    127.35 0 
   128.10 2.4838e-21    128.53 0 
   131.09 2.9724e-21    131.52 0 
   132.00 3.6067e-21    132.43 0 
   134.14 4.0282e-21    134.59 0 
   136.95 5.5222e-21    137.40 0 
   140.14 6.4731e-21    140.60 0 
   143.08 1.8583e-20    143.55 0 
   147.08 4.3763e-20    147.57 0 
   150.86 5.2013e-20    151.36 0 
   155.08 6.1818e-20    155.60 0 
   159.06 7.3301e-20    159.59 0 
   162.02 8.2435e-20    162.55 0 
   166.17 9.7076e-20    166.72 0 
   170.05 1.1197e-19    170.61 0 
   172.81 1.2506e-19    173.38 0 
   176.83 1.4326e-19    177.42 0 
   180.12 1.5780e-19    180.72 0 
   182.21 1.6831e-19    182.81 0 
   186.02 1.9060e-19    186.64 0 
   190.79 2.2086e-19    191.43 0 
   193.89 2.4272e-19    194.54 0 
   197.95 2.7047e-19    198.61 0 
   202.10 3.0207e-19    202.77 0 
   204.91 3.2667e-19    205.59 0 
   210.17 3.5490e-19    210.86 0 
   216.05 4.2669e-19    216.77 0 
   220.07 4.7002e-19    220.80 0 
   223.13 4.9672e-19    223.87 0 
   226.76 5.4716e-19    227.51 0 
   229.91 8.0744e-19    230.67 0 
   234.19 1.3035e-18    234.96 0 
   240.19 1.7263e-18    240.99 0 
   245.79 1.7463e-18    246.60 0 
   252.09 1.9775e-18    252.93 0 
   256.78 1.7584e-18    257.63 0 
   259.75 2.0947e-18    260.62 0 
   263.98 2.2862e-18    264.85 0 
   268.88 2.3995e-18    269.77 0 
   273.88 2.4952e-18    274.79 0 
   278.97 2.5948e-18    279.90 0 
   284.16 2.7171e-18    285.10 0 
   290.11 2.7234e-18    291.07 0 
   296.19 2.8848e-18    297.17 0 
   301.00 2.9182e-18    302.00 0 
   308.01 3.1125e-18    309.03 0 
   318.10 3.3815e-18    319.15 0 
   327.77 3.5819e-18    328.85 0 
   337.73 3.7421e-18    338.84 0 
   347.99 3.8825e-18    349.14 0 
   356.91 4.0749e-18    358.10 0 
   366.07 4.3362e-18    367.28 0 
   374.60 4.4577e-18    375.84 0 
   385.09 4.4270e-18    386.37 0 
   394.97 4.8096e-18    396.28 0 
   405.10 5.0829e-18    406.44 0 
   413.58 5.2013e-18    414.95 0 
   422.24 5.2494e-18    423.64 0 
   430.09 5.3347e-18    431.52 0 
   441.13 5.6378e-18    442.59 0 
   451.40 5.7958e-18    452.90 0 
   459.79 5.8764e-18    461.32 0 
   470.50 6.1534e-18    472.06 0 
   480.36 6.5631e-18    481.95 0 
   490.42 6.7782e-18    492.04 0 
   499.53 7.4150e-18    501.19 0 
   506.48 1.3186e-17    508.16 0 
   512.35 6.1251e-17    514.04 0 
   519.47 6.6239e-17    521.19 0 
   530.35 7.2462e-17    532.11 0 
   540.21 7.0650e-17    542.00 0 
   550.26 1.1379e-16    552.08 0 
   560.48 1.4260e-16    562.34 0 
   569.59 1.6831e-16    571.48 0 
   580.18 1.6148e-16    582.10 0 
   589.61 2.1336e-16    591.56 0 
