# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.10 5.0132e-18    100.23 0 
   101.96 6.2822e-18    102.09 0 
   104.10 7.1963e-18    104.23 0 
   106.03 8.4550e-18    106.17 0 
   108.01 1.0142e-17    108.14 0 
   110.01 1.3935e-17    110.15 0 
   113.88 1.8035e-17    114.02 0 
   117.88 2.2137e-17    118.03 0 
   120.91 7.3301e-17    121.06 0 
   124.87 8.5332e-17    125.03 0 
   126.90 8.9766e-17    127.06 0 
   128.07 9.3565e-17    128.23 0 
   131.05 9.9796e-17    131.22 0 
   131.96 1.1511e-16    132.13 0 
   134.11 1.1943e-16    134.28 0 
   136.91 1.4392e-16    137.09 0 
   140.10 1.5209e-16    140.28 0 
   143.04 3.7593e-16    143.22 0 
   147.04 8.4355e-16    147.23 0 
   151.16 8.7119e-16    151.36 0 
   155.04 9.1224e-16    155.24 0 
   159.02 9.5744e-16    159.22 0 
   161.98 9.8881e-16    162.18 0 
   166.13 1.0450e-15    166.34 0 
   170.00 1.0817e-15    170.22 0 
   173.16 1.1171e-15    173.38 0 
   177.19 1.1564e-15    177.42 0 
   180.07 1.1833e-15    180.30 0 
   182.16 1.2053e-15    182.39 0 
   185.97 1.2448e-15    186.21 0 
   191.18 1.2916e-15    191.43 0 
   193.84 1.3308e-15    194.09 0 
   197.90 1.3649e-15    198.15 0 
   202.05 1.4064e-15    202.30 0 
   204.86 1.4359e-15    205.12 0 
   210.11 1.4194e-15    210.38 0 
   216.00 1.5315e-15    216.27 0 
   220.01 1.5744e-15    220.29 0 
   223.07 1.5853e-15    223.36 0 
   227.22 1.6335e-15    227.51 0 
   229.85 2.4497e-15    230.14 0 
   234.13 4.0375e-15    234.42 0 
   240.13 4.8541e-15    240.44 0 
   245.72 4.4886e-15    246.04 0 
   252.03 4.6357e-15    252.35 0 
   256.71 3.8292e-15    257.04 0 
   260.28 4.3562e-15    260.62 0 
   263.91 4.4990e-15    264.24 0 
   268.81 4.4067e-15    269.15 0 
   273.81 4.2965e-15    274.16 0 
   278.90 4.1987e-15    279.25 0 
   284.09 4.1220e-15    284.45 0 
   290.03 3.8381e-15    290.40 0 
   296.11 3.8116e-15    296.48 0 
   300.92 3.6822e-15    301.30 0 
   307.93 3.6234e-15    308.32 0 
   318.02 3.5490e-15    318.42 0 
