# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.03 8.9369e-22    100.23 0 
   101.89 1.1355e-21    102.09 0 
   104.03 1.3280e-21    104.23 0 
   105.96 1.6039e-21    106.17 0 
   107.93 1.9597e-21    108.14 0 
   109.94 2.9867e-21    110.15 0 
   114.06 4.1513e-21    114.29 0 
   118.07 5.4348e-21    118.30 0 
   121.10 1.4797e-20    121.34 0 
   125.07 1.9507e-20    125.31 0 
   127.10 2.2191e-20    127.35 0 
   127.98 2.3724e-20    128.23 0 
   130.96 2.8196e-20    131.22 0 
   131.87 3.1856e-20    132.13 0 
   134.01 3.5578e-20    134.28 0 
   137.13 4.4585e-20    137.40 0 
   140.00 5.2382e-20    140.28 0 
   142.94 8.2830e-20    143.22 0 
   146.94 1.2365e-19    147.23 0 
   151.06 1.5003e-19    151.36 0 
   154.93 1.8163e-19    155.24 0 
   158.91 2.1786e-19    159.22 0 
   161.86 2.4899e-19    162.18 0 
   166.01 2.9593e-19    166.34 0 
   169.88 3.4768e-19    170.22 0 
   173.04 3.9191e-19    173.38 0 
   177.07 4.5518e-19    177.42 0 
   179.95 5.0838e-19    180.30 0 
   182.03 5.4725e-19    182.39 0 
   185.84 6.2977e-19    186.21 0 
   191.05 7.4163e-19    191.43 0 
   194.15 8.1881e-19    194.54 0 
   198.22 9.2723e-19    198.61 0 
   201.90 1.0452e-18    202.30 0 
   205.18 1.1407e-18    205.59 0 
   209.96 1.2829e-18    210.38 0 
   215.85 1.5424e-18    216.27 0 
   219.86 1.7107e-18    220.29 0 
   222.92 1.8331e-18    223.36 0 
   227.06 2.0285e-18    227.51 0 
   230.22 3.5009e-18    230.67 0 
   233.96 5.7701e-18    234.42 0 
   239.96 7.4334e-18    240.44 0 
   246.12 7.7658e-18    246.60 0 
   251.85 8.5543e-18    252.35 0 
   257.12 7.6946e-18    257.63 0 
   260.10 9.0612e-18    260.62 0 
   263.72 9.7316e-18    264.24 0 
   269.24 1.0190e-17    269.77 0 
   274.25 1.0646e-17    274.79 0 
   278.70 1.1045e-17    279.25 0 
   283.89 1.1513e-17    284.45 0 
   289.83 1.1593e-17    290.40 0 
   295.90 1.2336e-17    296.48 0 
   300.71 1.2365e-17    301.30 0 
   307.71 1.3128e-17    308.32 0 
   317.79 1.4197e-17    318.42 0 
   328.20 1.4934e-17    328.85 0 
   338.18 1.5602e-17    338.84 0 
   347.65 1.6188e-17    348.34 0 
   357.39 1.6757e-17    358.10 0 
   365.72 1.7345e-17    366.44 0 
   375.10 1.7790e-17    375.84 0 
   384.72 1.7831e-17    385.48 0 
   394.59 1.8672e-17    395.37 0 
   404.71 1.9151e-17    405.51 0 
   414.14 1.9462e-17    414.95 0 
   421.84 1.9687e-17    422.67 0 
   429.68 1.9824e-17    430.53 0 
   440.70 2.0239e-17    441.57 0 
   450.97 2.0473e-17    451.86 0 
   460.41 2.0615e-17    461.32 0 
   470.05 2.0854e-17    470.98 0 
   479.89 2.1095e-17    480.84 0 
   489.94 2.1193e-17    490.91 0 
   500.20 2.1537e-17    501.19 0 
   505.99 2.4614e-17    506.99 0 
   511.85 3.8035e-17    512.86 0 
   520.17 3.8211e-17    521.19 0 
   529.84 3.8653e-17    530.88 0 
   539.69 3.7513e-17    540.75 0 
   549.72 4.2578e-17    550.81 0 
   559.94 4.7444e-17    561.05 0 
   570.35 5.0488e-17    571.48 0 
   579.62 4.9338e-17    580.76 0 
   590.40 5.4223e-17    591.56 0 
   599.99 5.4223e-17    601.17 0 
   609.74 5.8774e-17    610.94 0 
   619.65 6.5946e-17    620.87 0 
   629.71 6.8736e-17    630.96 0 
   639.95 7.0499e-17    641.21 0 
   650.34 7.5368e-17    651.63 0 
   657.87 7.7479e-17    659.17 0 
   665.49 8.1693e-17    666.81 0 
   674.75 8.4564e-17    676.08 0 
   685.71 8.3404e-17    687.07 0 
   695.25 9.6869e-17    696.63 0 
   704.93 9.3151e-17    706.32 0 
   716.38 1.0819e-16    717.79 0 
   726.35 1.1173e-16    727.78 0 
   734.76 1.1593e-16    736.21 0 
   744.98 1.2393e-16    746.45 0 
   755.34 1.2947e-16    756.83 0 
   765.85 1.3464e-16    767.36 0 
   774.72 1.4361e-16    776.25 0 
   785.49 1.5282e-16    787.05 0 
   794.59 1.5856e-16    796.16 0 
   805.64 1.6413e-16    807.24 0 
   814.97 1.6951e-16    816.58 0 
   824.41 1.8121e-16    826.04 0 
   835.88 1.6527e-16    837.53 0 
   845.56 1.9195e-16    847.23 0 
   855.35 1.9915e-16    857.04 0 
   865.25 2.1047e-16    866.96 0 
   875.27 2.2140e-16    877.00 0 
   885.41 2.3398e-16    887.16 0 
   895.66 2.4445e-16    897.43 0 
   906.03 2.4957e-16    907.82 0 
   914.41 3.5990e-16    916.22 0 
   925.00 2.0426e-15    926.83 0 
   935.71 4.2873e-15    937.56 0 
   944.37 8.4175e-15    946.24 0 
   955.31 1.1513e-14    957.19 0 
   964.15 1.4197e-14    966.05 0 
   975.31 3.8035e-15    977.24 0 
   984.34 1.5747e-14    986.28 0 
   995.73 1.5674e-14    997.70 0 
  1004.95 1.8801e-14   1006.93 0 
  1014.25 1.6489e-14   1016.25 0 
  1025.99 6.5492e-15   1028.02 0 
  1035.48 1.3280e-14   1037.53 0 
  1045.06 2.1988e-14   1047.13 0 
  1054.73 2.2294e-14   1056.82 0 
  1064.49 1.9687e-14   1066.60 0 
  1074.34 2.2089e-14   1076.47 0 
  1084.28 1.9507e-14   1086.43 0 
  1094.32 2.2656e-14   1096.48 0 
  1104.44 2.2039e-14   1106.62 0 
  1114.66 2.1937e-14   1116.86 0 
  1124.98 2.0473e-14   1127.20 0 
  1135.38 2.3024e-14   1137.63 0 
  1145.89 2.1438e-14   1148.15 0 
  1153.83 2.2140e-14   1156.11 0 
  1164.51 2.2761e-14   1166.81 0 
  1175.29 1.8205e-14   1177.61 0 
  1186.16 2.1537e-14   1188.50 0 
  1194.38 1.6912e-14   1196.74 0 
  1205.43 1.3188e-14   1207.81 0 
  1213.79 6.4148e-15   1216.19 0 
  1225.02 1.4164e-14   1227.44 0 
  1236.35 2.0007e-14   1238.80 0 
  1244.92 2.2039e-14   1247.38 0 
  1256.44 2.2039e-14   1258.93 0 
  1265.15 2.0146e-14   1267.65 0 
  1273.92 2.3561e-14   1276.44 0 
  1285.71 2.4389e-14   1288.25 0 
  1294.62 2.1988e-14   1297.18 0 
  1303.60 2.1636e-14   1306.17 0 
  1315.66 2.4501e-14   1318.26 0 
  1324.78 2.3943e-14   1327.39 0 
  1333.96 2.2708e-14   1336.60 0 
  1346.30 2.4671e-14   1348.96 0 
  1355.64 2.4221e-14   1358.31 0 
  1365.03 2.2918e-14   1367.73 0 
  1374.49 2.3506e-14   1377.21 0 
  1384.02 2.3779e-14   1386.76 0 
  1393.62 2.2039e-14   1396.37 0 
  1406.51 2.2552e-14   1409.29 0 
  1416.26 2.2971e-14   1419.06 0 
  1426.08 2.2971e-14   1428.89 0 
  1435.96 2.2866e-14   1438.80 0 
  1442.59 2.3669e-14   1445.44 0 
  1445.92 2.3833e-14   1448.77 0 
  1455.94 2.3561e-14   1458.81 0 
  1466.03 2.2552e-14   1468.93 0 
  1476.19 2.2397e-14   1479.11 0 
  1486.43 2.2448e-14   1489.36 0 
  1493.29 2.2604e-14   1496.24 0 
  1503.64 2.2089e-14   1506.61 0 
  1510.58 2.0806e-14   1513.56 0 
  1517.55 2.1537e-14   1520.55 0 
  1524.56 2.1095e-14   1527.57 0 
  1535.12 1.9552e-14   1538.15 0 
  1545.76 2.0663e-14   1548.82 0 
  1556.48 1.9778e-14   1559.55 0 
  1563.66 1.9778e-14   1566.75 0 
  1574.50 2.0758e-14   1577.61 0 
  1585.42 2.1242e-14   1588.55 0 
  1596.41 2.1736e-14   1599.56 0 
  1603.77 2.0998e-14   1606.94 0 
  1614.89 2.0902e-14   1618.08 0 
  1626.08 2.0192e-14   1629.30 0 
  1633.59 2.0902e-14   1636.82 0 
  1644.91 2.1095e-14   1648.16 0 
  1656.32 1.9687e-14   1659.59 0 
  1663.96 2.1290e-14   1667.25 0 
  1671.64 1.9552e-14   1674.94 0 
  1675.49 2.1242e-14   1678.80 0 
