# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.04 5.6746e-25    101.62 0 
   101.90 8.6087e-25    103.51 0 
   104.04 1.1774e-24    105.68 0 
   105.97 1.6441e-24    107.65 0 
   107.94 2.3385e-24    109.65 0 
   109.95 3.8013e-24    111.69 0 
   114.07 6.6825e-24    115.88 0 
   118.08 1.0913e-23    119.95 0 
   121.11 4.8299e-23    123.03 0 
   125.08 7.2767e-23    127.06 0 
   127.11 8.6285e-23    129.12 0 
   127.99 9.5486e-23    130.02 0 
   130.98 1.2104e-22    133.05 0 
   131.88 1.4891e-22    133.97 0 
   134.03 1.7177e-22    136.14 0 
   137.15 2.4828e-22    139.32 0 
   140.02 3.0827e-22    142.23 0 
   142.95 8.8092e-22    145.21 0 
   146.96 2.2230e-21    149.28 0 
   151.07 2.7921e-21    153.46 0 
   154.95 3.5640e-21    157.40 0 
   158.92 4.5283e-21    161.44 0 
   161.88 5.3695e-21    164.44 0 
   166.03 6.7911e-21    168.66 0 
   169.90 8.4321e-21    172.58 0 
   173.06 9.6591e-21    175.79 0 
   177.09 1.2386e-20    179.89 0 
   179.97 1.4519e-20    182.81 0 
   182.05 1.6141e-20    184.93 0 
   185.86 1.9950e-20    188.80 0 
   191.07 2.5938e-20    194.09 0 
   194.17 3.0475e-20    197.24 0 
   197.78 3.7320e-20    200.91 0 
   201.92 4.5913e-20    205.12 0 
   205.21 5.3449e-20    208.45 0 
   209.99 6.6060e-20    213.30 0 
   215.87 9.1609e-20    219.28 0 
   219.88 1.1141e-19    223.36 0 
   222.94 1.2675e-19    226.46 0 
   227.08 1.5450e-19    230.67 0 
   230.24 2.2853e-19    233.88 0 
   233.99 4.0173e-19    237.68 0 
   239.99 5.8471e-19    243.78 0 
   246.14 6.9653e-19    250.03 0 
   251.88 9.2883e-19    255.86 0 
   257.15 1.0279e-18    261.22 0 
   260.13 1.2358e-18    264.24 0 
   263.75 1.8447e-18    267.92 0 
   269.27 2.2853e-18    273.53 0 
   274.28 2.7857e-18    278.61 0 
   278.73 2.8506e-18    283.14 0 
   283.92 4.0545e-18    288.40 0 
   289.86 5.1397e-18    294.44 0 
   295.93 5.6877e-18    300.61 0 
   300.74 5.9284e-18    305.49 0 
   307.74 7.8875e-18    312.61 0 
   317.83 1.0374e-17    322.85 0 
   328.24 1.3962e-17    333.43 0 
   338.21 1.6786e-17    343.56 0 
   347.69 1.9996e-17    353.18 0 
   356.61 3.2729e-17    362.24 0 
   365.75 5.9558e-17    371.54 0 
   375.14 6.9974e-17    381.07 0 
   384.76 6.6825e-17    390.84 0 
   394.63 1.1720e-16    400.87 0 
   404.75 1.7019e-16    411.15 0 
   414.18 1.9451e-16    420.73 0 
   421.88 1.9904e-16    428.55 0 
   429.72 2.1327e-16    436.52 0 
   440.75 2.8836e-16    447.71 0 
   451.01 3.3415e-16    458.14 0 
   460.46 3.2956e-16    467.74 0 
   470.10 3.7752e-16    477.53 0 
   479.94 4.7199e-16    487.53 0 
   489.99 4.4765e-16    497.74 0 
   500.25 6.0665e-16    508.16 0 
   506.04 5.5582e-16    514.04 0 
   511.90 9.0144e-16    520.00 0 
   520.22 9.2244e-16    528.45 0 
   529.89 9.3312e-16    538.27 0 
   539.74 8.3548e-16    548.28 0 
   549.78 8.7687e-16    558.47 0 
   560.00 1.2329e-15    568.85 0 
   570.41 1.4755e-15    579.43 0 
   579.68 1.5486e-15    588.84 0 
   590.46 1.6824e-15    599.79 0 
   600.05 1.5203e-15    609.54 0 
   609.80 1.5486e-15    619.44 0 
   619.71 2.0746e-15    629.51 0 
   629.78 2.0603e-15    639.73 0 
   640.01 2.3930e-15    650.13 0 
   650.41 2.4263e-15    660.69 0 
   657.94 2.3224e-15    668.34 0 
   665.56 2.6974e-15    676.08 0 
   674.82 2.9644e-15    685.49 0 
   685.79 2.6726e-15    696.63 0 
   695.33 3.2132e-15    706.32 0 
   705.00 2.7412e-15    716.14 0 
   716.45 3.6053e-15    727.78 0 
   726.42 3.7926e-15    737.90 0 
   734.83 3.9349e-15    746.45 0 
   745.05 3.9531e-15    756.83 0 
   755.42 4.0638e-15    767.36 0 
   764.17 3.7752e-15    776.25 0 
   774.80 4.3445e-15    787.05 0 
   785.58 4.1204e-15    797.99 0 
   794.67 4.5597e-15    807.24 0 
   805.73 4.8188e-15    818.46 0 
   815.06 4.9881e-15    827.94 0 
   824.50 5.1992e-15    837.53 0 
