# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.01 9.6579e-29    105.20 0 
   103.91 1.5120e-28    107.15 0 
   106.08 2.4055e-28    109.40 0 
   108.05 3.8803e-28    111.43 0 
   110.06 7.0717e-28    113.50 0 
   113.93 1.5627e-27    117.49 0 
   117.94 3.1492e-27    121.62 0 
   120.96 1.7048e-26    124.74 0 
   124.92 3.0904e-26    128.82 0 
   126.95 3.9872e-26    130.92 0 
   128.13 4.6075e-26    132.13 0 
   131.11 6.5609e-26    135.21 0 
   132.02 8.4685e-26    136.14 0 
   133.86 1.0532e-25    138.04 0 
   136.98 1.7059e-25    141.25 0 
   139.84 2.3306e-25    144.21 0 
   143.10 7.9969e-25    147.57 0 
   147.11 2.4112e-24    151.71 0 
   150.88 3.4245e-24    155.60 0 
   155.11 4.8292e-24    159.96 0 
   159.09 6.7794e-24    164.06 0 
   162.05 8.5840e-24    167.11 0 
   165.82 1.1804e-23    171.00 0 
   170.08 1.5751e-23    175.39 0 
   172.84 1.9581e-23    178.24 0 
   176.87 2.5654e-23    182.39 0 
   180.15 3.1159e-23    185.78 0 
   181.82 3.5342e-23    187.50 0 
   186.06 4.5245e-23    191.87 0 
   190.83 6.0918e-23    196.79 0 
   193.93 7.2813e-23    199.99 0 
   197.99 9.0471e-23    204.17 0 
   202.14 1.1241e-22    208.45 0 
   204.95 1.3162e-22    211.35 0 
   210.21 1.6121e-22    216.77 0 
   216.10 2.2407e-22    222.84 0 
   220.11 2.7020e-22    226.99 0 
   223.17 3.0560e-22    230.14 0 
   226.80 3.6603e-22    233.88 0 
   229.96 5.6490e-22    237.14 0 
   234.23 9.4672e-22    241.55 0 
   240.24 1.4164e-21    247.74 0 
   245.84 1.5966e-21    253.51 0 
   252.14 2.0281e-21    260.02 0 
   256.83 1.9646e-21    264.85 0 
   259.80 2.4646e-21    267.92 0 
   264.02 2.8709e-21    272.27 0 
   268.93 3.2595e-21    277.33 0 
   273.93 3.6666e-21    282.49 0 
   279.03 4.1056e-21    287.74 0 
   284.21 4.6180e-21    293.09 0 
   290.16 5.0281e-21    299.23 0 
   296.24 5.7854e-21    305.49 0 
   301.05 6.2730e-21    310.46 0 
   308.07 7.2985e-21    317.69 0 
   318.16 8.9215e-21    328.10 0 
   327.83 1.0586e-20    338.06 0 
   337.79 1.2329e-20    348.34 0 
   348.05 1.4161e-20    358.92 0 
   356.98 1.6162e-20    368.13 0 
   366.14 1.8700e-20    377.57 0 
   374.67 2.0811e-20    386.37 0 
   385.16 2.2459e-20    397.19 0 
   395.04 2.6400e-20    407.38 0 
   405.18 3.0113e-20    417.83 0 
   413.66 3.2750e-20    426.58 0 
   422.32 3.4643e-20    435.51 0 
   430.17 3.6998e-20    443.61 0 
   441.21 4.1510e-20    454.99 0 
   451.49 4.4798e-20    465.59 0 
   459.88 4.7066e-20    474.24 0 
   469.51 5.0807e-20    484.17 0 
   480.45 5.5704e-20    495.45 0 
   490.51 5.7678e-20    505.82 0 
   499.63 6.4167e-20    515.23 0 
   506.58 7.0796e-20    522.40 0 
   512.44 1.5063e-19    528.45 0 
   519.57 1.6656e-19    535.80 0 
   530.45 1.8686e-19    547.02 0 
   540.31 1.9171e-19    557.19 0 
   550.36 2.9359e-19    567.54 0 
   560.59 3.7222e-19    578.10 0 
   569.70 4.5610e-19    587.49 0 
   580.29 4.5713e-19    598.41 0 
   589.72 6.2263e-19    608.13 0 
   600.68 7.0327e-19    619.44 0 
   610.44 8.9174e-19    629.51 0 
   620.36 1.0698e-18    639.73 0 
   630.44 1.2398e-18    650.13 0 
   640.69 1.2983e-18    660.69 0 
   649.60 1.5909e-18    669.88 0 
   658.64 1.8149e-18    679.20 0 
   664.73 1.9709e-18    685.49 0 
   675.53 2.0443e-18    696.63 0 
   684.93 2.1315e-18    706.32 0 
   694.46 2.9840e-18    716.14 0 
   705.74 2.9962e-18    727.78 0 
   715.56 3.7378e-18    737.90 0 
   725.51 4.0609e-18    748.17 0 
   735.61 4.3712e-18    758.58 0 
   745.84 5.2426e-18    769.13 0 
   754.48 5.8588e-18    778.04 0 
   764.97 6.4966e-18    788.86 0 
   775.61 7.3541e-18    799.83 0 
   784.59 8.2357e-18    809.10 0 
   795.51 8.8813e-18    820.35 0 
   804.72 9.5850e-18    829.85 0 
   815.91 1.0240e-17    841.40 0 
   825.36 1.1704e-17    851.14 0 
   834.92 9.6022e-18    860.99 0 
   844.59 1.3013e-17    870.96 0 
   854.37 1.3751e-17    881.05 0 
   864.26 1.5321e-17    891.25 0 
   874.27 1.6989e-17    901.57 0 
   884.39 1.9189e-17    912.01 0 
   894.63 2.0792e-17    922.57 0 
   904.99 2.0975e-17    933.25 0 
   915.47 3.6098e-17    944.06 0 
   923.94 2.9559e-16    952.80 0 
   934.64 6.7671e-16    963.83 0 
   945.46 1.3617e-15    974.99 0 
   954.21 2.0521e-15    984.01 0 
   965.26 2.2173e-15    995.41 0 
   974.19 3.1110e-16   1004.62 0 
   985.47 1.7197e-15   1016.25 0 
   994.59 2.0159e-15   1025.65 0 
  1006.11 3.3033e-15   1037.53 0 
  1015.42 3.3182e-15   1047.13 0 
  1024.81 1.4482e-15   1056.82 0 
  1034.30 2.1915e-15   1066.60 0 
  1043.87 4.7493e-15   1076.47 0 
  1055.95 4.7309e-15   1088.93 0 
  1065.72 3.5462e-15   1099.01 0 
  1075.59 4.4623e-15   1109.18 0 
  1085.54 3.3521e-15   1119.44 0 
  1095.58 4.8871e-15   1129.80 0 
  1105.72 4.7617e-15   1140.25 0 
  1115.95 4.5231e-15   1150.80 0 
  1126.28 4.0465e-15   1161.45 0 
  1134.08 5.5629e-15   1169.50 0 
  1144.58 5.0222e-15   1180.32 0 
  1155.17 5.5393e-15   1191.24 0 
  1165.86 5.7674e-15   1202.26 0 
  1173.94 3.8028e-15   1210.60 0 
  1184.80 5.7224e-15   1221.80 0 
  1195.76 3.5729e-15   1233.11 0 
  1204.05 2.3882e-15   1241.65 0 
  1215.19 1.8342e-15   1253.14 0 
  1223.62 3.9670e-15   1261.83 0 
  1234.94 6.4979e-15   1273.50 0 
  1246.36 7.2619e-15   1285.29 0 
  1255.00 6.8546e-15   1294.20 0 
  1263.70 5.7398e-15   1303.17 0 
  1275.40 7.9448e-15   1315.22 0 
  1284.24 8.4907e-15   1324.34 0 
  1296.12 6.2670e-15   1336.60 0 
  1305.10 6.2211e-15   1345.86 0 
  1314.15 8.3494e-15   1355.19 0 
  1326.31 7.9738e-15   1367.73 0 
  1335.50 6.8140e-15   1377.21 0 
  1344.76 8.6918e-15   1386.76 0 
  1354.08 8.4293e-15   1396.37 0 
  1363.47 7.3527e-15   1406.05 0 
  1376.08 7.8938e-15   1419.06 0 
  1385.62 8.0332e-15   1428.89 0 
  1395.23 6.9897e-15   1438.80 0 
  1404.90 7.3115e-15   1448.77 0 
  1414.64 7.4221e-15   1458.81 0 
  1424.44 7.7986e-15   1468.93 0 
  1434.32 7.7354e-15   1479.11 0 
  1440.94 8.2943e-15   1485.94 0 
  1447.59 8.4929e-15   1492.79 0 
  1454.27 8.2097e-15   1499.69 0 
  1464.35 7.4766e-15   1510.08 0 
  1474.50 7.5172e-15   1520.55 0 
  1484.72 7.7513e-15   1531.09 0 
  1495.01 7.9738e-15   1541.70 0 
  1505.38 7.4631e-15   1552.39 0 
  1512.32 6.4875e-15   1559.55 0 
  1515.81 7.1145e-15   1563.15 0 
  1526.32 6.7974e-15   1573.98 0 
  1533.36 5.7870e-15   1581.25 0 
  1543.99 6.6007e-15   1592.21 0 
  1554.69 6.2044e-15   1603.25 0 
  1565.47 6.3062e-15   1614.36 0 
  1576.32 6.7578e-15   1625.55 0 
  1583.60 7.2246e-15   1633.05 0 
  1594.58 7.3755e-15   1644.37 0 
  1605.63 7.2733e-15   1655.77 0 
  1616.76 7.3559e-15   1667.25 0 
  1624.22 6.8953e-15   1674.94 0 
  1635.48 7.4370e-15   1686.55 0 
  1646.82 7.5544e-15   1698.24 0 
  1654.42 6.9350e-15   1706.08 0 
  1665.88 7.6698e-15   1717.91 0 
  1673.57 6.6925e-15   1725.84 0 
  1677.43 7.6292e-15   1729.82 0 
  1685.17 8.0957e-15   1737.80 0 
  1696.86 7.5489e-15   1749.85 0 
  1704.69 7.2046e-15   1757.92 0 
  1716.50 6.7014e-15   1770.11 0 
  1724.43 6.6811e-15   1778.28 0 
  1736.38 7.1834e-15   1790.61 0 
  1744.40 7.0139e-15   1798.87 0 
  1756.49 7.5572e-15   1811.34 0 
  1764.59 6.8539e-15   1819.70 0 
  1776.83 7.0027e-15   1832.31 0 
  1785.03 7.1745e-15   1840.77 0 
  1793.27 7.7320e-15   1849.27 0 
  1805.70 7.7003e-15   1862.09 0 
  1814.03 6.9495e-15   1870.68 0 
  1826.61 7.1627e-15   1883.65 0 
  1835.04 6.8307e-15   1892.34 0 
  1843.51 6.2206e-15   1901.08 0 
  1856.29 6.1494e-15   1914.26 0 
  1864.85 6.3553e-15   1923.09 0 
  1873.46 7.0699e-15   1931.97 0 
  1886.45 6.3721e-15   1945.36 0 
  1895.16 6.0603e-15   1954.34 0 
  1903.90 6.5116e-15   1963.36 0 
  1917.10 6.1577e-15   1976.97 0 
  1925.95 6.0749e-15   1986.10 0 
  1934.84 6.3625e-15   1995.26 0 
  1943.77 6.5267e-15   2004.47 0 
  1957.24 6.0289e-15   2018.37 0 
  1966.28 6.7024e-15   2027.68 0 
  1975.35 6.9214e-15   2037.04 0 
  1984.47 6.4584e-15   2046.45 0 
  1993.63 6.2378e-15   2055.89 0 
  2002.83 6.4848e-15   2065.38 0 
  2016.72 6.1538e-15   2079.70 0 
  2026.03 6.5454e-15   2089.30 0 
  2035.38 6.0631e-15   2098.94 0 
  2044.77 6.3302e-15   2108.63 0 
  2054.21 6.0132e-15   2118.36 0 
  2063.69 6.0223e-15   2128.14 0 
  2073.22 6.4474e-15   2137.96 0 
  2078.00 5.9935e-15   2142.89 0 
  2082.79 6.2657e-15   2147.83 0 
  2097.22 5.8449e-15   2162.72 0 
  2106.90 5.9057e-15   2172.70 0 
  2116.63 5.9391e-15   2182.73 0 
  2126.40 6.0275e-15   2192.81 0 
  2136.21 5.5528e-15   2202.93 0 
  2146.08 5.6474e-15   2213.09 0 
  2155.98 5.8768e-15   2223.31 0 
  2165.93 5.6806e-15   2233.57 0 
  2175.93 5.5925e-15   2243.88 0 
  2185.97 5.4047e-15   2254.24 0 
  2196.06 5.6610e-15   2264.64 0 
  2206.20 5.4824e-15   2275.10 0 
  2216.38 5.2000e-15   2285.60 0 
  2226.61 4.9658e-15   2296.15 0 
  2236.89 5.2582e-15   2306.75 0 
  2247.22 5.0074e-15   2317.39 0 
  2257.59 4.8301e-15   2328.09 0 
  2262.79 5.0018e-15   2333.46 0 
  2273.24 5.1459e-15   2344.23 0 
  2283.73 5.2820e-15   2355.05 0 
  2294.27 5.0135e-15   2365.92 0 
  2304.86 4.9830e-15   2376.84 0 
  2315.50 4.7625e-15   2387.81 0 
  2326.19 3.6490e-15   2398.83 0 
  2336.93 4.4825e-15   2409.91 0 
  2342.31 4.4228e-15   2415.46 0 
  2353.12 4.7211e-15   2426.61 0 
  2363.99 4.4096e-15   2437.81 0 
  2374.90 4.5263e-15   2449.06 0 
  2385.86 4.2766e-15   2460.37 0 
  2396.87 4.5968e-15   2471.72 0 
  2402.40 4.3917e-15   2477.42 0 
  2413.49 4.5184e-15   2488.86 0 
  2424.63 4.7244e-15   2500.35 0 
  2435.82 4.5363e-15   2511.89 0 
  2447.06 4.8202e-15   2523.48 0 
  2452.70 4.7451e-15   2529.30 0 
  2464.02 4.7490e-15   2540.97 0 
  2475.40 4.6022e-15   2552.70 0 
  2486.82 4.8120e-15   2564.48 0 
  2492.56 4.5343e-15   2570.40 0 
  2504.06 4.9760e-15   2582.26 0 
  2515.62 4.5524e-15   2594.18 0 
  2527.23 4.5249e-15   2606.15 0 
  2533.06 4.5793e-15   2612.16 0 
  2544.75 4.4686e-15   2624.22 0 
  2556.49 4.7374e-15   2636.33 0 
  2562.39 4.6852e-15   2642.41 0 
  2574.22 4.9556e-15   2654.61 0 
  2586.10 4.9144e-15   2666.86 0 
  2592.06 4.8940e-15   2673.01 0 
  2604.02 4.7428e-15   2685.34 0 
  2616.04 4.7252e-15   2697.74 0 
  2622.07 4.8821e-15   2703.96 0 
  2634.18 4.9316e-15   2716.44 0 
  2646.34 5.2404e-15   2728.98 0 
  2652.44 5.2427e-15   2735.27 0 
  2664.68 4.8971e-15   2747.89 0 
  2676.98 5.1089e-15   2760.58 0 
  2683.15 5.0527e-15   2766.94 0 
  2695.53 4.9307e-15   2779.71 0 
  2707.98 5.0153e-15   2792.54 0 
  2714.22 4.8696e-15   2798.98 0 
  2726.75 4.9077e-15   2811.90 0 
  2733.03 5.1295e-15   2818.38 0 
  2745.65 4.6181e-15   2831.39 0 
  2751.98 4.6523e-15   2837.92 0 
  2764.68 4.7759e-15   2851.02 0 
  2777.44 4.9826e-15   2864.18 0 
  2783.84 4.9051e-15   2870.78 0 
  2796.69 4.1405e-15   2884.03 0 
  2803.14 4.4386e-15   2890.68 0 
  2816.08 5.0309e-15   2904.02 0 
  2822.57 5.1032e-15   2910.72 0 
