# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.07 1.5474e-21    100.23 0 
   101.93 2.2836e-21    102.09 0 
   104.06 3.0734e-21    104.23 0 
   106.00 4.1938e-21    106.17 0 
   107.97 5.8292e-21    108.14 0 
   109.98 9.0077e-21    110.15 0 
   114.10 1.5192e-20    114.29 0 
   118.11 2.4022e-20    118.30 0 
   120.86 9.8087e-20    121.06 0 
   125.11 1.4145e-19    125.31 0 
   127.15 1.6391e-19    127.35 0 
   128.03 1.7973e-19    128.23 0 
   131.01 2.2010e-19    131.22 0 
   131.92 2.6891e-19    132.13 0 
   134.06 3.0452e-19    134.28 0 
   136.87 4.2229e-19    137.09 0 
   140.06 5.0421e-19    140.28 0 
   142.99 1.5726e-18    143.22 0 
   146.99 4.5985e-18    147.23 0 
   151.11 5.4402e-18    151.36 0 
   154.99 6.4806e-18    155.24 0 
   158.96 7.7022e-18    159.22 0 
   161.92 8.7019e-18    162.18 0 
   166.07 1.0342e-17    166.34 0 
   169.94 1.1984e-17    170.22 0 
   173.10 1.3385e-17    173.38 0 
   177.13 1.5368e-17    177.42 0 
   180.01 1.6967e-17    180.30 0 
   182.10 1.8139e-17    182.39 0 
   185.91 2.0588e-17    186.21 0 
   191.12 2.3967e-17    191.43 0 
   194.22 2.6340e-17    194.54 0 
   197.83 2.9418e-17    198.15 0 
   201.98 3.2932e-17    202.30 0 
   204.79 3.5695e-17    205.12 0 
   210.04 3.8691e-17    210.38 0 
   215.92 4.6840e-17    216.27 0 
   219.94 5.1715e-17    220.29 0 
   223.00 5.4779e-17    223.36 0 
   227.14 6.0341e-17    227.51 0 
   229.77 9.6075e-17    230.14 0 
   234.05 1.7124e-16    234.42 0 
   240.05 2.2367e-16    240.44 0 
   246.21 2.2522e-16    246.60 0 
   251.94 2.5329e-16    252.35 0 
   257.22 2.2522e-16    257.63 0 
   260.20 2.6461e-16    260.62 0 
   263.82 2.8748e-16    264.24 0 
   268.72 2.9896e-16    269.15 0 
   273.72 3.1018e-16    274.16 0 
   278.80 3.2182e-16    279.25 0 
   283.99 3.3390e-16    284.45 0 
   289.93 3.3160e-16    290.40 0 
   296.01 3.5125e-16    296.48 0 
   300.82 3.5943e-16    301.30 0 
   307.82 3.7810e-16    308.32 0 
   317.91 4.0702e-16    318.42 0 
   328.32 4.2817e-16    328.85 0 
   338.30 4.4423e-16    338.84 0 
   347.78 4.5985e-16    348.34 0 
   356.70 4.7273e-16    357.27 0 
   365.85 4.8934e-16    366.44 0 
   375.23 4.9959e-16    375.84 0 
   384.86 4.9615e-16    385.48 0 
   394.73 5.2193e-16    395.37 0 
   404.86 5.3532e-16    405.51 0 
   414.29 5.4152e-16    414.95 0 
   421.99 5.4402e-16    422.67 0 
   429.83 5.4779e-16    430.53 0 
   440.86 5.5669e-16    441.57 0 
   451.13 5.5797e-16    451.86 0 
   459.52 5.6055e-16    460.26 0 
   470.22 5.6313e-16    470.98 0 
   480.06 5.6966e-16    480.84 0 
   490.12 5.6443e-16    490.91 0 
   500.38 5.7360e-16    501.19 0 
   506.17 5.6966e-16    506.99 0 
   512.04 5.9926e-16    512.86 0 
   520.35 6.0202e-16    521.19 0 
   530.03 6.0064e-16    530.88 0 
   539.88 5.8832e-16    540.75 0 
   549.92 5.9650e-16    550.81 0 
   560.14 6.2032e-16    561.05 0 
   570.56 6.4064e-16    571.48 0 
   579.83 6.3623e-16    580.76 0 
   590.61 6.5859e-16    591.56 0 
   600.21 6.4806e-16    601.17 0 
   609.96 6.1040e-16    610.94 0 
   619.87 7.0894e-16    620.87 0 
   629.94 7.1715e-16    630.96 0 
   640.18 7.4578e-16    641.21 0 
   650.58 7.6668e-16    651.63 0 
   658.11 7.6844e-16    659.17 0 
   665.73 8.1398e-16    666.81 0 
   674.99 8.4452e-16    676.08 0 
   684.38 8.1962e-16    685.49 0 
   695.50 9.3028e-16    696.63 0 
   705.18 8.7824e-16    706.32 0 
   716.64 1.0271e-15    717.79 0 
   726.61 1.0730e-15    727.78 0 
   735.02 1.1159e-15    736.21 0 
   745.25 1.1711e-15    746.45 0 
   755.61 1.2263e-15    756.83 0 
   764.36 1.1957e-15    765.60 0 
