# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.09 4.5137e-22    100.69 0 
   101.95 6.6456e-22    102.57 0 
   104.09 8.9029e-22    104.71 0 
   106.02 1.2121e-21    106.66 0 
   107.99 1.6770e-21    108.64 0 
   110.00 2.5854e-21    110.66 0 
   114.13 4.3404e-21    114.82 0 
   117.87 6.8004e-21    118.58 0 
   120.89 2.7831e-20    121.62 0 
   125.14 3.9860e-20    125.89 0 
   126.88 4.6082e-20    127.64 0 
   128.05 5.0412e-20    128.82 0 
   131.04 6.1452e-20    131.83 0 
   131.94 7.5082e-20    132.74 0 
   134.09 8.4827e-20    134.90 0 
   136.90 1.1736e-19    137.72 0 
   140.08 1.3949e-19    140.93 0 
   143.02 4.3305e-19    143.88 0 
   147.02 1.2547e-18    147.91 0 
   151.14 1.4775e-18    152.05 0 
   155.02 1.7560e-18    155.96 0 
   159.00 2.0823e-18    159.96 0 
   161.95 2.3471e-18    162.93 0 
   166.11 2.7831e-18    167.11 0 
   169.98 3.2102e-18    171.00 0 
   173.14 3.5854e-18    174.18 0 
   177.17 4.0976e-18    178.24 0 
   180.05 4.5137e-18    181.13 0 
   182.13 4.8254e-18    183.23 0 
   185.95 5.4517e-18    187.07 0 
   191.16 6.3319e-18    192.31 0 
   193.82 6.9588e-18    194.98 0 
   197.87 7.7363e-18    199.07 0 
   202.02 8.6404e-18    203.24 0 
   204.83 9.3656e-18    206.06 0 
   210.08 1.0128e-17    211.35 0 
   215.97 1.2233e-17    217.27 0 
   219.98 1.3475e-17    221.31 0 
   223.04 1.4241e-17    224.39 0 
   227.19 1.5651e-17    228.56 0 
   229.82 2.4862e-17    231.21 0 
   234.09 4.4008e-17    235.50 0 
