# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.03 3.6229e-19    104.71 0 
   103.93 4.3457e-19    106.66 0 
   106.10 5.3096e-19    108.89 0 
   108.07 6.6384e-19    110.92 0 
   110.08 9.3986e-19    112.98 0 
   113.95 1.3034e-18    116.95 0 
   117.96 1.7024e-18    121.06 0 
   120.98 6.3396e-18    124.17 0 
   124.95 7.7457e-18    128.23 0 
   126.98 8.2806e-18    130.32 0 
   127.86 8.7310e-18    131.22 0 
   131.14 9.5293e-18    134.59 0 
   132.05 1.1222e-17    135.52 0 
   133.88 1.1805e-17    137.40 0 
   137.00 1.4759e-17    140.60 0 
   139.87 1.5924e-17    143.55 0 
   143.13 4.3758e-17    146.89 0 
   147.14 1.0570e-16    151.01 0 
   150.91 1.1196e-16    154.88 0 
   155.14 1.1997e-16    159.22 0 
   159.12 1.2884e-16    163.31 0 
   162.08 1.3523e-16    166.34 0 
   165.85 1.4590e-16    170.22 0 
   170.11 1.5419e-16    174.58 0 
   172.87 1.6146e-16    177.42 0 
   176.90 1.6985e-16    181.55 0 
   180.19 1.7622e-16    184.93 0 
   181.85 1.8116e-16    186.64 0 
   186.09 1.8970e-16    190.99 0 
   190.86 2.0094e-16    195.88 0 
   193.96 2.0944e-16    199.07 0 
   198.03 2.1780e-16    203.24 0 
   202.17 2.2754e-16    207.49 0 
   204.99 2.3500e-16    210.38 0 
   209.76 2.3500e-16    215.28 0 
   216.13 2.5945e-16    221.82 0 
   220.15 2.6981e-16    225.94 0 
   223.21 2.7357e-16    229.09 0 
   226.84 2.8514e-16    232.81 0 
   230.00 4.3258e-16    236.05 0 
   233.73 7.2121e-16    239.88 0 
   239.73 9.0795e-16    246.04 0 
   245.88 8.4540e-16    252.35 0 
   252.19 8.9756e-16    258.82 0 
   256.88 7.3971e-16    263.63 0 
   259.85 8.6509e-16    266.69 0 
   264.07 9.1004e-16    271.02 0 
   268.98 9.0378e-16    276.06 0 
   273.98 8.9343e-16    281.19 0 
   279.08 8.8321e-16    286.42 0 
   284.26 8.7915e-16    291.74 0 
   290.22 8.3188e-16    297.85 0 
   296.29 8.3188e-16    304.09 0 
   301.11 8.0735e-16    309.03 0 
   308.12 8.1108e-16    316.23 0 
   318.22 8.1482e-16    326.59 0 
   327.89 7.9995e-16    336.51 0 
   337.85 7.7457e-16    346.74 0 
   348.11 7.5000e-16    357.27 0 
   357.04 7.3631e-16    366.44 0 
   366.20 7.3293e-16    375.84 0 
   374.73 7.1296e-16    384.59 0 
   385.23 6.6537e-16    395.37 0 
   395.11 6.7618e-16    405.51 0 
   405.25 6.6690e-16    415.91 0 
   413.74 6.4873e-16    424.62 0 
   422.40 6.2526e-16    433.51 0 
   430.25 6.0682e-16    441.57 0 
   441.29 5.9575e-16    452.90 0 
   450.53 5.7420e-16    462.38 0 
   459.96 5.5216e-16    472.06 0 
   469.59 5.3587e-16    481.95 0 
   480.53 5.2609e-16    493.17 0 
   489.47 5.0011e-16    502.34 0 
   499.71 4.9666e-16    512.86 0 
   505.50 4.7980e-16    518.80 0 
   512.53 5.0011e-16    526.02 0 
   519.66 4.8648e-16    533.33 0 
   530.55 4.6565e-16    544.50 0 
   540.41 4.3557e-16    554.63 0 
   550.46 4.1885e-16    564.94 0 
   559.40 4.2468e-16    574.12 0 
   569.80 4.2468e-16    584.79 0 
   580.39 4.0744e-16    595.66 0 
   589.82 4.0000e-16    605.34 0 
   599.41 3.7416e-16    615.18 0 
   610.55 3.2141e-16    626.61 0 
   620.47 3.6818e-16    636.80 0 
   630.55 3.5161e-16    647.14 0 
   639.33 3.5161e-16    656.15 0 
   649.71 3.3811e-16    666.81 0 
   658.75 3.2364e-16    676.08 0 
   664.85 3.2814e-16    682.34 0 
   675.65 3.2290e-16    693.43 0 
   685.05 3.0065e-16    703.07 0 
   694.58 3.0554e-16    712.85 0 
   704.24 2.8123e-16    722.77 0 
   715.69 2.9246e-16    734.51 0 
   725.64 2.8580e-16    744.73 0 
   735.74 2.7994e-16    755.09 0 
   744.26 2.7043e-16    763.84 0 
   754.61 2.6246e-16    774.46 0 
   765.11 2.3338e-16    785.24 0 
   775.75 2.5065e-16    796.16 0 
   784.73 2.3663e-16    805.38 0 
   795.65 2.3717e-16    816.58 0 
   804.86 2.3446e-16    826.04 0 
   814.18 2.2965e-16    835.60 0 
   825.51 2.2598e-16    847.23 0 
   835.07 2.0187e-16    857.04 0 
