# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   101.98 1.2617e-24    104.47 0 
   104.11 1.7296e-24    106.66 0 
   106.05 2.4152e-24    108.64 0 
   108.02 3.4194e-24    110.66 0 
   110.03 5.5584e-24    112.72 0 
   113.90 9.8389e-24    116.68 0 
   117.90 1.6216e-23    120.78 0 
   120.92 6.5005e-23    123.88 0 
   124.89 9.9299e-23    127.94 0 
   126.91 1.1938e-22    130.02 0 
   128.09 1.3242e-22    131.22 0 
   131.07 1.7019e-22    134.28 0 
   131.98 2.0842e-22    135.21 0 
   134.13 2.4375e-22    137.40 0 
   136.93 3.4829e-22    140.28 0 
   140.12 4.3446e-22    143.55 0 
   143.06 1.2273e-21    146.55 0 
   147.07 3.3109e-21    150.66 0 
   150.84 4.1778e-21    154.53 0 
   155.06 5.2838e-21    158.85 0 
   159.04 6.6672e-21    162.93 0 
   162.00 7.8514e-21    165.96 0 
   166.15 9.8163e-21    170.22 0 
   170.02 1.1966e-20    174.18 0 
   173.19 1.3898e-20    177.42 0 
   176.81 1.6709e-20    181.13 0 
   180.10 1.9140e-20    184.50 0 
   182.18 2.0939e-20    186.64 0 
   186.00 2.4828e-20    190.55 0 
   191.21 3.0475e-20    195.88 0 
   193.87 3.4510e-20    198.61 0 
   197.93 4.0174e-20    202.77 0 
   202.07 4.6768e-20    207.01 0 
   204.89 5.2113e-20    209.89 0 
   210.14 5.9422e-20    215.28 0 
   216.03 7.5500e-20    221.31 0 
   220.05 8.6089e-20    225.42 0 
   223.11 9.3529e-20    228.56 0 
   227.25 1.0640e-19    232.81 0 
   229.89 1.7098e-19    235.50 0 
   234.16 3.1042e-19    239.88 0 
   240.17 4.2653e-19    246.04 0 
   245.76 4.4972e-19    251.77 0 
   252.06 5.2474e-19    258.23 0 
   256.75 4.7967e-19    263.03 0 
   259.72 5.7803e-19    266.07 0 
   263.94 6.4261e-19    270.40 0 
   268.85 6.9015e-19    275.42 0 
   273.85 7.3781e-19    280.54 0 
   278.94 7.8695e-19    285.76 0 
   284.13 8.3936e-19    291.07 0 
   290.08 8.6287e-19    297.17 0 
   296.15 9.4177e-19    303.39 0 
   300.96 9.7937e-19    308.32 0 
   307.97 1.0714e-18    315.50 0 
   318.06 1.2077e-18    325.84 0 
   327.73 1.3242e-18    335.74 0 
   337.69 1.4320e-18    345.94 0 
   347.95 1.5380e-18    356.45 0 
   356.87 1.6442e-18    365.59 0 
   366.03 1.7577e-18    374.97 0 
   375.42 1.8533e-18    384.59 0 
   385.05 1.9008e-18    394.46 0 
   394.92 2.0651e-18    404.58 0 
   405.05 2.1875e-18    414.95 0 
   413.53 2.2696e-18    423.64 0 
   422.19 2.3332e-18    432.51 0 
   430.04 2.4041e-18    440.55 0 
   441.07 2.5232e-18    451.86 0 
   451.35 2.5998e-18    462.38 0 
   459.74 2.6665e-18    470.98 0 
   470.45 2.7539e-18    481.95 0 
   480.30 2.8572e-18    492.04 0 
   490.36 2.9037e-18    502.34 0 
   499.47 3.0265e-18    511.68 0 
   506.42 3.3647e-18    518.80 0 
   512.29 5.9834e-18    524.81 0 
   519.41 6.3233e-18    532.11 0 
   530.29 6.7600e-18    543.25 0 
   540.15 6.7289e-18    553.35 0 
   550.19 9.1190e-18    563.64 0 
   560.42 1.0888e-17    574.12 0 
   569.52 1.2501e-17    583.45 0 
   580.11 1.2301e-17    594.29 0 
   589.54 1.5415e-17    603.95 0 
   600.50 1.6442e-17    615.18 0 
   610.26 1.9676e-17    625.17 0 
   620.17 2.3012e-17    635.33 0 
   630.25 2.5583e-17    645.65 0 
   640.49 2.6421e-17    656.15 0 
   649.40 3.0899e-17    665.27 0 
   658.43 3.3725e-17    674.53 0 
   664.53 3.6220e-17    680.77 0 
   675.32 3.7406e-17    691.83 0 
   684.72 3.7927e-17    701.46 0 
   694.24 4.9997e-17    711.21 0 
   705.52 4.8859e-17    722.77 0 
