# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   101.98 1.4869e-24    103.04 0 
   104.11 2.1246e-24    105.20 0 
   106.05 3.0852e-24    107.15 0 
   108.02 4.5424e-24    109.14 0 
   110.03 7.4522e-24    111.17 0 
   113.89 1.3973e-23    115.08 0 
   117.90 2.4394e-23    119.12 0 
   120.92 1.0846e-22    122.18 0 
   124.88 1.7111e-22    126.18 0 
   126.91 2.0715e-22    128.23 0 
   128.09 2.3243e-22    129.42 0 
   131.07 3.0219e-22    132.43 0 
   131.98 3.7695e-22    133.35 0 
   134.12 4.4390e-22    135.52 0 
   136.93 6.5356e-22    138.36 0 
   140.12 8.2468e-22    141.58 0 
   143.05 2.6933e-21    144.54 0 
   147.06 8.3231e-21    148.59 0 
   150.83 1.0527e-20    152.41 0 
   155.06 1.3375e-20    156.68 0 
   159.04 1.6954e-20    160.69 0 
   162.00 2.0012e-20    163.68 0 
   166.15 2.5193e-20    167.88 0 
   170.02 3.0781e-20    171.79 0 
   173.18 3.5833e-20    174.98 0 
   176.81 4.3280e-20    178.65 0 
   180.10 4.9577e-20    181.97 0 
   182.18 5.4236e-20    184.08 0 
   186.00 6.4459e-20    187.93 0 
   191.21 7.9485e-20    193.20 0 
   193.87 9.0216e-20    195.88 0 
   197.93 1.0502e-19    199.99 0 
   202.07 1.2254e-19    204.17 0 
   204.88 1.3655e-19    207.01 0 
   210.14 1.5534e-19    212.32 0 
   216.02 1.9874e-19    218.27 0 
   220.04 2.2714e-19    222.33 0 
   223.10 2.4677e-19    225.42 0 
   227.25 2.8073e-19    229.61 0 
   229.88 4.5529e-19    232.27 0 
   234.15 8.2278e-19    236.59 0 
   240.16 1.1279e-18    242.66 0 
   245.75 1.1865e-18    248.31 0 
   252.06 1.3909e-18    254.68 0 
   256.74 1.2802e-18    259.42 0 
   259.72 1.5392e-18    262.42 0 
   263.94 1.7151e-18    266.69 0 
   268.85 1.8420e-18    271.64 0 
   273.84 1.9692e-18    276.69 0 
   278.93 2.1052e-18    281.84 0 
   284.12 2.2454e-18    287.08 0 
   290.07 2.3083e-18    293.09 0 
   296.14 2.5251e-18    299.23 0 
   300.96 2.6441e-18    304.09 0 
   307.97 2.8926e-18    311.17 0 
   318.05 3.2680e-18    321.37 0 
   327.72 3.5916e-18    331.13 0 
   337.68 3.8930e-18    341.19 0 
   347.94 4.1907e-18    351.56 0 
   356.86 4.4801e-18    360.58 0 
   366.02 4.8115e-18    369.83 0 
   375.41 5.0732e-18    379.31 0 
   385.04 5.2154e-18    389.05 0 
   394.91 5.6792e-18    399.02 0 
   405.04 6.0295e-18    409.26 0 
   413.53 6.2847e-18    417.83 0 
   422.18 6.4608e-18    426.58 0 
   430.03 6.6571e-18    434.51 0 
   441.06 7.0191e-18    445.66 0 
   451.34 7.2491e-18    456.04 0 
   459.73 7.4522e-18    464.52 0 
   470.44 7.7141e-18    475.34 0 
   480.29 8.0591e-18    485.29 0 
   490.35 8.2278e-18    495.45 0 
   499.46 8.6553e-18    504.66 0 
   506.41 1.0193e-17    511.68 0 
   512.27 2.4282e-17    517.61 0 
   520.60 2.6199e-17    526.02 0 
   530.28 2.8529e-17    535.80 0 
   540.13 2.8398e-17    545.76 0 
