# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.03 4.1687e-19    102.33 0 
   103.92 4.8978e-19    104.23 0 
   106.10 5.9020e-19    106.41 0 
   108.07 7.2444e-19    108.39 0 
   110.08 1.0399e-18    110.41 0 
   113.95 1.4191e-18    114.29 0 
   117.95 1.8281e-18    118.30 0 
   120.98 5.9566e-18    121.34 0 
   124.94 7.3621e-18    125.31 0 
   126.97 7.9983e-18    127.35 0 
   127.85 8.4528e-18    128.23 0 
   131.13 9.4189e-18    131.52 0 
   132.04 1.0914e-17    132.43 0 
   133.88 1.1668e-17    134.28 0 
   137.00 1.4488e-17    137.40 0 
   139.87 1.5959e-17    140.28 0 
   143.13 3.6983e-17    143.55 0 
   147.13 7.8886e-17    147.57 0 
   150.91 8.6497e-17    151.36 0 
   155.14 9.5499e-17    155.60 0 
   159.12 1.0544e-16    159.59 0 
   162.07 1.1298e-16    162.55 0 
   165.85 1.2503e-16    166.34 0 
   170.10 1.3583e-16    170.61 0 
   172.87 1.4488e-16    173.38 0 
   176.90 1.5631e-16    177.42 0 
   180.18 1.6520e-16    180.72 0 
   181.85 1.7179e-16    182.39 0 
   186.09 1.8450e-16    186.64 0 
   190.86 2.0091e-16    191.43 0 
   193.96 2.1232e-16    194.54 0 
   198.02 2.2594e-16    198.61 0 
   202.17 2.4099e-16    202.77 0 
   204.98 2.5177e-16    205.59 0 
   210.24 2.6002e-16    210.86 0 
   216.13 2.9376e-16    216.77 0 
   220.15 3.1046e-16    220.80 0 
   223.21 3.1915e-16    223.87 0 
   226.84 3.3806e-16    227.51 0 
   229.99 5.1523e-16    230.67 0 
   234.27 8.7297e-16    234.96 0 
   239.73 1.1066e-15    240.44 0 
   245.88 1.0666e-15    246.60 0 
   252.18 1.1402e-15    252.93 0 
   256.87 9.5719e-16    257.63 0 
   259.85 1.1246e-15    260.62 0 
   264.07 1.1885e-15    264.85 0 
   268.98 1.1967e-15    269.77 0 
   273.98 1.1995e-15    274.79 0 
   279.07 1.2023e-15    279.90 0 
   284.26 1.2106e-15    285.10 0 
   290.21 1.1614e-15    291.07 0 
   296.29 1.1830e-15    297.17 0 
   301.10 1.1588e-15    302.00 0 
   308.12 1.1803e-15    309.03 0 
   318.21 1.2078e-15    319.15 0 
   327.88 1.2050e-15    328.85 0 
   337.84 1.1912e-15    338.84 0 
   348.11 1.1749e-15    349.14 0 
   357.04 1.1695e-15    358.10 0 
   366.20 1.1722e-15    367.28 0 
   374.73 1.1561e-15    375.84 0 
   385.23 1.1015e-15    386.37 0 
   395.11 1.1246e-15    396.28 0 
   405.24 1.1194e-15    406.44 0 
   413.73 1.0990e-15    414.95 0 
   422.39 1.0715e-15    423.64 0 
   430.24 1.0520e-15    431.52 0 
   441.28 1.0399e-15    442.59 0 
   450.52 1.0139e-15    451.86 0 
   459.96 9.8855e-16    461.32 0 
   469.59 9.6828e-16    470.98 0 
   480.52 9.5499e-16    481.95 0 
   489.46 9.2045e-16    490.91 0 
   499.71 9.1622e-16    501.19 0 
   505.49 8.9536e-16    506.99 0 
   512.53 9.3756e-16    514.04 0 
   519.66 9.1833e-16    521.19 0 
   530.54 8.8920e-16    532.11 0 
   540.40 8.4528e-16    542.00 0 
   550.45 8.2794e-16    552.08 0 
   559.39 8.4140e-16    561.05 0 
   569.79 8.4140e-16    571.48 0 
   580.38 8.1470e-16    582.10 0 
   589.81 8.0910e-16    591.56 0 
   599.40 7.7268e-16    601.17 0 
   610.54 6.9502e-16    612.35 0 
   620.46 7.7446e-16    622.30 0 
   630.54 7.5336e-16    632.41 0 
   639.32 7.5162e-16    641.21 0 
   649.70 7.3790e-16    651.63 0 
   658.74 7.1945e-16    660.69 0 
   664.84 7.2778e-16    666.81 0 
   675.64 7.1945e-16    677.64 0 
   685.04 6.8391e-16    687.07 0 
   694.57 7.0958e-16    696.63 0 
   704.23 6.6681e-16    706.32 0 
   715.67 6.9823e-16    717.79 0 
   725.63 6.9024e-16    727.78 0 
   735.73 6.8391e-16    737.90 0 
   744.24 6.8077e-16    746.45 0 
   754.60 6.7608e-16    756.83 0 
   765.10 6.3241e-16    767.36 0 
   775.74 6.7298e-16    778.04 0 
   784.72 6.6222e-16    787.05 0 
   795.64 6.6681e-16    797.99 0 
   804.85 6.6681e-16    807.24 0 
   814.17 6.6374e-16    816.58 0 
   825.50 6.7298e-16    827.94 0 
   835.06 5.9841e-16    837.53 0 
   844.73 6.6069e-16    847.23 0 
   854.51 6.5464e-16    857.04 0 
   864.40 6.6527e-16    866.96 0 
   874.41 6.7453e-16    877.00 0 
   884.54 6.8549e-16    887.16 0 
   894.78 6.9183e-16    897.43 0 
   905.14 6.8234e-16    907.82 0 
   915.62 8.7297e-16    918.33 0 
   924.09 3.7325e-15    926.83 0 
   934.79 7.6560e-15    937.56 0 
   945.62 1.4060e-14    948.42 0 
   954.37 1.9409e-14    957.19 0 
   965.42 2.2131e-14    968.28 0 
   974.35 4.2364e-15    977.24 0 
   985.63 1.9409e-14    988.55 0 
   994.75 1.9999e-14    997.70 0 
  1003.96 2.7990e-14   1006.93 0 
  1015.58 2.6485e-14   1018.59 0 
  1024.98 1.1376e-14   1028.02 0 
  1034.46 1.8880e-14   1037.53 0 
  1044.04 3.4754e-14   1047.13 0 
  1056.13 3.4041e-14   1059.25 0 
  1065.90 2.7290e-14   1069.05 0 
  1075.76 3.1989e-14   1078.95 0 
  1085.71 2.5586e-14   1088.93 0 
  1095.76 3.3113e-14   1099.01 0 
  1105.90 3.1769e-14   1109.18 0 
  1116.13 3.0549e-14   1119.44 0 
  1123.87 2.7479e-14   1127.20 0 
  1134.27 3.4119e-14   1137.63 0 
  1144.76 3.0903e-14   1148.15 0 
  1155.35 3.2584e-14   1158.78 0 
  1166.05 3.3497e-14   1169.50 0 
  1174.13 2.3605e-14   1177.61 0 
