# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.01 7.5491e-22    100.23 0 
   102.10 1.0912e-21    102.33 0 
   104.00 1.4352e-21    104.23 0 
   105.94 1.9138e-21    106.17 0 
   107.90 2.6055e-21    108.14 0 
   109.91 3.9710e-21    110.15 0 
   114.04 6.4550e-21    114.29 0 
   118.04 9.8152e-21    118.30 0 
   121.07 3.9801e-20    121.34 0 
   125.04 5.5449e-20    125.31 0 
   127.07 6.3372e-20    127.35 0 
   127.95 6.9008e-20    128.23 0 
   130.93 8.2394e-20    131.22 0 
   132.14 9.9976e-20    132.43 0 
   133.98 1.1166e-19    134.28 0 
   137.10 1.5202e-19    137.40 0 
   139.97 1.7779e-19    140.28 0 
   142.90 5.4187e-19    143.22 0 
   146.91 1.5097e-18    147.23 0 
   151.02 1.7494e-18    151.36 0 
   154.90 2.0413e-18    155.24 0 
   158.87 2.3818e-18    159.22 0 
   161.82 2.6540e-18    162.18 0 
   165.97 3.0967e-18    166.34 0 
   169.84 3.5229e-18    170.22 0 
   173.00 3.8895e-18    173.38 0 
   177.03 4.3944e-18    177.42 0 
   179.90 4.7962e-18    180.30 0 
   181.99 5.0921e-18    182.39 0 
   185.80 5.6872e-18    186.21 0 
   191.00 6.4998e-18    191.43 0 
   194.11 7.0778e-18    194.54 0 
   198.17 7.7965e-18    198.61 0 
   201.86 8.6278e-18    202.30 0 
   205.14 9.2661e-18    205.59 0 
   209.91 9.9060e-18    210.38 0 
   215.79 1.1773e-17    216.27 0 
   219.81 1.2850e-17    220.29 0 
   222.86 1.3486e-17    223.36 0 
   227.01 1.4720e-17    227.51 0 
   230.17 2.3115e-17    230.67 0 
   233.91 4.0541e-17    234.42 0 
   239.91 5.2589e-17    240.44 0 
   246.06 5.2348e-17    246.60 0 
   251.79 5.8197e-17    252.35 0 
   257.06 5.0921e-17    257.63 0 
   260.04 5.9965e-17    260.62 0 
   264.27 6.4550e-17    264.85 0 
   269.18 6.6665e-17    269.77 0 
   274.18 6.8533e-17    274.79 0 
   279.28 7.0453e-17    279.90 0 
   283.82 7.2427e-17    284.45 0 
   289.76 7.1269e-17    290.40 0 
   295.83 7.4799e-17    296.48 0 
   301.33 7.5840e-17    302.00 0 
   308.35 7.9231e-17    309.03 0 
   317.72 8.4314e-17    318.42 0 
   328.13 8.7478e-17    328.85 0 
   338.10 8.9722e-17    338.84 0 
   348.37 9.1600e-17    349.14 0 
   357.31 9.3518e-17    358.10 0 
   365.63 9.5917e-17    366.44 0 
   375.01 9.7028e-17    375.84 0 
   384.63 9.5477e-17    385.48 0 
   395.40 9.9746e-17    396.28 0 
   404.61 1.0160e-16    405.51 0 
   414.04 1.0207e-16    414.95 0 
   421.74 1.0160e-16    422.67 0 
   429.58 1.0184e-16    430.53 0 
   440.60 1.0278e-16    441.57 0 
   450.86 1.0231e-16    451.86 0 
   460.30 1.0184e-16    461.32 0 
   469.94 1.0160e-16    470.98 0 
   479.78 1.0207e-16    480.84 0 
   489.82 1.0021e-16    490.91 0 
   500.08 1.0137e-16    501.19 0 
   505.87 9.9976e-17    506.99 0 
   511.73 1.0590e-16    512.86 0 
   520.04 1.0566e-16    521.19 0 
   529.71 1.0421e-16    530.88 0 
   539.56 1.0113e-16    540.75 0 
   549.59 1.0207e-16    550.81 0 
   559.81 1.0517e-16    561.05 0 
   570.22 1.0762e-16    571.48 0 
   579.48 1.0541e-16    580.76 0 
   590.26 1.0812e-16    591.56 0 
   599.85 1.0541e-16    601.17 0 
   609.59 9.8152e-17    610.94 0 
   619.50 1.1140e-16    620.87 0 
   629.56 1.1166e-16    630.96 0 
   639.79 1.1218e-16    641.21 0 
   650.19 1.1426e-16    651.63 0 
   657.72 1.1452e-16    659.17 0 
   665.33 1.1746e-16    666.81 0 
   674.59 1.1746e-16    676.08 0 
   685.55 1.1347e-16    687.07 0 
   695.09 1.2557e-16    696.63 0 
   704.76 1.1992e-16    706.32 0 
   716.21 1.3089e-16    717.79 0 
   726.17 1.3240e-16    727.78 0 
   734.58 1.3455e-16    736.21 0 
   744.80 1.4122e-16    746.45 0 
   755.16 1.4551e-16    756.83 0 
   765.67 1.4319e-16    767.36 0 
   774.53 1.5592e-16    776.25 0 
   785.31 1.6066e-16    787.05 0 
   794.40 1.6554e-16    796.16 0 
   805.45 1.7057e-16    807.24 0 
   814.78 1.7414e-16    816.58 0 
   824.21 1.8531e-16    826.04 0 
   835.68 1.5772e-16    837.53 0 
   845.36 1.9050e-16    847.23 0 
   855.15 1.9404e-16    857.04 0 
   865.05 2.0507e-16    866.96 0 
   875.07 2.1672e-16    877.00 0 
   885.20 2.3222e-16    887.16 0 
   895.45 2.4205e-16    897.43 0 
   905.82 2.4038e-16    907.82 0 
   914.20 3.6383e-16    916.22 0 
   924.78 2.3763e-15    926.83 0 
   935.49 5.2348e-15    937.56 0 
   944.15 1.0184e-14    946.24 0 
   955.08 1.4924e-14    957.19 0 
   963.92 1.5992e-14    966.05 0 
   975.08 2.3491e-15    977.24 0 
   984.10 1.2187e-14    986.28 0 
   995.50 1.3928e-14    997.70 0 
  1004.71 2.2177e-14   1006.93 0 
  1014.01 2.1973e-14   1016.25 0 
  1025.75 9.5697e-15   1028.02 0 
  1035.24 1.4352e-14   1037.53 0 
  1044.82 3.0123e-14   1047.13 0 
  1054.48 2.9641e-14   1056.82 0 
  1064.24 2.2126e-14   1066.60 0 
  1074.09 2.7409e-14   1076.47 0 
  1084.03 2.0507e-14   1086.43 0 
  1094.06 2.9302e-14   1096.48 0 
  1104.18 2.8177e-14   1106.62 0 
  1114.40 2.6601e-14   1116.86 0 
  1124.71 2.3545e-14   1127.20 0 
  1135.12 3.1834e-14   1137.63 0 
  1145.62 2.8503e-14   1148.15 0 
  1156.22 3.1038e-14   1158.78 0 
  1164.23 3.1981e-14   1166.81 0 
  1175.01 2.0984e-14   1177.61 0 
  1185.88 3.1110e-14   1188.50 0 
  1194.10 1.9720e-14   1196.74 0 
  1205.15 1.3271e-14   1207.81 0 
  1216.30 1.0044e-14   1218.99 0 
  1224.73 2.1081e-14   1227.44 0 
  1236.06 3.3799e-14   1238.80 0 
  1244.63 3.7402e-14   1247.38 0 
  1256.15 3.5148e-14   1258.93 0 
  1264.85 2.9437e-14   1267.65 0 
  1273.62 4.0077e-14   1276.44 0 
  1285.41 4.2452e-14   1288.25 0 
  1294.32 3.1543e-14   1297.18 0 
