# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.04 6.2761e-17    102.80 0 
   103.93 6.6326e-17    104.71 0 
   106.11 7.3230e-17    106.91 0 
   108.08 8.1412e-17    108.89 0 
   110.09 1.1238e-16    110.92 0 
   113.96 1.3113e-16    114.82 0 
   117.97 1.4611e-16    118.85 0 
   120.99 3.6115e-16    121.90 0 
   124.96 4.0803e-16    125.89 0 
   126.99 4.2923e-16    127.94 0 
   127.87 4.4329e-16    128.82 0 
   131.15 4.7499e-16    132.13 0 
   132.06 5.2322e-16    133.05 0 
   133.89 5.4411e-16    134.90 0 
   137.01 6.2185e-16    138.04 0 
   139.88 6.6174e-16    140.93 0 
   143.14 1.0807e-15    144.21 0 
   147.15 1.6892e-15    148.25 0 
   150.93 1.8100e-15    152.05 0 
   155.15 1.9484e-15    156.31 0 
   159.13 2.1023e-15    160.32 0 
   162.09 2.2166e-15    163.31 0 
   165.87 2.3806e-15    167.11 0 
   170.12 2.5333e-15    171.40 0 
   172.89 2.6588e-15    174.18 0 
   176.91 2.8099e-15    178.24 0 
   180.20 2.9288e-15    181.55 0 
   181.87 3.0178e-15    183.23 0 
   186.11 3.1819e-15    187.50 0 
   190.88 3.3782e-15    192.31 0 
   193.98 3.5212e-15    195.43 0 
   198.04 3.6871e-15    199.53 0 
   202.19 3.8609e-15    203.70 0 
   205.00 3.9874e-15    206.54 0 
   209.78 4.0709e-15    211.35 0 
   216.15 4.4534e-15    217.77 0 
   220.17 4.6418e-15    221.82 0 
   223.23 4.7390e-15    224.91 0 
   226.86 4.9395e-15    228.56 0 
   230.02 7.3737e-15    231.74 0 
   233.76 1.2125e-14    235.50 0 
   239.75 1.5874e-14    241.55 0 
   245.90 1.5125e-14    247.74 0 
   252.21 1.5947e-14    254.10 0 
   256.90 1.2755e-14    258.82 0 
   259.87 1.5441e-14    261.82 0 
   264.10 1.6319e-14    266.07 0 
   269.01 1.6244e-14    271.02 0 
   274.01 1.6169e-14    276.06 0 
   279.10 1.5911e-14    281.19 0 
   284.29 1.5947e-14    286.42 0 
   290.24 1.5195e-14    292.42 0 
   296.32 1.5195e-14    298.54 0 
   301.14 1.4345e-14    303.39 0 
   308.15 1.4611e-14    310.46 0 
   318.24 1.4815e-14    320.63 0 
   327.92 1.4544e-14    330.37 0 
   337.88 1.4115e-14    340.41 0 
   348.15 1.3699e-14    350.75 0 
   357.08 1.3542e-14    359.75 0 
   366.24 1.3605e-14    368.98 0 
   374.77 1.3234e-14    377.57 0 
   385.27 1.2379e-14    388.15 0 
   395.15 1.2609e-14    398.11 0 
   405.29 1.2522e-14    408.32 0 
   413.77 1.2181e-14    416.87 0 
   422.44 1.1768e-14    425.60 0 
   430.29 1.1421e-14    433.51 0 
   441.33 1.1264e-14    444.63 0 
   450.57 1.0932e-14    453.94 0 
   460.00 1.0488e-14    463.45 0 
   469.64 1.0202e-14    473.15 0 
   479.47 1.0039e-14    483.06 0 
   489.51 9.5430e-15    493.17 0 
   499.76 9.5211e-15    503.50 0 
   505.55 9.2191e-15    509.33 0 
   512.58 9.7878e-15    516.42 0 
   519.71 9.4774e-15    523.60 0 
   530.59 9.0717e-15    534.56 0 
   540.46 8.4857e-15    544.50 0 
   550.51 8.1788e-15    554.63 0 
   559.45 8.3886e-15    563.64 0 
   569.85 8.3308e-15    574.12 0 
   580.45 8.0295e-15    584.79 0 
   589.88 7.8829e-15    594.29 0 
   599.46 7.4078e-15    603.95 0 
   610.61 6.5567e-15    615.18 0 
   620.53 7.3230e-15    625.17 0 
   630.61 7.0095e-15    635.33 0 
   639.38 7.0095e-15    644.17 0 
   649.77 6.7715e-15    654.64 0 
   657.30 6.4966e-15    662.22 0 
   664.91 6.5718e-15    669.88 0 
   675.71 6.4817e-15    680.77 0 
   685.11 6.0770e-15    690.24 0 
   694.64 6.1615e-15    699.84 0 
   704.31 5.7107e-15    709.58 0 
   715.75 5.9114e-15    721.11 0 
   725.71 5.7901e-15    731.14 0 
   735.80 5.6844e-15    741.31 0 
   744.32 5.5041e-15    749.89 0 
   754.68 5.3541e-15    760.33 0 
   765.18 4.8606e-15    770.90 0 
   775.82 5.1249e-15    781.63 0 
   784.80 4.8830e-15    790.68 0 
   795.72 4.8830e-15    801.68 0 
   804.94 4.8271e-15    810.96 0 
   814.26 4.7390e-15    820.35 0 
   825.58 4.6632e-15    831.76 0 
   835.14 4.2334e-15    841.40 0 
   844.81 4.4534e-15    851.14 0 
   854.60 4.3320e-15    860.99 0 
   864.49 4.3022e-15    870.96 0 
   874.50 4.2236e-15    881.05 0 
   884.63 4.1466e-15    891.25 0 
   894.87 4.0709e-15    901.57 0 
   905.24 3.9691e-15    912.01 0 
   915.72 3.9146e-15    922.57 0 
   924.19 6.5718e-15    931.11 0 
   934.89 9.2830e-15    941.89 0 
   945.72 1.1904e-14    952.80 0 
   954.47 1.3326e-14    961.61 0 
   965.52 1.4345e-14    972.75 0 
   974.45 7.5281e-15    981.75 0 
   985.74 1.2638e-14    993.12 0 
   994.86 1.2069e-14   1002.31 0 
  1004.06 1.3858e-14   1011.58 0 
  1015.69 1.3667e-14   1023.29 0 
  1025.09 8.8041e-15   1032.76 0 
  1034.57 1.1959e-14   1042.32 0 
  1044.15 1.5265e-14   1051.96 0 
  1053.81 1.4780e-14   1061.70 0 
  1066.01 1.3052e-14   1073.99 0 
  1075.87 1.3922e-14   1083.93 0 
  1085.83 1.1822e-14   1093.96 0 
  1095.88 1.3954e-14   1104.08 0 
  1106.02 1.3295e-14   1114.29 0 
  1116.25 1.2992e-14   1124.61 0 
  1123.99 1.1849e-14   1132.40 0 
  1134.39 1.3234e-14   1142.88 0 
  1144.88 1.2522e-14   1153.45 0 
  1155.48 1.2551e-14   1164.13 0 
  1166.17 1.2465e-14   1174.90 0 
  1174.25 9.6314e-15   1183.04 0 
  1185.12 1.1876e-14   1193.99 0 
  1196.08 1.0249e-14   1205.04 0 
  1204.37 8.8448e-15   1213.39 0 
  1215.52 6.3487e-15   1224.62 0 
  1223.94 9.7205e-15   1233.11 0 
  1235.27 1.1290e-14   1244.51 0 
  1243.83 1.1579e-14   1253.14 0 
  1255.34 1.1290e-14   1264.74 0 
  1264.04 1.0707e-14   1273.50 0 
  1275.74 1.1633e-14   1285.29 0 
  1284.58 1.1687e-14   1294.20 0 
  1296.47 1.0320e-14   1306.17 0 
  1305.45 1.0273e-14   1315.22 0 
  1314.50 1.1264e-14   1324.34 0 
  1323.61 1.0831e-14   1333.52 0 
  1335.86 1.0109e-14   1345.86 0 
  1345.12 1.0831e-14   1355.19 0 
  1354.45 1.0561e-14   1364.58 0 
  1363.83 9.8784e-15   1374.04 0 
