# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.05 5.2965e-20    102.33 0 
   103.95 6.2085e-20    104.23 0 
   105.88 7.4988e-20    106.17 0 
   108.10 9.1831e-20    108.39 0 
   110.11 1.3552e-19    110.41 0 
   113.98 1.8578e-19    114.29 0 
   117.99 2.4043e-19    118.30 0 
   121.01 7.6558e-19    121.34 0 
   124.98 9.6826e-19    125.31 0 
   127.01 1.0666e-18    127.35 0 
   127.89 1.1324e-18    128.23 0 
   130.87 1.2882e-18    131.22 0 
   132.08 1.4859e-18    132.43 0 
   133.92 1.6106e-18    134.28 0 
   137.03 2.0137e-18    137.40 0 
   139.90 2.2646e-18    140.28 0 
   143.16 4.8194e-18    143.55 0 
   146.83 9.7721e-18    147.23 0 
   150.95 1.1015e-17    151.36 0 
   155.18 1.2531e-17    155.60 0 
   159.16 1.4190e-17    159.59 0 
   162.12 1.5524e-17    162.55 0 
   165.89 1.7579e-17    166.34 0 
   170.15 1.9543e-17    170.61 0 
   172.91 2.1232e-17    173.38 0 
   176.94 2.3442e-17    177.42 0 
   179.82 2.5234e-17    180.30 0 
   181.90 2.6484e-17    182.39 0 
   186.14 2.9040e-17    186.64 0 
   190.91 3.2433e-17    191.43 0 
   194.01 3.4833e-17    194.54 0 
   198.07 3.7756e-17    198.61 0 
   202.22 4.1019e-17    202.77 0 
   205.04 4.3450e-17    205.59 0 
   209.81 4.6025e-17    210.38 0 
   216.19 5.3087e-17    216.77 0 
   220.21 5.7015e-17    220.80 0 
   222.76 5.9428e-17    223.36 0 
   226.90 6.3825e-17    227.51 0 
   230.05 9.7947e-17    230.67 0 
   233.79 1.6749e-16    234.42 0 
   239.79 2.1086e-16    240.44 0 
   245.94 2.0796e-16    246.60 0 
   252.25 2.2438e-16    252.93 0 
   256.94 1.9408e-16    257.63 0 
   259.91 2.2594e-16    260.62 0 
   264.14 2.3988e-16    264.85 0 
   269.05 2.4434e-16    269.77 0 
   274.05 2.4774e-16    274.79 0 
   279.14 2.5176e-16    279.90 0 
   283.68 2.5585e-16    284.45 0 
   290.29 2.4945e-16    291.07 0 
   295.69 2.5822e-16    296.48 0 
   301.18 2.5644e-16    302.00 0 
   308.20 2.6484e-16    309.03 0 
   318.29 2.7733e-16    319.15 0 
   327.97 2.8313e-16    328.85 0 
   337.93 2.8707e-16    338.84 0 
   348.20 2.9106e-16    349.14 0 
   357.13 2.9991e-16    358.10 0 
   366.29 3.1622e-16    367.28 0 
   374.83 3.2359e-16    375.84 0 
   385.33 3.1695e-16    386.37 0 
   395.21 3.5236e-16    396.28 0 
   405.35 3.8370e-16    406.44 0 
   413.84 3.9994e-16    414.95 0 
   421.53 4.0550e-16    422.67 0 
   430.36 4.1590e-16    431.52 0 
   441.40 4.6450e-16    442.59 0 
   450.64 4.9544e-16    451.86 0 
   460.08 5.0002e-16    461.32 0 
   469.71 5.3455e-16    470.98 0 
   479.54 5.9840e-16    480.84 0 
   489.59 5.9155e-16    490.91 0 
   499.84 6.9822e-16    501.19 0 
   505.63 6.8547e-16    506.99 0 
   511.48 9.5938e-16    512.86 0 
   519.79 9.8626e-16    521.19 0 
   529.46 1.0069e-15    530.88 0 
   540.54 9.5717e-16    542.00 0 
   550.59 1.0116e-15    552.08 0 
   559.54 1.2912e-15    561.05 0 
   569.94 1.4757e-15    571.48 0 
   580.54 1.5346e-15    582.10 0 
   589.97 1.6672e-15    591.56 0 
   599.56 1.5812e-15    601.17 0 
   610.70 1.5958e-15    612.35 0 
   620.63 2.0511e-15    622.30 0 
   630.71 2.0796e-15    632.41 0 
   639.48 2.3334e-15    641.21 0 
   649.87 2.3988e-15    651.63 0 
   657.40 2.3550e-15    659.17 0 
   665.01 2.6484e-15    666.81 0 
   674.26 2.8707e-15    676.08 0 
   685.22 2.6853e-15    687.07 0 
   694.75 3.1477e-15    696.63 0 
   704.42 2.8118e-15    706.32 0 
   715.86 3.5236e-15    717.79 0 
   725.82 3.6897e-15    727.78 0 
   734.23 3.8370e-15    736.21 0 
   744.44 3.8993e-15    746.45 0 
   754.80 4.0178e-15    756.83 0 
   765.30 3.8106e-15    767.36 0 
   774.16 4.3151e-15    776.25 0 
   784.93 4.2266e-15    787.05 0 
   795.85 4.5813e-15    797.99 0 
   805.06 4.7972e-15    807.24 0 
   814.38 4.9658e-15    816.58 0 
   825.71 5.1759e-15    827.94 0 
   835.28 4.4360e-15    837.53 0 
   844.95 5.3826e-15    847.23 0 
   854.73 5.4575e-15    857.04 0 
   864.63 5.7543e-15    866.96 0 
   874.64 5.9291e-15    877.00 0 
   884.77 6.0952e-15    887.16 0 
   895.01 6.2516e-15    897.43 0 
   905.38 6.2804e-15    907.82 0 
   915.86 6.5161e-15    918.33 0 
   924.34 1.7579e-14    926.83 0 
   935.04 3.0408e-14    937.56 0 
   945.87 4.7205e-14    948.42 0 
   954.62 5.9840e-14    957.19 0 
   965.67 6.8075e-14    968.28 0 
   974.61 2.1877e-14    977.24 0 
   985.89 6.0952e-14    988.55 0 
   995.01 6.0672e-14    997.70 0 
  1004.22 7.8522e-14   1006.93 0 
  1015.85 7.6382e-14   1018.59 0 
  1025.25 4.2169e-14   1028.02 0 
  1034.74 6.2516e-14   1037.53 0 
  1044.31 9.7272e-14   1047.13 0 
  1053.97 9.5717e-14   1056.82 0 
  1066.18 8.0722e-14   1069.05 0 
  1076.04 9.1409e-14   1078.95 0 
  1086.00 7.7623e-14   1088.93 0 
  1096.05 9.4840e-14   1099.01 0 
  1106.19 9.1620e-14   1109.18 0 
  1113.86 8.9948e-14   1116.86 0 
  1124.16 8.1656e-14   1127.20 0 
  1134.57 9.7049e-14   1137.63 0 
  1145.06 9.0571e-14   1148.15 0 
  1155.66 9.3538e-14   1158.78 0 
  1163.67 9.5058e-14   1166.81 0 
  1174.44 6.9341e-14   1177.61 0 
  1185.30 9.1409e-14   1188.50 0 
  1196.27 7.1943e-14   1199.50 0 
  1204.56 5.8748e-14   1207.81 0 
  1215.71 4.1114e-14   1218.99 0 
  1224.14 6.8547e-14   1227.44 0 
  1235.46 9.1199e-14   1238.80 0 
  1244.03 9.7721e-14   1247.38 0 
  1255.54 9.5497e-14   1258.93 0 
  1264.24 8.7094e-14   1267.65 0 
  1275.94 1.0351e-13   1279.38 0 
  1284.78 1.0690e-13   1288.25 0 
  1293.69 9.1199e-14   1297.18 0 
