# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.01 1.3799e-19    100.23 0 
   102.10 1.8960e-19    102.33 0 
   104.00 2.3760e-19    104.23 0 
   105.93 3.0328e-19    106.17 0 
   107.90 3.9431e-19    108.14 0 
   109.91 5.7391e-19    110.15 0 
   114.03 8.5870e-19    114.29 0 
   118.04 1.2074e-18    118.30 0 
   121.07 4.5797e-18    121.34 0 
   125.03 5.9407e-18    125.31 0 
   127.07 6.5590e-18    127.35 0 
   127.95 7.0281e-18    128.23 0 
   130.93 8.0138e-18    131.22 0 
   132.14 9.5684e-18    132.43 0 
   133.98 1.0348e-17    134.28 0 
   137.10 1.3454e-17    137.40 0 
   139.97 1.5095e-17    140.28 0 
   142.90 4.4243e-17    143.22 0 
   146.90 1.1853e-16    147.23 0 
   151.02 1.3027e-16    151.36 0 
   154.89 1.4449e-16    155.24 0 
   158.86 1.6064e-16    159.22 0 
   161.82 1.7292e-16    162.18 0 
   165.97 1.9313e-16    166.34 0 
   169.84 2.1030e-16    170.22 0 
   172.99 2.2534e-16    173.38 0 
   177.02 2.4425e-16    177.42 0 
   179.90 2.5873e-16    180.30 0 
   181.98 2.6967e-16    182.39 0 
   185.79 2.9030e-16    186.21 0 
   191.00 3.1830e-16    191.43 0 
   194.10 3.3794e-16    194.54 0 
   198.17 3.5962e-16    198.61 0 
   201.85 3.8534e-16    202.30 0 
   205.13 4.0443e-16    205.59 0 
   209.91 4.1672e-16    210.38 0 
   215.79 4.7516e-16    216.27 0 
   219.80 5.0448e-16    220.29 0 
   222.86 5.1861e-16    223.36 0 
   227.00 5.5187e-16    227.51 0 
   230.16 8.5279e-16    230.67 0 
   233.90 1.4718e-15    234.42 0 
   239.90 1.8359e-15    240.44 0 
   246.05 1.7654e-15    246.60 0 
   251.78 1.8960e-15    252.35 0 
   257.06 1.6212e-15    257.63 0 
   260.03 1.8700e-15    260.62 0 
   264.26 1.9762e-15    264.85 0 
   269.17 1.9854e-15    269.77 0 
