# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   101.98 4.6589e-27    102.57 0 
   104.11 7.0029e-27    104.71 0 
   106.05 1.0697e-26    106.66 0 
   108.02 1.6530e-26    108.64 0 
   110.03 2.9260e-26    110.66 0 
   113.90 6.0713e-26    114.55 0 
   117.90 1.1622e-25    118.58 0 
   120.92 5.2033e-25    121.62 0 
   124.88 9.1260e-25    125.60 0 
   126.91 1.1703e-24    127.64 0 
   128.09 1.3436e-24    128.82 0 
   131.07 1.8979e-24    131.83 0 
   131.98 2.3949e-24    132.74 0 
   134.12 2.9667e-24    134.90 0 
   136.93 4.6268e-24    137.72 0 
   140.12 6.2991e-24    140.93 0 
   143.06 1.8979e-23    143.88 0 
   147.06 5.6530e-23    147.91 0 
   150.84 7.8937e-23    151.71 0 
   155.06 1.1022e-22    155.96 0 
   159.04 1.5250e-22    159.96 0 
   162.00 1.9199e-22    162.93 0 
   166.15 2.6199e-22    167.11 0 
   170.02 3.4696e-22    171.00 0 
   173.18 4.2784e-22    174.18 0 
   176.81 5.5626e-22    177.83 0 
   180.10 6.7341e-22    181.13 0 
   182.18 7.6433e-22    183.23 0 
   186.00 9.7113e-22    187.07 0 
   191.21 1.2980e-21    192.31 0 
   193.87 1.5462e-21    194.98 0 
   197.93 1.9155e-21    199.07 0 
   202.07 2.3674e-21    203.24 0 
   204.88 2.7560e-21    206.06 0 
   210.14 3.3828e-21    211.35 0 
   216.03 4.6589e-21    217.27 0 
   220.04 5.6141e-21    221.31 0 
   223.10 6.3282e-21    224.39 0 
   227.25 7.5732e-21    228.56 0 
   229.88 1.2685e-20    231.21 0 
   234.16 2.3784e-20    235.50 0 
   240.16 3.4856e-20    241.55 0 
   245.76 3.9290e-20    247.17 0 
   252.06 4.8897e-20    253.51 0 
   256.75 4.7020e-20    258.23 0 
   259.72 5.8382e-20    261.22 0 
   263.94 6.7341e-20    265.46 0 
   268.85 7.5907e-20    270.40 0 
   273.85 8.4777e-20    275.42 0 
   278.94 9.4467e-20    280.54 0 
   284.12 1.0502e-19    285.76 0 
   290.07 1.1357e-19    291.74 0 
   296.15 1.3010e-19    297.85 0 
   300.96 1.4070e-19    302.69 0 
   307.97 1.6191e-19    309.74 0 
   318.06 1.9601e-19    319.89 0 
   327.72 2.2976e-19    329.61 0 
   337.68 2.6502e-19    339.63 0 
   347.94 3.0289e-19    349.95 0 
   356.87 3.4063e-19    358.92 0 
   366.02 3.8395e-19    368.13 0 
   375.41 4.2392e-19    377.57 0 
   385.04 4.5738e-19    387.26 0 
   394.92 5.2273e-19    397.19 0 
   405.05 5.7980e-19    407.38 0 
   413.53 6.2846e-19    415.91 0 
   422.19 6.6724e-19    424.62 0 
   430.04 7.1003e-19    432.51 0 
   441.07 7.7854e-19    443.61 0 
   451.34 8.3230e-19    453.94 0 
   459.73 8.8162e-19    462.38 0 
   470.44 9.4250e-19    473.15 0 
   480.29 1.0099e-18    483.06 0 
   490.35 1.0575e-18    493.17 0 
   499.47 1.1331e-18    502.34 0 
   506.42 1.1838e-18    509.33 0 
   512.28 1.4530e-18    515.23 0 
   519.41 1.5285e-18    522.40 0 
   530.28 1.6191e-18    533.33 0 
   540.14 1.6568e-18    543.25 0 
   550.18 1.9111e-18    553.35 0 
   560.41 2.1641e-18    563.64 0 
   569.52 2.3949e-18    572.80 0 
   580.11 2.4394e-18    583.45 0 
   589.53 2.8072e-18    592.93 0 
   600.49 2.9531e-18    603.95 0 
   610.25 3.2010e-18    613.76 0 
   620.16 3.7956e-18    623.73 0 
   630.24 4.1236e-18    633.87 0 
   640.48 4.3279e-18    644.17 0 
   649.39 4.8784e-18    653.13 0 
   658.43 5.2394e-18    662.22 0 
   664.52 5.6141e-18    668.34 0 
   675.32 5.8787e-18    679.20 0 
   684.71 6.0018e-18    688.65 0 
   694.24 7.5211e-18    698.23 0 
   705.52 7.4693e-18    709.58 0 
   715.33 8.9801e-18    719.45 0 
   725.28 9.5781e-18    729.46 0 
   735.37 1.0169e-17    739.61 0 
   745.60 1.1595e-17    749.89 0 
   754.24 1.2626e-17    758.58 0 
   764.73 1.3561e-17    769.13 0 
   775.37 1.5180e-17    779.83 0 
   784.34 1.6683e-17    788.86 0 
   795.26 1.7835e-17    799.83 0 
   804.46 1.9067e-17    809.10 0 
   815.66 2.0197e-17    820.35 0 
   825.10 2.2609e-17    829.85 0 
   834.65 1.9511e-17    839.46 0 
   844.32 2.4962e-17    849.18 0 
   854.10 2.6320e-17    859.01 0 
   865.98 2.8859e-17    870.96 0 
   876.01 3.1643e-17    881.05 0 
   884.11 3.5098e-17    889.20 0 
   894.35 3.7782e-17    899.50 0 
   904.71 3.8751e-17    909.91 0 
   915.18 6.1557e-17    920.45 0 
   925.78 4.3881e-16    931.11 0 
   934.34 1.0030e-15    939.72 0 
   945.16 2.0012e-15    950.60 0 
   953.91 2.9126e-15    959.40 0 
   964.95 3.3984e-15    970.51 0 
   973.88 5.6012e-16    979.49 0 
   985.16 3.0923e-15    990.83 0 
   994.28 3.3134e-15   1000.00 0 
  1005.79 4.8672e-15   1011.58 0 
  1015.10 4.7237e-15   1020.94 0 
  1024.49 1.9920e-15   1030.39 0 
  1033.97 3.4141e-15   1039.92 0 
  1045.94 6.7032e-15   1051.96 0 
  1055.62 6.7186e-15   1061.70 0 
  1065.39 5.4235e-15   1071.52 0 
  1075.24 6.5657e-15   1081.43 0 
  1085.19 5.2879e-15   1091.44 0 
  1095.23 7.1003e-15   1101.54 0 
  1105.37 6.9387e-15   1111.73 0 
  1115.60 6.7808e-15   1122.02 0 
  1125.92 6.2127e-15   1132.40 0 
  1133.72 7.9667e-15   1140.25 0 
  1144.21 7.3330e-15   1150.80 0 
  1154.80 7.9119e-15   1161.45 0 
  1165.49 8.3038e-15   1172.20 0 
  1176.27 5.8922e-15   1183.04 0 
  1184.42 8.2467e-15   1191.24 0 
  1195.38 5.7185e-15   1202.26 0 
  1203.67 4.1618e-15   1210.60 0 
  1214.81 2.6624e-15   1221.80 0 
  1226.05 5.7581e-15   1233.11 0 
  1234.55 8.9594e-15   1241.65 0 
  1245.97 1.0030e-14   1253.14 0 
  1254.60 9.7114e-15   1261.83 0 
  1266.21 8.4194e-15   1273.50 0 
  1274.99 1.1048e-14   1282.33 0 
  1283.83 1.1703e-14   1291.22 0 
  1295.71 9.4033e-15   1303.17 0 
  1304.69 9.3817e-15   1312.20 0 
  1313.73 1.1865e-14   1321.30 0 
  1325.89 1.1463e-14   1333.52 0 
  1335.08 1.0287e-14   1342.77 0 
  1344.33 1.2339e-14   1352.07 0 
  1353.65 1.2086e-14   1361.44 0 
  1366.18 1.0921e-14   1374.04 0 
  1375.65 1.1595e-14   1383.57 0 
  1385.18 1.1865e-14   1393.16 0 
  1394.78 1.0502e-14   1402.81 0 
  1404.45 1.1048e-14   1412.54 0 
  1414.19 1.1331e-14   1422.33 0 
  1423.99 1.1729e-14   1432.19 0 
  1433.86 1.1757e-14   1442.12 0 
  1440.48 1.2482e-14   1448.77 0 
  1447.13 1.2743e-14   1455.46 0 
  1453.81 1.2482e-14   1462.18 0 
  1463.88 1.1649e-14   1472.31 0 
  1474.03 1.1703e-14   1482.52 0 
  1484.25 1.2003e-14   1492.79 0 
  1494.54 1.2311e-14   1503.14 0 
  1504.90 1.1784e-14   1513.56 0 
  1511.84 1.0551e-14   1520.55 0 
  1515.33 1.1357e-14   1524.05 0 
  1525.83 1.1073e-14   1534.62 0 
  1536.41 9.7562e-15   1545.25 0 
  1543.50 1.0871e-14   1552.39 0 
  1554.20 1.0334e-14   1563.15 0 
  1564.97 1.0551e-14   1573.98 0 
  1575.82 1.1331e-14   1584.89 0 
  1586.74 1.1975e-14   1595.88 0 
  1594.07 1.2339e-14   1603.25 0 
  1605.12 1.2170e-14   1614.36 0 
  1616.24 1.2282e-14   1625.55 0 
  1623.70 1.1703e-14   1633.05 0 
  1634.96 1.2539e-14   1644.37 0 
  1646.29 1.2802e-14   1655.77 0 
  1653.89 1.1893e-14   1663.41 0 
  1665.36 1.3100e-14   1674.94 0 
  1673.04 1.1757e-14   1682.67 0 
  1676.90 1.3252e-14   1686.55 0 
  1684.64 1.3908e-14   1694.34 0 
  1696.32 1.3130e-14   1706.08 0 
  1704.15 1.2685e-14   1713.96 0 
  1715.96 1.2142e-14   1725.84 0 
  1723.88 1.2170e-14   1733.80 0 
  1735.83 1.3040e-14   1745.82 0 
  1743.84 1.2802e-14   1753.88 0 
  1755.93 1.3749e-14   1766.04 0 
  1764.03 1.2626e-14   1774.19 0 
  1776.26 1.3070e-14   1786.49 0 
  1784.46 1.3375e-14   1794.73 0 
  1796.83 1.4331e-14   1807.17 0 
  1805.12 1.4298e-14   1815.52 0 
  1813.46 1.3313e-14   1823.90 0 
  1826.03 1.3655e-14   1836.54 0 
  1834.45 1.3191e-14   1845.02 0 
  1842.92 1.2198e-14   1853.53 0 
  1855.70 1.2339e-14   1866.38 0 
  1864.26 1.2773e-14   1874.99 0 
  1872.87 1.3845e-14   1883.65 0 
  1885.85 1.2861e-14   1896.71 0 
  1894.55 1.2425e-14   1905.46 0 
  1903.30 1.3191e-14   1914.26 0 
  1916.49 1.2802e-14   1927.53 0 
  1925.34 1.2626e-14   1936.42 0 
  1934.22 1.2980e-14   1945.36 0 
  1943.15 1.3686e-14   1954.34 0 
  1956.62 1.2921e-14   1967.89 0 
  1965.65 1.4167e-14   1976.97 0 
  1974.73 1.4598e-14   1986.10 0 
  1983.84 1.3876e-14   1995.26 0 
  1993.00 1.3561e-14   2004.47 0 
  2006.81 1.3973e-14   2018.37 0 
  2016.08 1.3592e-14   2027.68 0 
  2025.38 1.4232e-14   2037.04 0 
  2034.73 1.3623e-14   2046.45 0 
  2044.12 1.4200e-14   2055.89 0 
  2053.56 1.3655e-14   2065.38 0 
  2063.04 1.3781e-14   2074.91 0 
  2072.56 1.4767e-14   2084.49 0 
  2077.34 1.4200e-14   2089.30 0 
  2086.93 1.4733e-14   2098.94 0 
  2096.56 1.4005e-14   2108.63 0 
  2106.24 1.4167e-14   2118.36 0 
  2115.96 1.4364e-14   2128.14 0 
  2125.72 1.4598e-14   2137.96 0 
  2135.54 1.3655e-14   2147.83 0 
  2145.39 1.4102e-14   2157.74 0 
  2155.30 1.4631e-14   2167.70 0 
  2165.24 1.4200e-14   2177.71 0 
  2175.24 1.4134e-14   2187.76 0 
