# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.09 4.8105e-21    101.39 0 
   101.95 6.6250e-21    103.28 0 
   104.09 8.2830e-21    105.44 0 
   106.02 1.0548e-20    107.40 0 
   107.99 1.3715e-20    109.40 0 
   110.00 2.0100e-20    111.43 0 
   114.13 2.9867e-20    115.61 0 
   117.87 4.1705e-20    119.40 0 
   120.89 1.6413e-19    122.46 0 
   125.14 2.1242e-19    126.77 0 
   126.88 2.3291e-19    128.53 0 
   128.05 2.4899e-19    129.72 0 
   131.04 2.8196e-19    132.74 0 
   131.94 3.3743e-19    133.66 0 
   134.09 3.6240e-19    135.83 0 
   136.90 4.7118e-19    138.68 0 
   140.08 5.2503e-19    141.91 0 
   143.02 1.5003e-18    144.88 0 
   147.02 3.8476e-18    148.94 0 
   151.14 4.2383e-18    153.11 0 
   155.02 4.7227e-18    157.04 0 
   159.00 5.2867e-18    161.06 0 
   161.95 5.6910e-18    164.06 0 
   166.11 6.3707e-18    168.27 0 
   169.98 6.9373e-18    172.19 0 
   173.14 7.4505e-18    175.39 0 
   177.17 8.0758e-18    179.47 0 
   180.05 8.5741e-18    182.39 0 
   182.13 8.9164e-18    184.50 0 
   185.95 9.5982e-18    188.36 0 
   191.16 1.0524e-17    193.64 0 
   193.82 1.1173e-17    196.34 0 
   197.88 1.1890e-17    200.45 0 
   202.02 1.2711e-17    204.64 0 
   204.83 1.3341e-17    207.49 0 
   210.08 1.3746e-17    212.81 0 
   215.97 1.5638e-17    218.78 0 
   219.98 1.6603e-17    222.84 0 
   223.04 1.7108e-17    225.94 0 
   227.19 1.8163e-17    230.14 0 
   229.82 2.8326e-17    232.81 0 
   234.09 4.7664e-17    237.14 0 
   240.10 6.1971e-17    243.22 0 
   246.26 5.9046e-17    249.46 0 
   251.99 6.4445e-17    255.27 0 
   257.27 5.3726e-17    260.62 0 
   260.25 6.3854e-17    263.63 0 
   263.87 6.7950e-17    267.30 0 
   268.78 6.8578e-17    272.27 0 
   273.77 6.8895e-17    277.33 0 
   278.86 6.9373e-17    282.49 0 
   284.05 6.9853e-17    287.74 0 
   290.00 6.7172e-17    293.76 0 
   296.07 6.8578e-17    299.92 0 
   300.88 6.7637e-17    304.79 0 
   307.89 6.9373e-17    311.89 0 
   317.97 7.1645e-17    322.11 0 
   327.64 7.1976e-17    331.89 0 
   338.37 7.1645e-17    342.77 0 
   347.85 7.0988e-17    352.37 0 
   356.77 7.0825e-17    361.41 0 
   365.92 7.1645e-17    370.68 0 
   375.31 7.0825e-17    380.19 0 
   384.94 6.7637e-17    389.94 0 
   394.81 6.9853e-17    399.94 0 
   404.94 7.0500e-17    410.20 0 
   414.37 6.9532e-17    419.76 0 
   422.08 6.7637e-17    427.56 0 
   429.92 6.6556e-17    435.51 0 
   440.95 6.6403e-17    446.68 0 
   451.22 6.5041e-17    457.09 0 
   459.61 6.3123e-17    465.59 0 
   470.32 6.2114e-17    476.43 0 
   480.17 6.1971e-17    486.41 0 
   490.22 5.9182e-17    496.59 0 
   500.48 6.0005e-17    506.99 0 
   506.28 5.7569e-17    512.86 0 
   512.14 6.1544e-17    518.80 0 
   520.46 6.0421e-17    527.23 0 
   530.14 5.8235e-17    537.03 0 
   540.00 5.4851e-17    547.02 0 
   550.04 5.3357e-17    557.19 0 
   560.26 5.4978e-17    567.54 0 
   569.37 5.5871e-17    576.77 0 
   579.95 5.4099e-17    587.49 0 
   589.37 5.3603e-17    597.04 0 
   600.33 4.9795e-17    608.13 0 
   610.09 4.3370e-17    618.02 0 
   620.00 5.0721e-17    628.06 0 
   630.07 4.8774e-17    638.26 0 
   640.31 4.9225e-17    648.63 0 
   650.72 4.7664e-17    659.17 0 
   658.25 4.5518e-17    666.81 0 
   664.34 4.6794e-17    672.98 0 
   675.14 4.6686e-17    683.91 0 
   684.53 4.3171e-17    693.43 0 
   695.65 4.4791e-17    704.69 0 
   705.33 4.0662e-17    714.50 0 
   716.79 4.3470e-17    726.11 0 
   726.76 4.2775e-17    736.21 0 
   735.18 4.2188e-17    744.73 0 
   745.40 4.0850e-17    755.09 0 
   755.77 3.9920e-17    765.60 0 
   764.52 3.5334e-17    774.46 0 
   775.16 3.8564e-17    785.24 0 
   784.14 3.6240e-17    794.33 0 
   795.04 3.6829e-17    805.38 0 
   804.25 3.6660e-17    814.70 0 
   815.44 3.6073e-17    826.04 0 
   824.88 3.5661e-17    835.60 0 
   834.43 3.1346e-17    845.28 0 
   844.09 3.4056e-17    855.07 0 
   855.84 3.3204e-17    866.96 0 
   865.75 3.3127e-17    877.00 0 
   875.77 3.2748e-17    887.16 0 
   885.91 3.2299e-17    897.43 0 
   894.11 3.1782e-17    905.73 0 
   904.46 3.0916e-17    916.22 0 
   914.94 3.3051e-17    926.83 0 
   925.53 6.0421e-17    937.56 0 
   934.10 9.2510e-17    946.24 0 
   944.91 1.3097e-16    957.19 0 
   955.85 1.6375e-16    968.28 0 
   964.70 1.6834e-16    977.24 0 
   975.87 6.2257e-17    988.55 0 
   984.90 1.2858e-16    997.70 0 
   994.01 1.3746e-16   1006.93 0 
  1005.52 1.9328e-16   1018.59 0 
  1014.82 1.9552e-16   1028.02 0 
  1024.21 1.0919e-16   1037.53 0 
  1036.07 1.4628e-16   1049.54 0 
  1045.66 2.4728e-16   1059.25 0 
  1055.34 2.4054e-16   1069.05 0 
  1065.10 1.8586e-16   1078.95 0 
  1074.96 2.1887e-16   1088.93 0 
  1084.90 1.6834e-16   1099.01 0 
  1094.94 2.2919e-16   1109.18 0 
  1105.07 2.1887e-16   1119.44 0 
  1115.30 2.0663e-16   1129.80 0 
  1125.62 1.8121e-16   1140.25 0 
  1136.03 2.3561e-16   1150.80 0 
  1143.91 2.1488e-16   1158.78 0 
  1154.49 2.2761e-16   1169.50 0 
  1165.17 2.2866e-16   1180.32 0 
  1175.96 1.5142e-16   1191.24 0 
  1184.11 2.1938e-16   1199.50 0 
  1195.06 1.5247e-16   1210.60 0 
  1206.12 1.1251e-16   1221.80 0 
  1214.48 9.1241e-17   1230.27 0 
  1225.72 1.6188e-16   1241.65 0 
  1234.22 2.3345e-16   1250.26 0 
  1245.64 2.5130e-16   1261.83 0 
  1254.27 2.3561e-16   1270.57 0 
  1265.88 2.0473e-16   1282.33 0 
  1274.65 2.6436e-16   1291.22 0 
  1286.44 2.7681e-16   1303.17 0 
  1295.36 2.0806e-16   1312.20 0 
  1304.34 2.0568e-16   1321.30 0 
  1316.41 2.6496e-16   1333.52 0 
  1325.53 2.5130e-16   1342.77 0 
  1334.72 2.1587e-16   1352.07 0 
  1343.97 2.6558e-16   1361.44 0 
  1356.41 2.5597e-16   1374.04 0 
  1365.81 2.2397e-16   1383.57 0 
  1375.28 2.3506e-16   1393.16 0 
  1384.81 2.3506e-16   1402.81 0 
  1394.41 1.9642e-16   1412.54 0 
  1404.08 2.0100e-16   1422.33 0 
  1413.81 2.1291e-16   1432.19 0 
  1423.61 2.1988e-16   1442.12 0 
  1433.48 2.1837e-16   1452.11 0 
  1443.41 2.3077e-16   1462.18 0 
  1446.74 2.3452e-16   1465.55 0 
  1453.42 2.2500e-16   1472.31 0 
  1463.49 2.0473e-16   1482.52 0 
  1473.64 2.0568e-16   1492.79 0 
  1483.85 2.1095e-16   1503.14 0 
  1494.14 2.1389e-16   1513.56 0 
  1504.50 1.9915e-16   1524.05 0 
  1511.44 1.7426e-16   1531.09 0 
  1518.42 1.8845e-16   1538.15 0 
  1525.43 1.8080e-16   1545.25 0 
  1536.00 1.5282e-16   1555.97 0 
  1546.65 1.6641e-16   1566.75 0 
  1553.79 1.5783e-16   1573.98 0 
  1564.56 1.6225e-16   1584.89 0 
  1575.40 1.7306e-16   1595.88 0 
  1586.32 1.8331e-16   1606.94 0 
  1593.64 1.8586e-16   1614.36 0 
  1604.69 1.8247e-16   1625.55 0 
  1615.81 1.8331e-16   1636.82 0 
  1623.27 1.7187e-16   1644.37 0 
  1634.52 1.8458e-16   1655.77 0 
  1645.85 1.8672e-16   1667.25 0 
  1653.45 1.7187e-16   1674.94 0 
  1664.91 1.8801e-16   1686.55 0 
  1672.60 1.6338e-16   1694.34 0 
  1676.45 1.9107e-16   1698.24 0 
  1684.19 2.0053e-16   1706.08 0 
  1695.86 1.8672e-16   1717.91 0 
  1703.69 1.7873e-16   1725.84 0 
  1715.50 1.6834e-16   1737.80 0 
  1723.42 1.6757e-16   1745.82 0 
  1735.37 1.8121e-16   1757.92 0 
  1743.38 1.7668e-16   1766.04 0 
  1755.46 1.9107e-16   1778.28 0 
  1763.56 1.7226e-16   1786.49 0 
  1775.79 1.7627e-16   1798.87 0 
  1783.98 1.8038e-16   1807.17 0 
  1796.35 1.9733e-16   1819.70 0 
  1804.64 1.9417e-16   1828.10 0 
  1812.97 1.7627e-16   1836.54 0 
  1825.54 1.8121e-16   1849.27 0 
  1833.96 1.7306e-16   1857.80 0 
  1846.68 1.5566e-16   1870.68 0 
  1855.20 1.5783e-16   1879.32 0 
  1863.76 1.6603e-16   1887.99 0 
  1876.68 1.8080e-16   1901.08 0 
  1885.35 1.6565e-16   1909.85 0 
  1894.05 1.6188e-16   1918.67 0 
  1907.18 1.7108e-16   1931.97 0 
  1915.98 1.6375e-16   1940.89 0 
  1924.82 1.5856e-16   1949.84 0 
  1933.71 1.5710e-16   1958.84 0 
  1947.11 1.7506e-16   1972.42 0 
  1956.10 1.6413e-16   1981.53 0 
  1965.13 1.8458e-16   1990.67 0 
  1974.20 1.8672e-16   1999.86 0 
  1983.31 1.8121e-16   2009.09 0 
  1997.06 1.7668e-16   2023.02 0 
  2006.28 1.8080e-16   2032.36 0 
  2015.54 1.7426e-16   2041.74 0 
  2024.84 1.7790e-16   2051.16 0 
  2034.19 1.7546e-16   2060.63 0 
  2043.58 1.8629e-16   2070.14 0 
  2053.01 1.7506e-16   2079.70 0 
  2067.24 1.7386e-16   2094.11 0 
  2072.01 1.9151e-16   2098.94 0 
  2076.78 2.2397e-16   2103.78 0 
  2086.37 2.5421e-16   2113.49 0 
  2096.00 2.3615e-16   2123.24 0 
  2105.67 2.3131e-16   2133.04 0 
  2115.39 2.4165e-16   2142.89 0 
