# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.00 2.3361e-19    102.33 0 
   103.89 2.6822e-19    104.23 0 
   106.07 3.1659e-19    106.41 0 
   108.04 3.8062e-19    108.39 0 
   110.05 5.2904e-19    110.41 0 
   113.91 6.8943e-19    114.29 0 
   117.92 8.5210e-19    118.30 0 
   120.94 2.7957e-18    121.34 0 
   124.90 3.2998e-18    125.31 0 
   126.93 3.4953e-18    127.35 0 
   128.11 3.6517e-18    128.53 0 
   131.09 3.9309e-18    131.52 0 
   132.00 4.5341e-18    132.43 0 
   134.15 4.7369e-18    134.59 0 
   136.96 5.7344e-18    137.40 0 
   140.15 6.1163e-18    140.60 0 
   143.08 1.4638e-17    143.55 0 
   147.09 3.2321e-17    147.57 0 
   150.86 3.3923e-17    151.36 0 
   155.09 3.5933e-17    155.60 0 
   159.07 3.8238e-17    159.59 0 
   162.02 3.9856e-17    162.55 0 
   166.18 4.2608e-17    166.72 0 
   170.05 4.4719e-17    170.61 0 
   172.81 4.6504e-17    173.38 0 
   176.84 4.8584e-17    177.42 0 
   180.13 5.0175e-17    180.72 0 
   181.79 5.1462e-17    182.39 0 
   186.03 5.3517e-17    186.64 0 
   190.80 5.6298e-17    191.43 0 
   193.90 5.8276e-17    194.54 0 
   197.96 6.0324e-17    198.61 0 
   202.11 6.2732e-17    202.77 0 
   204.92 6.4341e-17    205.59 0 
   210.17 6.4341e-17    210.86 0 
   216.06 7.0225e-17    216.77 0 
   220.08 7.2693e-17    220.80 0 
   223.14 7.3534e-17    223.87 0 
   226.77 7.6294e-17    227.51 0 
   229.92 1.1521e-16    230.67 0 
   234.20 1.8901e-16    234.96 0 
   240.20 2.2829e-16    240.99 0 
   245.80 2.1355e-16    246.60 0 
   252.10 2.2207e-16    252.93 0 
   256.79 1.8471e-16    257.63 0 
   259.76 2.1110e-16    260.62 0 
   263.99 2.1902e-16    264.85 0 
   268.89 2.1602e-16    269.77 0 
   273.89 2.1256e-16    274.79 0 
   278.98 2.0917e-16    279.90 0 
   284.17 2.0677e-16    285.10 0 
   290.12 1.9520e-16    291.07 0 
   296.20 1.9565e-16    297.17 0 
   301.01 1.8988e-16    302.00 0 
   308.02 1.9032e-16    309.03 0 
   318.11 1.9076e-16    319.15 0 
   327.78 1.8858e-16    328.85 0 
   337.74 1.8471e-16    338.84 0 
   348.00 1.8176e-16    349.14 0 
   356.93 1.8901e-16    358.10 0 
   366.08 2.1013e-16    367.28 0 
   374.61 2.1503e-16    375.84 0 
   385.11 2.0488e-16    386.37 0 
   394.98 2.5089e-16    396.28 0 
   405.12 2.9614e-16    406.44 0 
   413.60 3.1586e-16    414.95 0 
   422.26 3.1878e-16    423.64 0 
   430.11 3.2998e-16    431.52 0 
   441.14 3.9764e-16    442.59 0 
   451.42 4.3802e-16    452.90 0 
   459.81 4.3300e-16    461.32 0 
   470.52 4.7587e-16    472.06 0 
   480.37 5.6168e-16    481.95 0 
   490.43 5.3888e-16    492.04 0 
   499.55 6.8311e-16    501.19 0 
   506.50 6.4490e-16    508.16 0 
   512.37 9.9424e-16    514.04 0 
   519.49 1.0151e-15    521.19 0 
   530.37 1.0244e-15    532.11 0 
   540.23 9.3431e-16    542.00 0 
   550.27 9.8286e-16    552.08 0 
   560.51 1.3197e-15    562.34 0 
   569.61 1.5399e-15    571.48 0 
   580.20 1.5940e-15    582.10 0 
   589.63 1.7278e-15    591.56 0 
   600.59 1.5794e-15    602.56 0 
   610.35 1.6014e-15    612.35 0 
   620.27 2.0917e-15    622.30 0 
   630.35 2.0868e-15    632.41 0 
   640.59 2.3686e-15    642.69 0 
   649.50 2.4015e-15    651.63 0 
   658.54 2.3094e-15    660.69 0 
   664.63 2.6332e-15    666.81 0 
   675.43 2.8542e-15    677.64 0 
   684.82 2.5911e-15    687.07 0 
   694.35 3.0725e-15    696.63 0 
   705.63 2.6515e-15    707.95 0 
   715.45 3.4001e-15    717.79 0 
   725.40 3.5358e-15    727.78 0 
   735.49 3.6517e-15    737.90 0 
   745.73 3.6685e-15    748.17 0 
   754.36 3.7540e-15    756.83 0 
   764.86 3.5034e-15    767.36 0 
   775.50 3.9764e-15    778.04 0 
   784.48 3.8062e-15    787.05 0 
   795.39 4.1447e-15    797.99 0 
   804.60 4.3300e-15    807.24 0 
   815.79 4.4411e-15    818.46 0 
   825.24 4.6184e-15    827.94 0 
   834.79 3.8326e-15    837.53 0 
   844.46 4.7151e-15    847.23 0 
   854.24 4.7369e-15    857.04 0 
   864.13 4.9830e-15    866.96 0 
   874.14 5.0991e-15    877.00 0 
   884.26 5.2058e-15    887.16 0 
   894.50 5.3148e-15    897.43 0 
   904.86 5.3026e-15    907.82 0 
   915.33 5.4012e-15    918.33 0 
   925.93 1.4672e-14    928.97 0 
   934.50 2.5497e-14    937.56 0 
   945.32 3.9218e-14    948.42 0 
   954.07 4.9487e-14    957.19 0 
   965.12 5.5143e-14    968.28 0 
   974.05 1.6576e-14    977.24 0 
   985.32 4.6397e-14    988.55 0 
   994.44 4.6611e-14    997.70 0 
  1005.96 6.1872e-14   1009.25 0 
  1015.27 6.0882e-14   1018.59 0 
  1024.66 3.3923e-14   1028.02 0 
  1034.14 4.8249e-14   1037.53 0 
  1046.12 7.6470e-14   1049.54 0 
  1055.80 7.4386e-14   1059.25 0 
  1065.56 6.1163e-14   1069.05 0 
  1075.42 6.9581e-14   1078.95 0 
  1085.37 5.8142e-14   1088.93 0 
  1095.42 7.1695e-14   1099.01 0 
  1105.55 6.8785e-14   1109.18 0 
  1115.78 6.6603e-14   1119.44 0 
  1126.11 5.9496e-14   1129.80 0 
  1133.91 7.2026e-14   1137.63 0 
  1144.40 6.6756e-14   1148.15 0 
  1154.99 6.8785e-14   1158.78 0 
