# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.00 1.3125e-19    102.57 0 
   103.90 1.4491e-19    104.47 0 
   106.07 1.6485e-19    106.66 0 
   108.05 1.9103e-19    108.64 0 
   110.06 2.6430e-19    110.66 0 
   113.92 3.2516e-19    114.55 0 
   117.93 3.8027e-19    118.58 0 
   120.95 1.1379e-18    121.62 0 
   124.91 1.3035e-18    125.60 0 
   126.94 1.3680e-18    127.64 0 
   128.12 1.4194e-18    128.82 0 
   131.10 1.5104e-18    131.83 0 
   132.01 1.7104e-18    132.74 0 
   133.85 1.7705e-18    134.59 0 
   136.97 2.0898e-18    137.72 0 
   140.16 2.2085e-18    140.93 0 
   143.09 4.5824e-18    143.88 0 
   147.10 8.8735e-18    147.91 0 
   150.87 9.2917e-18    151.71 0 
   155.10 9.8196e-18    155.96 0 
   159.08 1.0425e-17    159.96 0 
   162.04 1.0842e-17    162.93 0 
   165.81 1.1537e-17    166.72 0 
   170.06 1.2081e-17    171.00 0 
   172.83 1.2534e-17    173.78 0 
   176.85 1.3095e-17    177.83 0 
   180.14 1.3524e-17    181.13 0 
   181.81 1.3839e-17    182.81 0 
   186.04 1.4391e-17    187.07 0 
   190.81 1.5104e-17    191.87 0 
   193.91 1.5599e-17    194.98 0 
   197.98 1.6147e-17    199.07 0 
   202.12 1.6753e-17    203.24 0 
   204.93 1.7183e-17    206.06 0 
   210.19 1.7222e-17    211.35 0 
   216.08 1.8711e-17    217.27 0 
   220.10 1.9368e-17    221.31 0 
   223.16 1.9593e-17    224.39 0 
   226.78 2.0281e-17    228.03 0 
   229.94 3.0346e-17    231.21 0 
   234.21 4.9785e-17    235.50 0 
   240.22 5.9854e-17    241.55 0 
   245.82 5.6246e-17    247.17 0 
   252.12 5.8089e-17    253.51 0 
   256.81 4.8205e-17    258.23 0 
   259.78 5.5093e-17    261.22 0 
   264.00 5.6898e-17    265.46 0 
   268.91 5.5988e-17    270.40 0 
   273.91 5.4966e-17    275.42 0 
   279.00 5.3963e-17    280.54 0 
   284.19 5.3100e-17    285.76 0 
   290.14 4.9785e-17    291.74 0 
   296.22 4.9785e-17    297.85 0 
   301.03 4.7984e-17    302.69 0 
   308.04 4.7653e-17    309.74 0 
   318.14 4.7217e-17    319.89 0 
   327.80 4.5719e-17    329.61 0 
   337.76 4.4065e-17    339.63 0 
   348.03 4.2374e-17    349.95 0 
   356.95 4.1600e-17    358.92 0 
   366.11 4.1600e-17    368.13 0 
   374.64 4.0747e-17    376.70 0 
   385.13 3.8468e-17    387.26 0 
   395.01 4.0373e-17    397.19 0 
   405.15 4.1888e-17    407.38 0 
   413.63 4.2179e-17    415.91 0 
   422.29 4.1888e-17    424.62 0 
   430.14 4.1985e-17    432.51 0 
   441.18 4.5404e-17    443.61 0 
   451.45 4.7544e-17    453.94 0 
   459.84 4.7325e-17    462.38 0 
   469.47 5.0014e-17    472.06 0 
   480.41 5.5603e-17    483.06 0 
   490.47 5.4713e-17    493.17 0 
   499.59 6.4579e-17    502.34 0 
   506.54 6.3547e-17    509.33 0 
   512.40 9.3346e-17    515.23 0 
   519.53 9.5961e-17    522.40 0 
   530.41 9.8423e-17    533.33 0 
   540.27 9.3131e-17    543.25 0 
   550.32 1.0095e-16    553.35 0 
   560.55 1.3005e-16    563.64 0 
   569.65 1.5035e-16    572.80 0 
   580.25 1.5635e-16    583.45 0 
   589.67 1.7222e-16    592.93 0 
   600.64 1.6372e-16    603.95 0 
   610.40 1.6869e-16    613.76 0 
   620.31 2.1732e-16    623.73 0 
   630.39 2.2136e-16    633.87 0 
   640.64 2.4951e-16    644.17 0 
   649.55 2.5828e-16    653.13 0 
   658.58 2.5474e-16    662.22 0 
   664.68 2.8780e-16    668.34 0 
   675.48 3.1196e-16    679.20 0 
   684.88 2.9181e-16    688.65 0 
   694.40 3.4681e-16    698.23 0 
   705.69 3.0981e-16    709.58 0 
   715.50 3.9183e-16    719.45 0 
   725.46 4.1124e-16    729.46 0 
   735.55 4.2766e-16    739.61 0 
   745.78 4.3762e-16    749.89 0 
   754.42 4.5300e-16    758.58 0 
   764.91 4.3261e-16    769.13 0 
   775.55 4.9101e-16    779.83 0 
   784.53 4.8094e-16    788.86 0 
   795.45 5.2251e-16    799.83 0 
   804.66 5.4840e-16    809.10 0 
   815.85 5.6767e-16    820.35 0 
   825.30 5.9442e-16    829.85 0 
   834.86 5.0593e-16    839.46 0 
   844.52 6.1958e-16    849.18 0 
   854.30 6.2819e-16    859.01 0 
   864.19 6.6389e-16    868.96 0 
   874.20 6.8564e-16    879.02 0 
   884.32 7.0647e-16    889.20 0 
   894.56 7.2626e-16    899.50 0 
   904.92 7.2962e-16    909.91 0 
   915.40 7.7642e-16    920.45 0 
   926.00 2.3938e-15    931.11 0 
   934.57 4.3762e-15    939.72 0 
   945.39 7.1961e-15    950.60 0 
   954.14 9.3561e-15    959.40 0 
   965.19 1.0619e-14    970.51 0 
   974.12 2.8913e-15    979.49 0 
   985.40 9.3777e-15    990.83 0 
   994.52 9.3777e-15   1000.00 0 
  1006.03 1.2419e-14   1011.58 0 
  1015.34 1.1942e-14   1020.94 0 
  1024.73 6.0687e-15   1030.39 0 
  1034.22 9.2703e-15   1039.92 0 
  1046.19 1.5139e-14   1051.96 0 
  1055.87 1.4794e-14   1061.70 0 
  1065.64 1.2249e-14   1071.52 0 
  1075.50 1.3967e-14   1081.43 0 
  1085.45 1.1617e-14   1091.44 0 
