# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.11 3.9157e-21    100.46 0 
   101.97 5.1619e-21    102.33 0 
   104.10 6.1491e-21    104.47 0 
   106.04 7.4957e-21    106.41 0 
   108.01 9.3715e-21    108.39 0 
   110.02 1.3329e-20    110.41 0 
   113.89 1.8315e-20    114.29 0 
   117.89 2.3703e-20    118.30 0 
   120.91 9.3070e-20    121.34 0 
   124.87 1.1293e-19    125.31 0 
   126.90 1.2017e-19    127.35 0 
   128.08 1.2642e-19    128.53 0 
   131.06 1.3671e-19    131.52 0 
   131.97 1.6137e-19    132.43 0 
   134.11 1.6819e-19    134.59 0 
   136.92 2.1126e-19    137.40 0 
   140.11 2.2637e-19    140.60 0 
   143.04 6.0927e-19    143.55 0 
   147.05 1.3515e-18    147.57 0 
   151.17 1.4382e-18    151.71 0 
   155.05 1.5481e-18    155.60 0 
   159.03 1.6781e-18    159.59 0 
   161.98 1.7653e-18    162.55 0 
   166.14 1.9178e-18    166.72 0 
   170.01 2.0456e-18    170.61 0 
   173.17 2.1420e-18    173.78 0 
   177.20 2.3164e-18    177.83 0 
   180.08 2.4367e-18    180.72 0 
   182.17 2.5224e-18    182.81 0 
   185.98 2.7028e-18    186.64 0 
   191.19 2.9635e-18    191.87 0 
   193.85 3.1609e-18    194.54 0 
   197.91 3.3948e-18    198.61 0 
   202.06 3.6882e-18    202.77 0 
   204.87 3.9247e-18    205.59 0 
   210.12 4.1765e-18    210.86 0 
   216.01 4.9296e-18    216.77 0 
   220.02 5.4176e-18    220.80 0 
   223.09 5.7255e-18    223.87 0 
   227.23 6.3214e-18    228.03 0 
   229.86 8.9292e-18    230.67 0 
   234.14 1.4382e-17    234.96 0 
   240.14 1.8699e-17    240.99 0 
   245.74 1.9670e-17    246.60 0 
   252.04 2.3164e-17    252.93 0 
   256.73 2.2846e-17    257.63 0 
   260.30 2.6352e-17    261.22 0 
   263.92 3.3714e-17    264.85 0 
   268.83 3.8178e-17    269.77 0 
   273.82 4.2836e-17    274.79 0 
   278.91 4.2639e-17    279.90 0 
   284.10 5.4052e-17    285.10 0 
   290.05 6.2490e-17    291.07 0 
   296.12 6.6041e-17    297.17 0 
   300.93 6.9632e-17    302.00 0 
   307.94 8.5666e-17    309.03 0 
   318.03 1.0135e-16    319.15 0 
   327.70 1.2411e-16    328.85 0 
   337.65 1.3893e-16    338.84 0 
   347.91 1.5375e-16    349.14 0 
