# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.00 4.1082e-19    104.71 0 
   103.89 4.7168e-19    106.66 0 
   106.07 5.5802e-19    108.89 0 
   108.04 6.6934e-19    110.92 0 
   110.05 9.4329e-19    112.98 0 
   113.92 1.2349e-18    116.95 0 
   117.92 1.5298e-18    121.06 0 
   120.95 4.8601e-18    124.17 0 
   124.91 5.8163e-18    128.23 0 
   126.94 6.2036e-18    130.32 0 
   128.11 6.5110e-18    131.52 0 
   131.10 7.0900e-18    134.59 0 
   132.01 8.1404e-18    135.52 0 
   134.15 8.5634e-18    137.72 0 
   136.96 1.0415e-17    140.60 0 
   140.15 1.1237e-17    143.88 0 
   143.08 2.5156e-17    146.89 0 
   147.09 5.1009e-17    151.01 0 
   150.87 5.4657e-17    154.88 0 
   155.09 5.9108e-17    159.22 0 
   159.07 6.4217e-17    163.31 0 
   162.03 6.7709e-17    166.34 0 
   166.18 7.3392e-17    170.61 0 
   170.06 7.8279e-17    174.58 0 
   172.82 8.2347e-17    177.42 0 
   176.84 8.7427e-17    181.55 0 
   180.13 9.1337e-17    184.93 0 
   181.80 9.4112e-17    186.64 0 
   186.03 9.9231e-17    190.99 0 
   190.81 1.0608e-16    195.88 0 
   193.91 1.1083e-16    199.07 0 
   197.97 1.1605e-16    203.24 0 
   202.11 1.2208e-16    207.49 0 
   204.92 1.2637e-16    210.38 0 
   210.18 1.2813e-16    215.77 0 
   216.07 1.4179e-16    221.82 0 
   220.09 1.4813e-16    225.94 0 
   223.15 1.5123e-16    229.09 0 
   226.77 1.5800e-16    232.81 0 
   229.93 2.3804e-16    236.05 0 
   234.20 3.9323e-16    240.44 0 
   240.21 5.0658e-16    246.60 0 
   245.81 4.7934e-16    252.35 0 
   252.11 5.1009e-16    258.82 0 
   256.80 4.1653e-16    263.63 0 
   259.77 4.9619e-16    266.69 0 
   263.99 5.2438e-16    271.02 0 
   268.90 5.2438e-16    276.06 0 
   273.90 5.2077e-16    281.19 0 
   278.99 5.1600e-16    286.42 0 
   284.18 5.1719e-16    291.74 0 
   290.13 4.9277e-16    297.85 0 
   296.20 4.9505e-16    304.09 0 
   301.02 4.7604e-16    309.03 0 
   308.03 4.8267e-16    316.23 0 
   318.12 4.9051e-16    326.59 0 
   327.79 4.8378e-16    336.51 0 
   337.75 4.7168e-16    346.74 0 
   348.01 4.5882e-16    357.27 0 
   356.94 4.5357e-16    366.44 0 
   366.09 4.5567e-16    375.84 0 
   374.62 4.4529e-16    384.59 0 
   385.12 4.1749e-16    395.37 0 
   394.99 4.2623e-16    405.51 0 
   405.13 4.2427e-16    415.91 0 
   413.61 4.1366e-16    424.62 0 
   422.27 4.0054e-16    433.51 0 
   430.12 3.8963e-16    441.57 0 
   441.15 3.8517e-16    452.90 0 
   451.43 3.7381e-16    463.45 0 
   459.82 3.5946e-16    472.06 0 
   470.53 3.5047e-16    483.06 0 
   480.39 3.4566e-16    493.17 0 
   490.45 3.2934e-16    503.50 0 
   499.56 3.2934e-16    512.86 0 
   506.51 3.1816e-16    520.00 0 
   512.38 3.3546e-16    526.02 0 
   519.51 3.2632e-16    533.33 0 
   530.38 3.1307e-16    544.50 0 
   540.25 2.9285e-16    554.63 0 
   550.29 2.8226e-16    564.94 0 
   560.52 2.8883e-16    575.44 0 
   569.63 2.8883e-16    584.79 0 
   580.22 2.7839e-16    595.66 0 
   589.65 2.7393e-16    605.34 0 
   600.61 2.5742e-16    616.59 0 
   610.37 2.2421e-16    626.61 0 
   620.28 2.5506e-16    636.80 0 
   630.36 2.4414e-16    647.14 0 
   640.61 2.4471e-16    657.66 0 
   649.52 2.3640e-16    666.81 0 
   658.55 2.2628e-16    676.08 0 
   664.65 2.2996e-16    682.34 0 
   675.45 2.2680e-16    693.43 0 
   684.84 2.1215e-16    703.07 0 
   694.37 2.1610e-16    712.85 0 
   705.65 1.9936e-16    724.44 0 
   715.47 2.0780e-16    734.51 0 
   725.42 2.0354e-16    744.73 0 
   735.51 1.9982e-16    755.09 0 
   745.75 1.9348e-16    765.60 0 
