# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.03 1.7786e-19    100.23 0 
   101.89 2.1731e-19    102.09 0 
   104.02 2.4326e-19    104.23 0 
   105.96 2.8124e-19    106.17 0 
   107.93 3.3119e-19    108.14 0 
   109.93 4.7215e-19    110.15 0 
   114.06 6.0128e-19    114.29 0 
   118.07 7.2457e-19    118.30 0 
   121.10 2.1781e-18    121.34 0 
   125.06 2.5887e-18    125.31 0 
   127.10 2.7738e-18    127.35 0 
   127.98 2.9045e-18    128.23 0 
   130.96 3.1774e-18    131.22 0 
   131.87 3.6064e-18    132.13 0 
   134.01 3.8113e-18    134.28 0 
   137.13 4.5822e-18    137.40 0 
   140.00 4.9783e-18    140.28 0 
   142.93 9.9101e-18    143.22 0 
   146.94 1.8710e-17    147.23 0 
   151.05 2.0280e-17    151.36 0 
   154.93 2.2237e-17    155.24 0 
   158.90 2.4326e-17    159.22 0 
   161.86 2.5887e-17    162.18 0 
   166.01 2.8319e-17    166.34 0 
   169.88 3.0555e-17    170.22 0 
   173.04 3.2365e-17    173.38 0 
   177.07 3.4760e-17    177.42 0 
   179.94 3.6566e-17    180.30 0 
   182.03 3.7938e-17    182.39 0 
   185.84 4.0465e-17    186.21 0 
   191.04 4.3760e-17    191.43 0 
   194.15 4.6034e-17    194.54 0 
   198.21 4.8762e-17    198.61 0 
   201.90 5.1651e-17    202.30 0 
   205.18 5.3961e-17    205.59 0 
   209.96 5.5600e-17    210.38 0 
   215.84 6.2098e-17    216.27 0 
   219.85 6.5325e-17    220.29 0 
   222.91 6.7155e-17    223.36 0 
   227.06 7.0807e-17    227.51 0 
   230.22 1.0668e-16    230.67 0 
   233.96 1.7951e-16    234.42 0 
   239.96 2.2033e-16    240.44 0 
   246.11 2.1236e-16    246.60 0 
   251.85 2.2340e-16    252.35 0 
   257.12 1.8927e-16    257.63 0 
   260.10 2.1781e-16    260.62 0 
   263.71 2.2703e-16    264.24 0 
   269.24 2.2703e-16    269.77 0 
   274.24 2.2650e-16    274.79 0 
   278.70 2.2598e-16    279.25 0 
   283.88 2.2546e-16    284.45 0 
   289.82 2.1482e-16    290.40 0 
   295.89 2.1882e-16    296.48 0 
   300.70 2.1383e-16    301.30 0 
   307.70 2.1581e-16    308.32 0 
   317.79 2.1781e-16    318.42 0 
   328.20 2.1532e-16    328.85 0 
   338.17 2.1139e-16    338.84 0 
   347.64 2.0705e-16    348.34 0 
   357.38 2.0327e-16    358.10 0 
   365.71 2.0095e-16    366.44 0 
   375.09 1.9637e-16    375.84 0 
   384.71 1.8710e-16    385.48 0 
   394.58 1.8753e-16    395.37 0 
