# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.02 2.1418e-25    101.16 0 
   102.12 3.0394e-25    103.28 0 
   104.01 4.0159e-25    105.20 0 
   105.95 5.4298e-25    107.15 0 
   107.92 7.3415e-25    109.14 0 
   109.92 1.1716e-24    111.17 0 
   114.05 1.9805e-24    115.35 0 
   118.06 3.1462e-24    119.40 0 
   121.09 8.1430e-24    122.46 0 
   125.05 1.2641e-23    126.47 0 
   127.08 1.5552e-23    128.53 0 
   127.96 1.7290e-23    129.42 0 
   130.95 2.3056e-23    132.43 0 
   131.85 2.6655e-23    133.35 0 
   134.00 3.2047e-23    135.52 0 
   137.12 4.3932e-23    138.68 0 
   139.99 5.6988e-23    141.58 0 
   142.92 9.2851e-23    144.54 0 
   146.92 1.5024e-22    148.59 0 
   151.04 2.0407e-22    152.76 0 
   154.91 2.7465e-22    156.68 0 
   158.89 3.6541e-22    160.69 0 
   161.84 4.4852e-22    163.68 0 
   165.99 5.8450e-22    167.88 0 
   169.86 7.5125e-22    171.79 0 
   173.02 9.0112e-22    174.98 0 
   177.05 1.1371e-21    179.06 0 
   179.92 1.3483e-21    181.97 0 
   182.01 1.5059e-21    184.08 0 
   185.82 1.8612e-21    187.93 0 
   191.03 2.3976e-21    193.20 0 
   194.13 2.7847e-21    196.34 0 
   198.19 3.3634e-21    200.45 0 
   201.88 4.0345e-21    204.17 0 
   205.16 4.6109e-21    207.49 0 
   209.94 5.5948e-21    212.32 0 
   215.82 7.2742e-21    218.27 0 
   219.83 8.4876e-21    222.33 0 
   222.89 9.4795e-21    225.42 0 
   227.03 1.0985e-20    229.61 0 
   230.19 2.6840e-20    232.81 0 
   233.93 4.1284e-20    236.59 0 
   239.93 5.4423e-20    242.66 0 
   246.09 6.0644e-20    248.89 0 
   251.82 7.0434e-20    254.68 0 
   257.09 6.8673e-20    260.02 0 
   260.07 8.0683e-20    263.03 0 
   264.30 8.9286e-20    267.30 0 
   269.21 9.7451e-20    272.27 0 
   274.21 1.0612e-19    277.33 0 
   279.31 1.1476e-19    282.49 0 
   283.85 1.2410e-19    287.08 0 
   289.79 1.3176e-19    293.09 0 
   295.86 1.4581e-19    299.23 0 
   300.67 1.5198e-19    304.09 0 
   307.67 1.6896e-19    311.17 0 
   317.75 1.9534e-19    321.37 0 
   328.16 2.1917e-19    331.89 0 
   338.14 2.4478e-19    341.98 0 
   347.61 2.7214e-19    351.56 0 
   357.35 3.0115e-19    361.41 0 
   365.67 3.3634e-19    369.83 0 
   375.05 3.6879e-19    379.31 0 
   384.67 4.0718e-19    389.05 0 
   395.45 4.7074e-19    399.94 0 
   404.66 5.3430e-19    409.26 0 
   414.09 6.0504e-19    418.79 0 
   421.78 6.6955e-19    426.58 0 
   429.63 7.4952e-19    434.51 0 
   440.65 8.9698e-19    445.66 0 
   450.91 1.0514e-18    456.04 0 
   460.35 1.2044e-18    465.59 0 
   469.99 1.4414e-18    475.34 0 
   479.83 1.7290e-18    485.29 0 
   489.88 2.0549e-18    495.45 0 
   500.14 2.5106e-18    505.82 0 
   505.93 9.5893e-18    511.68 0 
   511.79 3.6626e-17    517.61 0 
   520.10 3.8000e-17    526.02 0 
   529.77 4.0252e-17    535.80 0 
   539.62 3.9335e-17    545.76 0 
   549.66 5.1616e-17    555.90 0 
   559.87 6.3064e-17    566.24 0 
   570.28 7.1579e-17    576.77 0 
   579.55 7.0923e-17    586.14 0 
   590.32 8.4486e-17    597.04 0 
   599.92 8.7455e-17    606.74 0 
   609.66 1.0251e-16    616.59 0 
   619.57 1.1961e-16    626.61 0 
   629.64 1.2965e-16    636.80 0 
   639.87 1.3702e-16    647.14 0 
   650.27 1.5268e-16    657.66 0 
   657.80 1.6136e-16    665.27 0 
   665.41 1.7450e-16    672.98 0 
   674.67 1.8612e-16    682.34 0 
   685.63 1.8827e-16    693.43 0 
   695.17 2.2687e-16    703.07 0 
   704.84 2.2376e-16    712.85 0 
   716.29 2.6840e-16    724.44 0 
   726.26 2.8365e-16    734.51 0 
   734.67 3.0115e-16    743.02 0 
   744.89 3.3021e-16    753.36 0 
   755.25 3.5220e-16    763.84 0 
   765.76 3.7565e-16    774.46 0 
   774.62 4.0624e-16    783.43 0 
   785.40 4.4135e-16    794.33 0 
   794.49 4.6643e-16    803.53 0 
   805.55 4.9180e-16    814.70 0 
   814.87 5.1735e-16    824.14 0 
   824.31 5.6077e-16    833.68 0 
   835.78 5.2334e-16    845.28 0 
   845.46 6.1346e-16    855.07 0 
   855.25 6.4682e-16    864.97 0 
   865.15 6.9149e-16    874.98 0 
   875.17 7.3754e-16    885.12 0 
   885.30 7.8847e-16    895.36 0 
   895.55 8.3327e-16    905.73 0 
   905.92 8.6255e-16    916.22 0 
   914.30 1.2439e-15    924.70 0 
   924.89 7.2075e-15    935.41 0 
   935.60 1.5163e-14    946.24 0 
   944.26 3.0115e-14    954.99 0 
   955.19 4.0345e-14    966.05 0 
   964.03 5.0094e-14    974.99 0 
   975.19 1.5024e-14    986.28 0 
   984.22 5.4298e-14    995.41 0 
   995.61 5.3430e-14   1006.93 0 
  1004.83 6.2919e-14   1016.25 0 
  1014.12 5.8048e-14   1025.65 0 
  1025.87 2.5049e-14   1037.53 0 
  1035.36 4.9407e-14   1047.13 0 
  1044.94 7.4265e-14   1056.82 0 
  1054.61 7.3754e-14   1066.60 0 
  1064.37 6.6037e-14   1076.47 0 
  1074.21 7.3415e-14   1086.43 0 
  1084.15 6.5733e-14   1096.48 0 
  1094.18 7.5995e-14   1106.62 0 
  1104.31 7.2910e-14   1116.86 0 
  1114.53 7.3078e-14   1127.20 0 
  1124.84 6.7731e-14   1137.63 0 
  1135.25 7.5995e-14   1148.15 0 
  1145.75 7.1909e-14   1158.78 0 
  1153.69 7.4608e-14   1166.81 0 
  1164.37 7.6170e-14   1177.61 0 
  1175.14 6.0923e-14   1188.50 0 
  1186.02 7.5125e-14   1199.50 0 
  1194.24 6.5733e-14   1207.81 0 
  1205.29 5.3677e-14   1218.99 0 
  1213.64 2.7719e-14   1227.44 0 
  1224.87 5.8316e-14   1238.80 0 
  1236.21 7.3754e-14   1250.26 0 
  1244.77 7.7052e-14   1258.93 0 
  1256.29 7.6346e-14   1270.57 0 
  1265.00 7.3415e-14   1279.38 0 
  1273.77 7.9211e-14   1288.25 0 
  1285.56 7.9944e-14   1300.17 0 
  1294.47 7.2408e-14   1309.18 0 
  1306.44 7.3415e-14   1321.30 0 
  1315.50 7.9944e-14   1330.45 0 
  1324.62 7.7408e-14   1339.68 0 
  1333.80 7.4094e-14   1348.96 0 
  1346.14 7.8304e-14   1361.44 0 
  1355.47 7.8124e-14   1370.88 0 
  1364.87 7.5125e-14   1380.38 0 
  1374.33 7.5472e-14   1389.95 0 
  1383.86 7.6170e-14   1399.59 0 
  1393.45 6.8200e-14   1409.29 0 
  1406.34 7.0272e-14   1422.33 0 
  1416.09 7.4094e-14   1432.19 0 
  1425.91 7.3415e-14   1442.12 0 
  1435.79 7.4436e-14   1452.11 0 
  1442.42 7.5646e-14   1458.81 0 
  1445.74 7.5298e-14   1462.18 0 
  1455.76 7.4436e-14   1472.31 0 
  1465.85 7.2241e-14   1482.52 0 
  1476.02 7.2241e-14   1492.79 0 
  1486.25 7.2075e-14   1503.14 0 
  1496.55 7.1909e-14   1513.56 0 
  1503.46 6.9628e-14   1520.55 0 
  1510.40 6.5885e-14   1527.57 0 
  1517.37 6.7575e-14   1534.62 0 
  1524.37 6.7887e-14   1541.70 0 
  1534.94 6.2919e-14   1552.39 0 
  1545.58 6.3795e-14   1563.15 0 
  1556.29 6.2056e-14   1573.98 0 
  1563.47 6.4089e-14   1581.25 0 
  1574.31 6.6494e-14   1592.21 0 
  1585.22 6.6955e-14   1603.25 0 
  1596.21 6.7731e-14   1614.36 0 
  1603.58 6.6189e-14   1621.81 0 
  1614.70 6.5885e-14   1633.05 0 
  1625.89 6.5281e-14   1644.37 0 
  1633.39 6.6955e-14   1651.96 0 
  1644.72 6.6494e-14   1663.41 0 
  1656.12 6.5431e-14   1674.94 0 
  1663.76 6.7575e-14   1682.67 0 
  1671.44 6.5130e-14   1690.44 0 
  1675.29 6.7887e-14   1694.34 0 
  1686.91 6.7887e-14   1706.08 0 
  1694.69 6.6189e-14   1713.96 0 
  1706.44 6.4831e-14   1725.84 0 
  1714.32 6.3064e-14   1733.80 0 
  1726.20 6.2775e-14   1745.82 0 
  1734.17 6.4533e-14   1753.88 0 
  1746.19 6.3356e-14   1766.04 0 
  1754.25 6.4682e-14   1774.19 0 
  1766.41 6.2199e-14   1786.49 0 
  1774.56 6.2486e-14   1794.73 0 
  1786.86 6.3064e-14   1807.17 0 
  1795.11 6.4089e-14   1815.52 0 
  1803.39 6.4089e-14   1823.90 0 
  1815.89 6.1487e-14   1836.54 0 
  1824.28 6.2343e-14   1845.02 0 
  1836.92 6.1346e-14   1857.80 0 
  1845.40 5.8181e-14   1866.38 0 
  1853.92 5.7781e-14   1874.99 0 
  1866.77 5.8720e-14   1887.99 0 
  1875.39 6.0644e-14   1896.71 0 
  1884.04 5.6988e-14   1905.46 0 
  1897.10 5.4801e-14   1918.67 0 
  1905.86 5.7781e-14   1927.53 0 
  1914.66 5.5819e-14   1936.42 0 
  1923.49 5.4674e-14   1945.36 0 
  1936.83 5.6466e-14   1958.84 0 
  1945.77 5.7648e-14   1967.89 0 
  1954.75 5.4423e-14   1976.97 0 
  1968.30 5.7120e-14   1990.67 0 
  1977.38 5.8585e-14   1999.86 0 
  1981.94 5.6206e-14   2004.47 0 
  1995.68 5.5180e-14   2018.37 0 
  2004.89 5.6206e-14   2027.68 0 
  2014.15 5.5948e-14   2037.04 0 
  2023.44 5.7120e-14   2046.45 0 
  2032.78 5.4927e-14   2055.89 0 
  2046.87 5.5180e-14   2070.14 0 
  2056.32 5.3184e-14   2079.70 0 
  2065.81 5.4049e-14   2089.30 0 
  2075.35 5.6336e-14   2098.94 0 
  2080.13 5.3924e-14   2103.78 0 
  2084.93 5.4927e-14   2108.63 0 
  2094.55 5.3184e-14   2118.36 0 
  2104.22 5.4173e-14   2128.14 0 
  2113.93 5.4173e-14   2137.96 0 
  2123.69 5.4801e-14   2147.83 0 
  2133.49 5.3677e-14   2157.74 0 
  2143.34 5.2940e-14   2167.70 0 
  2153.23 5.3800e-14   2177.71 0 
  2163.17 5.3184e-14   2187.76 0 
  2173.16 5.2818e-14   2197.86 0 
  2183.19 5.2455e-14   2208.01 0 
  2193.26 5.3062e-14   2218.20 0 
  2203.39 5.2334e-14   2228.44 0 
  2213.56 5.1616e-14   2238.72 0 
  2223.77 5.0791e-14   2249.05 0 
  2234.04 5.1379e-14   2259.44 0 
  2244.35 5.1025e-14   2269.86 0 
  2254.71 5.0094e-14   2280.34 0 
  2265.12 5.0325e-14   2290.87 0 
  2275.57 5.0439e-14   2301.44 0 
  2286.08 5.0536e-14   2312.07 0 
  2296.63 4.9028e-14   2322.74 0 
  2307.23 4.9350e-14   2333.46 0 
  2312.55 4.8664e-14   2338.84 0 
  2323.22 4.3556e-14   2349.63 0 
  2333.95 4.7412e-14   2360.48 0 
  2344.72 4.6743e-14   2371.37 0 
  2355.54 4.7376e-14   2382.32 0 
  2366.41 4.6387e-14   2393.32 0 
  2377.34 4.6476e-14   2404.36 0 
  2382.82 4.5409e-14   2409.91 0 
  2393.82 4.6023e-14   2421.03 0 
  2404.87 4.5375e-14   2432.20 0 
  2415.97 4.5253e-14   2443.43 0 
  2427.12 4.5654e-14   2454.71 0 
  2432.71 4.4709e-14   2460.37 0 
  2443.94 4.5209e-14   2471.72 0 
  2455.22 4.4983e-14   2483.13 0 
  2466.56 4.4451e-14   2494.60 0 
  2472.24 4.4034e-14   2500.35 0 
  2483.65 4.4220e-14   2511.89 0 
  2495.12 4.2310e-14   2523.48 0 
  2506.63 4.3982e-14   2535.13 0 
  2512.41 4.2578e-14   2540.97 0 
  2518.20 4.3261e-14   2546.83 0 
  2524.01 4.2561e-14   2552.70 0 
  2535.66 4.2250e-14   2564.48 0 
  2547.36 4.1846e-14   2576.32 0 
  2553.23 4.2517e-14   2582.26 0 
  2565.02 4.2110e-14   2594.18 0 
  2576.86 4.2482e-14   2606.15 0 
  2582.80 4.2278e-14   2612.16 0 
  2594.72 4.1969e-14   2624.22 0 
  2606.70 4.1471e-14   2636.33 0 
  2612.71 4.1177e-14   2642.41 0 
  2624.77 4.1255e-14   2654.61 0 
  2636.88 4.1142e-14   2666.86 0 
  2642.96 4.1898e-14   2673.01 0 
  2655.16 4.1784e-14   2685.34 0 
  2667.42 4.0910e-14   2697.74 0 
  2673.56 4.1089e-14   2703.96 0 
  2685.91 4.1072e-14   2716.44 0 
  2692.10 4.0313e-14   2722.70 0 
  2704.52 4.0388e-14   2735.27 0 
  2717.01 3.9817e-14   2747.89 0 
  2723.27 3.9443e-14   2754.23 0 
  2735.84 3.9790e-14   2766.94 0 
  2742.15 3.8431e-14   2773.32 0 
  2754.80 3.8414e-14   2786.12 0 
  2767.52 3.8574e-14   2798.98 0 
  2773.90 3.9012e-14   2805.43 0 
  2786.70 3.8548e-14   2818.38 0 
  2793.13 3.6551e-14   2824.88 0 
  2806.02 3.7214e-14   2837.92 0 
  2812.49 3.8336e-14   2844.46 0 
  2825.47 3.8054e-14   2857.59 0 
  2831.98 3.7351e-14   2864.18 0 
  2845.06 3.7334e-14   2877.40 0 
  2858.19 3.7060e-14   2890.68 0 
  2864.78 3.7394e-14   2897.34 0 
  2878.00 3.7119e-14   2910.72 0 
  2884.63 3.7025e-14   2917.43 0 
  2897.95 3.6838e-14   2930.89 0 
  2911.33 3.6990e-14   2944.42 0 
  2931.51 3.6373e-14   2964.83 0 
  2951.83 3.5848e-14   2985.38 0 
  2972.29 3.5739e-14   3006.08 0 
  2992.89 3.5386e-14   3026.91 0 
  3006.71 3.5125e-14   3040.89 0 
  3027.55 3.4857e-14   3061.96 0 
  3048.53 3.4512e-14   3083.19 0 
  3069.66 3.4091e-14   3104.56 0 
  3090.94 3.3753e-14   3126.08 0 
  3112.37 3.3418e-14   3147.75 0 
  3126.73 3.3019e-14   3162.28 0 
  3148.41 3.2766e-14   3184.20 0 
  3170.23 3.2440e-14   3206.27 0 
  3192.21 3.1750e-14   3228.49 0 
  3206.94 3.1733e-14   3243.40 0 
  3229.17 3.1273e-14   3265.88 0 
  3251.55 3.1248e-14   3288.52 0 
  3266.56 3.1159e-14   3303.70 0 
  3289.20 3.0848e-14   3326.60 0 
  3312.00 3.0540e-14   3349.66 0 
  3319.64 3.0957e-14   3357.38 0 
  3327.29 3.1091e-14   3365.12 0 
  3334.96 3.1011e-14   3372.87 0 
  3342.65 2.9268e-14   3380.65 0 
  3350.35 3.0994e-14   3388.44 0 
  3358.08 2.8984e-14   3396.25 0 
  3365.82 2.9582e-14   3404.08 0 
  3373.58 2.9168e-14   3411.93 0 
  3381.35 2.8826e-14   3419.79 0 
  3389.15 3.0038e-14   3427.68 0 
  3396.96 3.0099e-14   3435.58 0 
  3404.79 2.9203e-14   3443.50 0 
  3412.64 2.9060e-14   3451.44 0 
  3420.51 2.9797e-14   3459.39 0 
  3428.39 2.9720e-14   3467.37 0 
  3436.30 2.9987e-14   3475.36 0 
  3444.22 2.8894e-14   3483.37 0 
  3452.16 3.0177e-14   3491.40 0 
  3460.12 2.8745e-14   3499.45 0 
  3468.09 2.8736e-14   3507.52 0 
  3476.09 2.8662e-14   3515.60 0 
  3484.10 2.8195e-14   3523.71 0 
  3492.13 2.9111e-14   3531.83 0 
  3500.18 2.8769e-14   3539.97 0 
  3508.25 2.7977e-14   3548.13 0 
  3516.34 2.7776e-14   3556.31 0 
  3524.45 2.8349e-14   3564.51 0 
  3532.57 2.8538e-14   3572.73 0 
  3540.71 2.8793e-14   3580.96 0 
  3548.88 2.9252e-14   3589.22 0 
  3557.06 2.9244e-14   3597.49 0 
  3565.26 2.9168e-14   3605.79 0 
  3573.48 2.8169e-14   3614.10 0 
  3581.71 2.7330e-14   3622.43 0 
  3589.97 2.6762e-14   3630.78 0 
  3598.25 2.7503e-14   3639.15 0 
  3606.54 2.7685e-14   3647.54 0 
  3614.85 2.7998e-14   3655.95 0 
  3623.19 2.8248e-14   3664.37 0 
  3631.54 2.9502e-14   3672.82 0 
  3633.61 2.7896e-14   3674.92 1 
  3636.33 2.7033e-14   3677.67 1 
  3639.05 2.9525e-14   3680.42 1 
  3641.77 2.8355e-14   3683.17 1 
  3644.49 2.5661e-14   3685.92 1 
  3647.21 2.6375e-14   3688.67 1 
  3649.93 2.8296e-14   3691.42 1 
  3652.65 2.8458e-14   3694.17 1 
  3655.37 2.8186e-14   3696.92 1 
  3658.08 3.0149e-14   3699.67 1 
  3660.80 2.4870e-14   3702.42 1 
  3663.52 2.6936e-14   3705.17 1 
  3666.24 2.6813e-14   3707.92 1 
  3668.96 2.7529e-14   3710.67 1 
  3671.68 2.5280e-14   3713.42 1 
  3674.40 2.8350e-14   3716.17 1 
  3677.12 2.8785e-14   3718.92 1 
  3679.84 2.5739e-14   3721.67 1 
  3682.56 2.5393e-14   3724.42 1 
  3685.28 2.5799e-14   3727.17 1 
  3687.99 2.7075e-14   3729.92 1 
  3690.71 2.6507e-14   3732.67 1 
  3693.43 2.7109e-14   3735.42 1 
  3696.15 2.6673e-14   3738.17 1 
  3698.87 2.9467e-14   3740.92 1 
  3701.59 2.7342e-14   3743.67 1 
  3704.31 2.8518e-14   3746.42 1 
  3707.03 2.6896e-14   3749.17 1 
  3709.75 2.6675e-14   3751.92 1 
  3712.47 2.6706e-14   3754.67 1 
  3715.19 3.1462e-14   3757.42 1 
  3717.90 4.0794e-14   3760.17 1 
  3720.62 7.6835e-14   3762.92 1 
  3723.34 1.3711e-13   3765.67 1 
  3726.06 1.8159e-13   3768.42 1 
  3728.78 1.7416e-13   3771.17 1 
  3731.50 1.1742e-13   3773.92 1 
  3734.22 6.5974e-14   3776.67 1 
  3736.94 4.1348e-14   3779.42 1 
  3739.66 3.5980e-14   3782.17 1 
  3742.38 3.1935e-14   3784.92 1 
  3745.10 2.7922e-14   3787.67 1 
  3747.81 2.9153e-14   3790.42 1 
  3750.53 2.6905e-14   3793.17 1 
  3753.25 3.1938e-14   3795.92 1 
  3755.97 3.2153e-14   3798.67 1 
  3758.69 3.1845e-14   3801.42 1 
  3761.41 3.2532e-14   3804.17 1 
  3764.13 3.0755e-14   3806.92 1 
  3766.85 2.9062e-14   3809.67 1 
  3769.57 2.9777e-14   3812.42 1 
  3772.29 3.1094e-14   3815.17 1 
  3775.01 3.1120e-14   3817.92 1 
  3777.72 3.2346e-14   3820.67 1 
  3780.44 3.4920e-14   3823.42 1 
  3783.16 3.5938e-14   3826.17 1 
  3785.88 3.6377e-14   3828.92 1 
  3788.60 3.3289e-14   3831.67 1 
  3791.32 3.0573e-14   3834.42 1 
  3794.04 3.0308e-14   3837.17 1 
  3796.76 2.9765e-14   3839.92 1 
  3799.48 2.9542e-14   3842.67 1 
  3802.20 3.1638e-14   3845.42 1 
  3804.92 3.2930e-14   3848.17 1 
  3807.63 3.5334e-14   3850.92 1 
  3810.35 3.7259e-14   3853.67 1 
  3813.07 3.6313e-14   3856.42 1 
  3815.79 3.6496e-14   3859.17 1 
  3818.51 3.5760e-14   3861.92 1 
  3821.23 3.7081e-14   3864.67 1 
  3823.95 3.4275e-14   3867.42 1 
  3826.67 3.2867e-14   3870.17 1 
  3829.39 3.0049e-14   3872.92 1 
  3832.11 2.7947e-14   3875.67 1 
  3834.83 2.8394e-14   3878.42 1 
  3837.54 2.8919e-14   3881.17 1 
  3840.26 3.1880e-14   3883.92 1 
  3842.98 3.4942e-14   3886.67 1 
  3845.70 3.5212e-14   3889.42 1 
  3848.42 3.8193e-14   3892.17 1 
  3851.14 3.7215e-14   3894.92 1 
  3853.86 3.7135e-14   3897.67 1 
  3856.58 3.8883e-14   3900.42 1 
  3859.30 4.0298e-14   3903.17 1 
  3862.02 4.1579e-14   3905.92 1 
  3864.74 4.4866e-14   3908.67 1 
  3867.45 4.4855e-14   3911.42 1 
  3870.17 4.4274e-14   3914.17 1 
  3872.89 3.8572e-14   3916.92 1 
  3875.61 3.6814e-14   3919.67 1 
  3878.33 3.4918e-14   3922.42 1 
  3881.05 3.2903e-14   3925.17 1 
  3883.77 3.4624e-14   3927.92 1 
  3886.49 3.3967e-14   3930.67 1 
  3889.21 3.4436e-14   3933.42 1 
  3891.93 3.3235e-14   3936.17 1 
  3894.65 3.2462e-14   3938.92 1 
  3897.36 3.3154e-14   3941.67 1 
  3900.08 3.5071e-14   3944.42 1 
  3902.80 3.6259e-14   3947.17 1 
  3905.52 3.6154e-14   3949.92 1 
  3908.24 3.7796e-14   3952.67 1 
  3910.96 3.8204e-14   3955.42 1 
  3913.68 3.8061e-14   3958.17 1 
  3916.40 3.6582e-14   3960.92 1 
  3919.12 3.6824e-14   3963.67 1 
  3921.84 3.6308e-14   3966.42 1 
  3924.56 3.6084e-14   3969.17 1 
  3927.27 3.5235e-14   3971.92 1 
  3929.99 3.3637e-14   3974.67 1 
  3932.71 3.3972e-14   3977.42 1 
  3935.43 3.4010e-14   3980.17 1 
  3938.15 3.5489e-14   3982.92 1 
  3940.87 3.6351e-14   3985.67 1 
  3943.59 3.8320e-14   3988.42 1 
  3946.31 3.6853e-14   3991.17 1 
