# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.02 5.2978e-18    104.23 0 
   103.92 6.1958e-18    106.17 0 
   106.09 7.3977e-18    108.39 0 
   108.07 9.0385e-18    110.41 0 
   110.08 1.2505e-17    112.46 0 
   113.94 1.6600e-17    116.41 0 
   117.95 2.0850e-17    120.50 0 
   120.97 7.6049e-17    123.59 0 
   124.94 8.9350e-17    127.64 0 
   126.97 9.3993e-17    129.72 0 
   128.14 9.8196e-17    130.92 0 
   131.13 1.0425e-16    133.97 0 
   132.04 1.2193e-16    134.90 0 
   133.87 1.2592e-16    136.77 0 
   136.99 1.5456e-16    139.96 0 
   139.86 1.6259e-16    142.89 0 
   143.12 4.3964e-16    146.22 0 
   147.13 1.0235e-15    150.31 0 
   150.90 1.0571e-15    154.17 0 
   155.13 1.1043e-15    158.49 0 
   159.11 1.1590e-15    162.55 0 
   162.07 1.1943e-15    165.58 0 
   165.84 1.2592e-15    169.43 0 
   170.09 1.3035e-15    173.78 0 
   172.86 1.3431e-15    176.60 0 
   176.89 1.3871e-15    180.72 0 
   180.17 1.4194e-15    184.08 0 
   181.84 1.4424e-15    185.78 0 
   186.08 1.4863e-15    190.11 0 
   190.85 1.5385e-15    194.98 0 
   193.95 1.5816e-15    198.15 0 
   198.01 1.6184e-15    202.30 0 
   202.16 1.6676e-15    206.54 0 
   204.97 1.6986e-15    209.41 0 
   210.23 1.6715e-15    214.78 0 
   216.12 1.8034e-15    220.80 0 
   220.14 1.8539e-15    224.91 0 
   223.20 1.8582e-15    228.03 0 
   226.83 1.9147e-15    231.74 0 
   229.98 2.8516e-15    234.96 0 
   234.26 4.6784e-15    239.33 0 
   240.27 5.7424e-15    245.47 0 
   245.86 5.2735e-15    251.19 0 
   252.17 5.4966e-15    257.63 0 
   256.86 4.4884e-15    262.42 0 
   259.83 5.1891e-15    265.46 0 
   264.05 5.3963e-15    269.77 0 
   268.96 5.2978e-15    274.79 0 
   273.96 5.1772e-15    279.90 0 
   279.06 5.0594e-15    285.10 0 
   284.24 4.9899e-15    290.40 0 
   290.20 4.6569e-15    296.48 0 
   296.27 4.6036e-15    302.69 0 
   301.09 4.4371e-15    307.61 0 
   308.10 4.3863e-15    314.77 0 
   318.19 4.3261e-15    325.09 0 
   327.86 4.1696e-15    334.97 0 
   337.82 3.9820e-15    345.14 0 
   348.09 3.7940e-15    355.63 0 
   357.02 3.6821e-15    364.75 0 
   366.18 3.6316e-15    374.11 0 
   374.71 3.4922e-15    382.82 0 
   385.20 3.2144e-15    393.55 0 
   395.09 3.2441e-15    403.65 0 
   405.22 3.1849e-15    414.00 0 
   413.71 3.0697e-15    422.67 0 
   422.37 2.9315e-15    431.52 0 
   430.22 2.8255e-15    439.54 0 
   441.26 2.7612e-15    450.82 0 
   450.50 2.6491e-15    460.26 0 
   459.93 2.5240e-15    469.89 0 
   469.56 2.4383e-15    479.73 0 
   480.50 2.3938e-15    490.91 0 
   490.56 2.2444e-15    501.19 0 
   499.68 2.2444e-15    510.50 0 
   505.47 2.1434e-15    516.42 0 
   512.50 2.2861e-15    523.60 0 
