# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   101.98 1.7670e-19    102.80 0 
   104.12 2.1990e-19    104.95 0 
   106.05 2.7812e-19    106.91 0 
   108.03 3.5911e-19    108.89 0 
   110.03 5.2147e-19    110.92 0 
   113.90 7.6953e-19    114.82 0 
   117.90 1.0696e-18    118.85 0 
   120.93 4.1042e-18    121.90 0 
   124.89 5.2629e-18    125.89 0 
   126.92 5.7840e-18    127.94 0 
   128.09 6.1692e-18    129.12 0 
   131.08 6.9699e-18    132.13 0 
   131.99 8.3220e-18    133.05 0 
   134.13 8.9583e-18    135.21 0 
   136.94 1.1594e-17    138.04 0 
   140.13 1.2889e-17    141.25 0 
   143.06 3.7344e-17    144.21 0 
   147.07 9.6433e-17    148.25 0 
   150.84 1.0549e-16    152.05 0 
   155.07 1.1674e-16    156.31 0 
   159.05 1.2919e-16    160.32 0 
   162.00 1.3843e-16    163.31 0 
   166.16 1.5390e-16    167.49 0 
   170.03 1.6681e-16    171.40 0 
   173.19 1.7833e-16    174.58 0 
   176.82 1.9241e-16    178.24 0 
   180.11 2.0334e-16    181.55 0 
   182.19 2.1146e-16    183.65 0 
   186.01 2.2710e-16    187.50 0 
   191.22 2.4730e-16    192.75 0 
   193.88 2.6195e-16    195.43 0 
   197.94 2.7812e-16    199.53 0 
   202.08 2.9732e-16    203.70 0 
   204.89 3.1133e-16    206.54 0 
   210.15 3.1932e-16    211.84 0 
   216.04 3.6243e-16    217.77 0 
   220.05 3.8479e-16    221.82 0 
   223.11 3.9466e-16    224.91 0 
   226.74 4.1901e-16    228.56 0 
   229.89 6.4007e-16    231.74 0 
   234.17 1.0920e-15    236.05 0 
   240.17 1.3590e-15    242.10 0 
   245.77 1.3008e-15    247.74 0 
   252.07 1.3971e-15    254.10 0 
   256.76 1.1919e-15    258.82 0 
   259.73 1.3779e-15    261.82 0 
   263.95 1.4529e-15    266.07 0 
   268.86 1.4629e-15    271.02 0 
   273.86 1.4663e-15    276.06 0 
   278.95 1.4697e-15    281.19 0 
   284.14 1.4765e-15    286.42 0 
   290.09 1.4165e-15    292.42 0 
   296.16 1.4462e-15    298.54 0 
   300.97 1.4329e-15    303.39 0 
   307.98 1.4529e-15    310.46 0 
   318.07 1.4833e-15    320.63 0 
   327.74 1.4799e-15    330.37 0 
   337.70 1.4663e-15    340.41 0 
   347.96 1.4462e-15    350.75 0 
   356.88 1.4362e-15    359.75 0 
   366.04 1.4362e-15    368.98 0 
   375.43 1.4133e-15    378.44 0 
   385.06 1.3497e-15    388.15 0 
   394.94 1.3748e-15    398.11 0 
   405.07 1.3653e-15    408.32 0 
   413.55 1.3404e-15    416.87 0 
   422.21 1.3099e-15    425.60 0 
   430.06 1.2860e-15    433.51 0 
   441.09 1.2683e-15    444.63 0 
   451.36 1.2337e-15    454.99 0 
   459.76 1.2057e-15    463.45 0 
   470.46 1.1782e-15    474.24 0 
   480.32 1.1621e-15    484.17 0 
   490.37 1.1200e-15    494.31 0 
   499.49 1.1123e-15    503.50 0 
   506.44 1.0870e-15    510.50 0 
   512.30 1.1356e-15    516.42 0 
   519.43 1.1174e-15    523.60 0 
   530.31 1.0845e-15    534.56 0 
   540.17 1.0357e-15    544.50 0 
   550.21 1.0238e-15    554.63 0 
   560.44 1.0357e-15    564.94 0 
   569.54 1.0429e-15    574.12 0 
   580.13 1.0051e-15    584.79 0 
   589.56 1.0098e-15    594.29 0 
   600.52 9.7102e-16    605.34 0 
   610.28 8.8354e-16    615.18 0 
   620.19 9.8907e-16    625.17 0 
   630.27 9.7102e-16    635.33 0 
   640.51 9.6655e-16    645.65 0 
   649.42 9.6433e-16    654.64 0 
   658.46 9.5110e-16    663.74 0 
   664.55 9.6433e-16    669.88 0 
   675.35 9.5329e-16    680.77 0 
   684.74 9.1249e-16    690.24 0 
   694.27 9.7775e-16    699.84 0 
   705.55 9.2305e-16    711.21 0 
   715.36 9.8679e-16    721.11 0 
   725.32 9.8452e-16    731.14 0 
   735.41 9.8452e-16    741.31 0 
   745.64 1.0098e-15    751.62 0 
   754.27 1.0215e-15    760.33 0 
   764.76 9.8452e-16    770.90 0 
   775.40 1.0598e-15    781.63 0 
   784.38 1.0696e-15    790.68 0 
   795.29 1.0920e-15    801.68 0 
   804.50 1.1123e-15    810.96 0 
   815.69 1.1252e-15    822.24 0 
   825.14 1.1782e-15    831.76 0 
   834.69 1.0191e-15    841.40 0 
   844.36 1.1946e-15    851.14 0 
   854.14 1.2084e-15    860.99 0 
   864.03 1.2654e-15    870.96 0 
   874.03 1.3220e-15    881.05 0 
   884.15 1.3939e-15    891.25 0 
   894.39 1.4462e-15    901.57 0 
   904.75 1.4429e-15    912.01 0 
