# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   101.98 1.0901e-17    102.09 0 
   104.11 1.2926e-17    104.23 0 
   106.05 1.5684e-17    106.17 0 
   108.02 1.9429e-17    108.14 0 
   110.03 2.7256e-17    110.15 0 
   113.90 3.7193e-17    114.02 0 
   117.90 4.7804e-17    118.03 0 
   120.92 1.7884e-16    121.06 0 
   124.88 2.1452e-16    125.03 0 
   126.91 2.2775e-16    127.06 0 
   128.09 2.3903e-16    128.23 0 
   131.07 2.5731e-16    131.22 0 
   131.98 3.0231e-16    132.13 0 
   134.12 3.1583e-16    134.28 0 
   136.93 3.9216e-16    137.09 0 
   140.12 4.1827e-16    140.28 0 
   143.06 1.1520e-15    143.22 0 
   147.06 2.7382e-15    147.23 0 
   150.84 2.8672e-15    151.01 0 
   155.06 3.0371e-15    155.24 0 
   159.04 3.2245e-15    159.22 0 
   162.00 3.3532e-15    162.18 0 
   166.15 3.5848e-15    166.34 0 
   170.02 3.7537e-15    170.22 0 
   173.18 3.9035e-15    173.38 0 
   176.81 4.0687e-15    177.01 0 
   180.10 4.1924e-15    180.30 0 
   182.18 4.2900e-15    182.39 0 
   186.00 4.4613e-15    186.21 0 
   191.21 4.6715e-15    191.43 0 
   193.87 4.8469e-15    194.09 0 
   197.93 4.9941e-15    198.15 0 
   202.07 5.1935e-15    202.30 0 
   204.88 5.3267e-15    205.12 0 
   210.14 5.2900e-15    210.38 0 
   216.03 5.7738e-15    216.27 0 
   220.04 5.9767e-15    220.29 0 
   223.10 6.0320e-15    223.36 0 
   227.25 6.2583e-15    227.51 0 
   229.88 9.3640e-15    230.14 0 
   234.16 1.5398e-14    234.42 0 
   240.16 1.9119e-14    240.44 0 
   245.76 1.7720e-14    246.04 0 
   252.06 1.8684e-14    252.35 0 
   256.75 1.5362e-14    257.04 0 
   259.72 1.7843e-14    260.02 0 
   263.94 1.8684e-14    264.24 0 
   268.85 1.8427e-14    269.15 0 
   273.85 1.8133e-14    274.16 0 
   278.94 1.7843e-14    279.25 0 
   284.12 1.7679e-14    284.45 0 
   290.07 1.6652e-14    290.40 0 
   296.15 1.6575e-14    296.48 0 
   300.96 1.6049e-14    301.30 0 
   307.97 1.5976e-14    308.32 0 
   318.06 1.5939e-14    318.42 0 
   327.72 1.5505e-14    328.10 0 
   337.68 1.4909e-14    338.06 0 
   347.94 1.4337e-14    348.34 0 
   356.87 1.4011e-14    357.27 0 
   366.02 1.3882e-14    366.44 0 
   375.41 1.3411e-14    375.84 0 
   385.04 1.2458e-14    385.48 0 
   394.92 1.2603e-14    395.37 0 
   405.05 1.2401e-14    405.51 0 
   413.53 1.1980e-14    414.00 0 
   422.19 1.1494e-14    422.67 0 
   430.04 1.1129e-14    430.53 0 
   441.07 1.0876e-14    441.57 0 
   451.34 1.0458e-14    451.86 0 
   459.74 1.0011e-14    460.26 0 
   470.44 9.6707e-15    470.98 0 
   480.29 9.4724e-15    480.84 0 
   490.35 8.9631e-15    490.91 0 
   499.47 8.9014e-15    500.03 0 
   506.42 8.5400e-15    506.99 0 
   512.28 8.9219e-15    512.86 0 
   519.41 8.6588e-15    520.00 0 
   530.28 8.2501e-15    530.88 0 
   540.14 7.6817e-15    540.75 0 
   550.18 7.3529e-15    550.81 0 
   560.41 7.4552e-15    561.05 0 
   569.52 7.4381e-15    570.16 0 
   580.11 7.1361e-15    580.76 0 
   589.53 6.9736e-15    590.20 0 
   600.49 6.4932e-15    601.17 0 
   610.25 5.5778e-15    610.94 0 
   620.17 6.3747e-15    620.87 0 
   630.24 6.0738e-15    630.96 0 
   640.48 6.0598e-15    641.21 0 
   649.39 5.8138e-15    650.13 0 
   658.43 5.5521e-15    659.17 0 
   664.52 5.6294e-15    665.27 0 
   675.32 5.5394e-15    676.08 0 
   684.71 5.1340e-15    685.49 0 
   694.24 5.2175e-15    695.02 0 
   705.52 4.7804e-15    706.32 0 
   715.33 4.9712e-15    716.14 0 
   725.28 4.8469e-15    726.11 0 
   735.37 4.7474e-15    736.21 0 
   745.60 4.5652e-15    746.45 0 
   754.24 4.4408e-15    755.09 0 
   764.73 3.9306e-15    765.60 0 
   775.37 4.2214e-15    776.25 0 
   784.35 3.9670e-15    785.24 0 
   795.26 3.9853e-15    796.16 0 
   804.47 3.9306e-15    805.38 0 
   815.66 3.8500e-15    816.58 0 
   825.10 3.7797e-15    826.04 0 
   834.66 3.3609e-15    835.60 0 
   844.32 3.5765e-15    845.28 0 
   854.10 3.4710e-15    855.07 0 
   865.98 3.4313e-15    866.96 0 
   876.01 3.3764e-15    877.00 0 
   884.11 3.2996e-15    885.12 0 
   894.35 3.2394e-15    895.36 0 
   904.71 3.1438e-15    905.73 0 
   915.18 3.4077e-15    916.22 0 
   925.78 6.1867e-15    926.83 0 
   934.35 9.3640e-15    935.41 0 
   945.17 1.3045e-14    946.24 0 
   953.91 1.5866e-14    954.99 0 
   964.96 1.6922e-14    966.05 0 
   973.89 6.5987e-15    974.99 0 
   985.16 1.3978e-14    986.28 0 
   994.28 1.4140e-14    995.41 0 
  1005.79 1.8470e-14   1006.93 0 
  1015.10 1.8216e-14   1016.25 0 
  1024.49 1.0173e-14   1025.65 0 
  1033.97 1.4238e-14   1035.14 0 
  1045.94 2.2257e-14   1047.13 0 
  1055.62 2.1551e-14   1056.82 0 
  1065.39 1.7598e-14   1066.60 0 
  1075.25 1.9974e-14   1076.47 0 
  1085.20 1.6013e-14   1086.43 0 
  1095.24 2.0486e-14   1096.48 0 
  1105.37 1.9519e-14   1106.62 0 
  1115.60 1.8684e-14   1116.86 0 
  1125.92 1.6690e-14   1127.20 0 
  1133.73 2.0345e-14   1135.01 0 
  1144.22 1.8770e-14   1145.51 0 
  1154.80 1.9385e-14   1156.11 0 
  1165.49 1.9519e-14   1166.81 0 
  1176.27 1.3723e-14   1177.61 0 
  1184.43 1.8641e-14   1185.77 0 
  1195.39 1.4011e-14   1196.74 0 
  1203.67 1.0926e-14   1205.04 0 
  1214.81 8.0438e-15   1216.19 0 
  1226.05 1.3787e-14   1227.44 0 
  1234.55 1.8555e-14   1235.95 0 
  1245.97 1.9791e-14   1247.38 0 
  1254.61 1.8900e-14   1256.03 0 
  1266.22 1.6845e-14   1267.65 0 
  1274.99 2.0439e-14   1276.44 0 
  1283.83 2.1060e-14   1285.29 0 
  1295.71 1.6961e-14   1297.18 0 
  1304.69 1.6806e-14   1306.17 0 
  1313.73 2.0252e-14   1315.22 0 
  1325.89 1.9296e-14   1327.39 0 
  1335.08 1.7197e-14   1336.60 0 
  1344.34 1.9928e-14   1345.86 0 
  1353.65 1.9251e-14   1355.19 0 
  1366.18 1.7277e-14   1367.73 0 
  1375.65 1.7802e-14   1377.21 0 
  1385.18 1.7802e-14   1386.76 0 
  1394.79 1.4944e-14   1396.37 0 
  1404.45 1.5152e-14   1406.05 0 
  1414.19 1.6310e-14   1415.79 0 
  1423.99 1.6461e-14   1425.61 0 
  1433.86 1.6461e-14   1435.49 0 
  1440.48 1.7118e-14   1442.12 0 
  1447.13 1.7277e-14   1448.77 0 
  1453.81 1.6690e-14   1455.46 0 
  1463.89 1.5433e-14   1465.55 0 
  1474.03 1.5398e-14   1475.71 0 
  1484.25 1.5576e-14   1485.94 0 
  1494.54 1.5648e-14   1496.24 0 
  1504.90 1.4773e-14   1506.61 0 
  1511.85 1.3227e-14   1513.56 0 
  1515.33 1.4011e-14   1517.05 0 
  1525.84 1.3629e-14   1527.57 0 
  1536.41 1.1816e-14   1538.15 0 
  1543.50 1.2287e-14   1545.25 0 
  1554.20 1.1761e-14   1555.97 0 
  1564.98 1.2175e-14   1566.75 0 
  1575.82 1.2896e-14   1577.61 0 
  1586.75 1.3380e-14   1588.55 0 
  1594.07 1.3535e-14   1595.88 0 
  1605.12 1.3197e-14   1606.94 0 
  1616.25 1.3136e-14   1618.08 0 
  1623.71 1.2487e-14   1625.55 0 
  1634.96 1.3197e-14   1636.82 0 
  1646.30 1.3288e-14   1648.16 0 
  1653.89 1.2430e-14   1655.77 0 
  1665.36 1.3319e-14   1667.25 0 
  1673.05 1.1925e-14   1674.94 0 
  1676.90 1.3411e-14   1678.80 0 
  1684.64 1.3787e-14   1686.55 0 
  1696.32 1.2956e-14   1698.24 0 
  1704.15 1.2458e-14   1706.08 0 
  1715.96 1.1761e-14   1717.91 0 
  1723.88 1.1627e-14   1725.84 0 
  1735.83 1.2316e-14   1737.80 0 
  1743.84 1.2008e-14   1745.82 0 
  1755.93 1.2632e-14   1757.92 0 
  1764.04 1.1680e-14   1766.04 0 
  1776.27 1.1789e-14   1778.28 0 
  1784.46 1.1980e-14   1786.49 0 
  1796.83 1.2632e-14   1798.87 0 
  1805.13 1.2516e-14   1807.17 0 
  1813.46 1.1494e-14   1815.52 0 
  1826.03 1.1707e-14   1828.10 0 
  1834.46 1.1258e-14   1836.54 0 
  1842.93 1.0339e-14   1845.02 0 
  1855.70 1.0339e-14   1857.80 0 
  1864.27 1.0604e-14   1866.38 0 
  1872.87 1.1336e-14   1874.99 0 
  1885.85 1.0434e-14   1887.99 0 
  1894.56 1.0011e-14   1896.71 0 
  1903.30 1.0579e-14   1905.46 0 
  1916.50 1.0127e-14   1918.67 0 
  1925.34 9.8505e-15   1927.53 0 
  1934.23 1.0103e-14   1936.42 0 
  1943.16 1.0555e-14   1945.36 0 
