# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.09 1.9891e-26    103.99 0 
   103.99 3.0037e-26    105.93 0 
   105.92 4.5883e-26    107.89 0 
   107.89 7.1065e-26    109.90 0 
   109.90 1.2236e-25    111.94 0 
   114.02 2.5215e-25    116.14 0 
   118.03 4.8046e-25    120.23 0 
   121.06 2.2628e-24    123.31 0 
   125.02 3.8695e-24    127.35 0 
   127.06 4.8714e-24    129.42 0 
   127.94 5.5546e-24    130.32 0 
   130.92 7.6499e-24    133.35 0 
   132.13 9.6974e-24    134.59 0 
   133.97 1.1821e-23    136.46 0 
   137.09 1.8309e-23    139.64 0 
   139.96 2.4247e-23    142.56 0 
   142.89 8.3110e-23    145.55 0 
   146.89 2.7584e-22    149.62 0 
   151.01 3.6868e-22    153.82 0 
   154.88 4.9506e-22    157.76 0 
   158.85 6.6169e-22    161.81 0 
   162.18 8.1218e-22    165.20 0 
   165.96 1.0731e-21    169.04 0 
   169.82 1.3761e-21    172.98 0 
   172.98 1.6545e-21    176.20 0 
   177.01 2.0876e-21    180.30 0 
   179.88 2.4641e-21    183.23 0 
   181.97 2.7584e-21    185.35 0 
   186.21 3.4092e-21    189.67 0 
   190.98 4.4020e-21    194.54 0 
   194.09 5.1482e-21    197.70 0 
   198.15 6.2038e-21    201.84 0 
   201.83 7.4930e-21    205.59 0 
   205.11 8.5636e-21    208.93 0 
   209.89 1.0154e-20    213.80 0 
   215.77 1.3604e-20    219.79 0 
   219.78 1.6020e-20    223.87 0 
   222.84 1.7769e-20    226.99 0 
   226.98 2.0828e-20    231.21 0 
   230.14 3.4886e-20    234.42 0 
   233.88 6.4812e-20    238.23 0 
   239.88 9.2396e-20    244.34 0 
   246.03 1.0085e-19    250.61 0 
   251.76 1.2265e-19    256.45 0 
   257.04 1.1605e-19    261.82 0 
   260.01 1.4179e-19    264.85 0 
   264.24 1.6168e-19    269.15 0 
   269.15 1.7851e-19    274.16 0 
   274.15 1.9573e-19    279.25 0 
   279.25 2.1412e-19    284.45 0 
   283.79 2.3424e-19    289.07 0 
   289.73 2.4755e-19    295.12 0 
   295.80 2.7839e-19    301.30 0 
   301.30 2.9830e-19    306.90 0 
   308.31 3.3547e-19    314.05 0 
   317.68 3.9414e-19    323.59 0 
   328.09 4.4942e-19    334.19 0 
   338.06 5.0542e-19    344.35 0 
   348.33 5.6319e-19    354.81 0 
