# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.02 1.9193e-17    102.33 0 
   103.92 2.2602e-17    104.23 0 
   106.09 2.7174e-17    106.41 0 
   108.06 3.3431e-17    108.39 0 
   110.07 4.6575e-17    110.41 0 
   113.94 6.2828e-17    114.29 0 
   117.95 8.0196e-17    118.30 0 
   120.97 2.8586e-16    121.34 0 
   124.93 3.4131e-16    125.31 0 
   126.96 3.6237e-16    127.35 0 
   128.14 3.7945e-16    128.53 0 
   131.12 4.0940e-16    131.52 0 
   132.03 4.7880e-16    132.43 0 
   133.87 5.0021e-16    134.28 0 
   136.99 6.1681e-16    137.40 0 
   139.86 6.5789e-16    140.28 0 
   143.11 1.7830e-15    143.55 0 
   147.12 4.2379e-15    147.57 0 
   150.90 4.4274e-15    151.36 0 
   155.13 4.6682e-15    155.60 0 
   159.10 4.9448e-15    159.59 0 
   162.06 5.1304e-15    162.55 0 
   165.84 5.4595e-15    166.34 0 
   170.09 5.7036e-15    170.61 0 
   172.86 5.9177e-15    173.38 0 
   176.88 6.1681e-15    177.42 0 
   180.17 6.3409e-15    180.72 0 
   181.84 6.4886e-15    182.39 0 
   186.07 6.7321e-15    186.64 0 
   190.85 7.0494e-15    191.43 0 
   193.95 7.2971e-15    194.54 0 
   198.01 7.5189e-15    198.61 0 
   202.15 7.8010e-15    202.77 0 
   204.97 7.9827e-15    205.59 0 
   210.22 7.9278e-15    210.86 0 
   216.11 8.6527e-15    216.77 0 
   220.13 8.9362e-15    220.80 0 
   223.19 9.0189e-15    223.87 0 
   226.82 9.3358e-15    227.51 0 
   229.98 1.4001e-14    230.67 0 
   234.25 2.3289e-14    234.96 0 
   240.26 2.8129e-14    240.99 0 
   245.86 2.6131e-14    246.60 0 
   252.16 2.7237e-14    252.93 0 
   256.85 2.2654e-14    257.63 0 
   259.83 2.5832e-14    260.62 0 
   264.05 2.6739e-14    264.85 0 
   268.96 2.6312e-14    269.77 0 
   273.96 2.5832e-14    274.79 0 
   279.05 2.5360e-14    279.90 0 
   284.24 2.5012e-14    285.10 0 
   290.19 2.3450e-14    291.07 0 
   296.27 2.3397e-14    297.17 0 
   301.08 2.2707e-14    302.00 0 
   308.09 2.2498e-14    309.03 0 
   318.19 2.2190e-14    319.15 0 
   327.86 2.1436e-14    328.85 0 
   337.82 2.0566e-14    338.84 0 
   348.08 1.9731e-14    349.14 0 
   357.01 1.9105e-14    358.10 0 
   366.17 1.8670e-14    367.28 0 
   374.70 1.7995e-14    375.84 0 
   385.20 1.6717e-14    386.37 0 
   395.08 1.6678e-14    396.28 0 
   405.21 1.6186e-14    406.44 0 
   413.70 1.5601e-14    414.95 0 
   422.36 1.5002e-14    423.64 0 
   430.21 1.4493e-14    431.52 0 
   441.25 1.4001e-14    442.59 0 
   450.49 1.3401e-14    451.86 0 
   459.92 1.2857e-14    461.32 0 
   469.55 1.2364e-14    470.98 0 
   480.49 1.1999e-14    481.95 0 
   490.55 1.1380e-14    492.04 0 
   499.67 1.1147e-14    501.19 0 
   505.45 1.0768e-14    506.99 0 
   512.49 1.0969e-14    514.04 0 
   519.62 1.0645e-14    521.19 0 
   530.50 1.0143e-14    532.11 0 
   540.36 9.5533e-15    542.00 0 
   550.40 9.1443e-15    552.08 0 
   560.64 9.0814e-15    562.34 0 
   569.75 8.9362e-15    571.48 0 
   580.34 8.5340e-15    582.10 0 
   589.77 8.3205e-15    591.56 0 
   599.35 7.8370e-15    601.17 0 
   610.49 6.8258e-15    612.35 0 
   620.41 7.5362e-15    622.30 0 
   630.50 7.1970e-15    632.41 0 
   639.27 7.0819e-15    641.21 0 
   649.65 6.8101e-15    651.63 0 
   658.69 6.5336e-15    660.69 0 
   664.79 6.5186e-15    666.81 0 
   675.59 6.3702e-15    677.64 0 
   684.99 5.9724e-15    687.07 0 
   694.52 5.9724e-15    696.63 0 
   705.80 5.5610e-15    707.95 0 
   715.62 5.6383e-15    717.79 0 
   725.57 5.4721e-15    727.78 0 
   735.67 5.3475e-15    737.90 0 
   744.19 5.1541e-15    746.45 0 
   754.54 4.9906e-15    756.83 0 
   765.04 4.4787e-15    767.36 0 
   775.68 4.7114e-15    778.04 0 
   784.66 4.4787e-15    787.05 0 
   795.58 4.4376e-15    797.99 0 
   804.79 4.3466e-15    807.24 0 
   814.11 4.2379e-15    816.58 0 
   825.43 4.1414e-15    827.94 0 
   834.99 3.7770e-15    837.53 0 
   844.66 3.9098e-15    847.23 0 
   854.44 3.7945e-15    857.04 0 
   864.34 3.7167e-15    866.96 0 
   874.34 3.6488e-15    877.00 0 
   884.47 3.5576e-15    887.16 0 
   894.71 3.4766e-15    897.43 0 
   905.07 3.3741e-15    907.82 0 
   915.55 3.9369e-15    918.33 0 
   924.02 6.7632e-15    926.83 0 
   934.72 9.8890e-15    937.56 0 
   945.54 1.3371e-14    948.42 0 
   954.29 1.5928e-14    957.19 0 
   965.34 1.7067e-14    968.28 0 
   974.28 7.3816e-15    977.24 0 
   985.56 1.4493e-14    988.55 0 
   994.68 1.4493e-14    997.70 0 
  1003.88 1.8330e-14   1006.93 0 
  1015.51 1.7995e-14   1018.59 0 
  1024.90 1.0284e-14   1028.02 0 
  1034.38 1.4560e-14   1037.53 0 
  1043.96 2.1685e-14   1047.13 0 
  1056.04 2.1045e-14   1059.25 0 
  1065.82 1.7505e-14   1069.05 0 
  1075.68 1.9595e-14   1078.95 0 
  1085.63 1.5891e-14   1088.93 0 
  1095.68 2.0006e-14   1099.01 0 
  1105.81 1.9105e-14   1109.18 0 
  1116.05 1.8414e-14   1119.44 0 
  1123.78 1.6525e-14   1127.20 0 
  1134.18 1.9731e-14   1137.63 0 
  1144.67 1.8287e-14   1148.15 0 
  1155.27 1.8800e-14   1158.78 0 
  1165.96 1.8843e-14   1169.50 0 
  1174.04 1.3557e-14   1177.61 0 
  1184.90 1.7954e-14   1188.50 0 
  1195.87 1.4001e-14   1199.50 0 
  1204.15 1.1224e-14   1207.81 0 
  1215.30 8.1124e-15   1218.99 0 
  1223.72 1.3588e-14   1227.44 0 
  1235.04 1.7707e-14   1238.80 0 
  1243.60 1.8757e-14   1247.38 0 
  1255.11 1.7954e-14   1258.93 0 
  1263.81 1.6224e-14   1267.65 0 
  1275.51 1.9282e-14   1279.38 0 
  1284.35 1.9822e-14   1288.25 0 
  1296.23 1.6261e-14   1300.17 0 
  1305.22 1.6112e-14   1309.18 0 
  1314.26 1.9061e-14   1318.26 0 
  1326.42 1.8162e-14   1330.45 0 
  1335.62 1.6374e-14   1339.68 0 
  1344.88 1.8627e-14   1348.96 0 
  1354.20 1.8036e-14   1358.31 0 
  1363.58 1.6336e-14   1367.73 0 
  1376.20 1.6717e-14   1380.38 0 
  1385.74 1.6678e-14   1389.95 0 
  1395.35 1.4001e-14   1399.59 0 
  1405.02 1.4163e-14   1409.29 0 
  1414.76 1.5316e-14   1419.06 0 
  1424.56 1.5352e-14   1428.89 0 
  1434.44 1.5352e-14   1438.80 0 
  1441.06 1.5891e-14   1445.44 0 
  1447.71 1.6001e-14   1452.11 0 
  1454.39 1.5494e-14   1458.81 0 
  1464.48 1.4393e-14   1468.93 0 
  1474.63 1.4327e-14   1479.11 0 
  1484.85 1.4459e-14   1489.36 0 
  1495.14 1.4459e-14   1499.69 0 
  1505.50 1.3682e-14   1510.08 0 
  1512.45 1.2335e-14   1517.05 0 
  1515.94 1.2976e-14   1520.55 0 
  1526.45 1.2623e-14   1531.09 0 
  1533.49 1.1019e-14   1538.15 0 
  1544.12 1.1354e-14   1548.82 0 
  1554.83 1.0868e-14   1559.55 0 
  1565.61 1.1250e-14   1570.36 0 
  1576.46 1.1862e-14   1581.25 0 
  1583.73 1.2250e-14   1588.55 0 
  1594.71 1.2364e-14   1599.56 0 
  1605.77 1.2055e-14   1610.65 0 
  1613.18 1.1972e-14   1618.08 0 
  1624.36 1.1406e-14   1629.30 0 
  1635.62 1.1972e-14   1640.59 0 
  1643.17 1.2055e-14   1648.16 0 
  1654.56 1.1276e-14   1659.59 0 
  1666.03 1.2027e-14   1671.09 0 
  1673.72 1.0818e-14   1678.80 0 
  1677.58 1.2138e-14   1682.67 0 
  1685.32 1.2449e-14   1690.44 0 
  1693.10 1.1699e-14   1698.24 0 
  1704.83 1.1250e-14   1710.02 0 
  1716.65 1.0670e-14   1721.87 0 
  1724.58 1.0548e-14   1729.82 0 
  1736.53 1.1121e-14   1741.81 0 
  1744.55 1.0843e-14   1749.85 0 
  1756.64 1.1406e-14   1761.98 0 
  1764.75 1.0548e-14   1770.11 0 
  1776.98 1.0645e-14   1782.38 0 
  1785.18 1.0793e-14   1790.61 0 
  1793.42 1.1380e-14   1798.87 0 
  1805.85 1.1250e-14   1811.34 0 
  1814.19 1.0379e-14   1819.70 0 
  1826.76 1.0548e-14   1832.31 0 
  1835.20 1.0143e-14   1840.77 0 
  1843.67 9.2929e-15   1849.27 0 
  1856.45 9.3573e-15   1862.09 0 
  1865.01 9.6195e-15   1870.68 0 
  1873.62 1.0237e-14   1879.32 0 
  1886.61 9.4657e-15   1892.34 0 
  1895.32 9.1865e-15   1901.08 0 
  1904.07 9.6195e-15   1909.85 0 
  1912.86 9.2502e-15   1918.67 0 
  1926.11 8.9568e-15   1931.97 0 
  1935.01 8.9981e-15   1940.89 0 
  1943.94 9.6417e-15   1949.84 0 
  1952.91 9.0397e-15   1958.84 0 
  1966.45 9.9118e-15   1972.42 0 
  1975.52 1.0004e-14   1981.53 0 
  1984.64 9.6862e-15   1990.67 0 
  1993.80 9.4657e-15   1999.86 0 
  2003.01 9.6195e-15   2009.09 0 
  2016.89 9.4005e-15   2023.02 0 
  2026.20 9.4657e-15   2032.36 0 
  2035.55 9.3358e-15   2041.74 0 
  2044.95 9.7533e-15   2051.16 0 
  2054.39 9.1865e-15   2060.63 0 
  2063.87 9.2077e-15   2070.14 0 
  2073.40 9.9575e-15   2079.70 0 
  2078.18 1.2082e-14   2084.49 0 
  2082.97 1.3809e-14   2089.30 0 
  2097.40 1.2887e-14   2103.78 0 
  2107.09 1.2739e-14   2113.49 0 
  2116.81 1.3588e-14   2123.24 0 
  2126.58 1.2857e-14   2133.04 0 
  2136.40 1.2166e-14   2142.89 0 
  2146.26 1.4001e-14   2152.78 0 
  2156.17 1.4065e-14   2162.72 0 
  2166.12 1.2828e-14   2172.70 0 
  2176.12 1.2798e-14   2182.73 0 
  2186.16 1.4762e-14   2192.81 0 
  2196.25 1.4694e-14   2202.93 0 
  2206.39 1.4393e-14   2213.09 0 
  2216.57 1.2055e-14   2223.31 0 
  2226.80 1.3248e-14   2233.57 0 
  2237.08 1.6412e-14   2243.88 0 
  2247.41 1.5673e-14   2254.24 0 
  2252.59 1.2887e-14   2259.44 0 
  2262.99 1.2222e-14   2269.86 0 
  2273.43 1.3096e-14   2280.34 0 
  2283.93 1.6563e-14   2290.87 0 
  2294.47 1.4065e-14   2301.44 0 
  2305.06 1.6330e-14   2312.07 0 
  2315.70 1.4120e-14   2322.74 0 
  2326.39 1.1473e-14   2333.46 0 
  2337.13 1.1234e-14   2344.23 0 
  2342.51 8.9424e-15   2349.63 0 
  2353.33 1.3406e-14   2360.48 0 
  2364.19 9.4874e-15   2371.37 0 
  2375.10 1.1066e-14   2382.32 0 
  2386.06 8.2763e-15   2393.32 0 
  2397.08 9.4991e-15   2404.36 0 
  2402.60 9.4103e-15   2409.91 0 
  2413.69 1.0314e-14   2421.03 0 
  2424.83 1.5181e-14   2432.20 0 
  2436.03 1.5315e-14   2443.43 0 
  2447.27 1.7946e-14   2454.71 0 
  2452.91 1.8962e-14   2460.37 0 
  2464.23 1.6208e-14   2471.72 0 
  2475.61 1.4607e-14   2483.13 0 
  2487.04 9.8948e-15   2494.60 0 
  2492.77 1.1437e-14   2500.35 0 
  2504.28 1.6679e-14   2511.89 0 
  2515.83 9.0990e-15   2523.48 0 
  2527.45 8.3913e-15   2535.13 0 
  2533.27 1.2183e-14   2540.97 0 
  2544.97 1.2664e-14   2552.70 0 
  2556.71 2.2668e-14   2564.48 0 
  2562.61 1.6878e-14   2570.40 0 
  2574.44 2.1585e-14   2582.26 0 
  2586.32 1.9142e-14   2594.18 0 
  2592.28 1.7374e-14   2600.16 0 
  2604.25 1.5231e-14   2612.16 0 
  2616.27 1.3950e-14   2624.22 0 
  2622.30 1.8343e-14   2630.27 0 
  2634.40 3.2308e-14   2642.41 0 
  2646.56 4.3066e-14   2654.61 0 
  2652.66 6.2380e-14   2660.72 0 
  2664.91 3.7746e-14   2673.01 0 
  2677.21 4.3023e-14   2685.34 0 
  2683.38 5.0887e-14   2691.54 0 
  2695.77 3.6094e-14   2703.96 0 
  2701.98 4.5535e-14   2710.19 0 
  2714.45 3.2297e-14   2722.70 0 
  2726.98 2.4377e-14   2735.27 0 
  2733.27 3.1834e-14   2741.57 0 
  2745.88 1.8480e-14   2754.23 0 
  2752.21 2.4982e-14   2760.58 0 
  2764.92 3.2994e-14   2773.32 0 
  2777.68 3.4935e-14   2786.12 0 
  2784.08 2.1094e-14   2792.54 0 
  2796.93 1.0616e-14   2805.43 0 
  2803.38 1.2528e-14   2811.90 0 
  2816.32 3.0599e-14   2824.88 0 
  2822.81 4.5041e-14   2831.39 0 
  2835.84 4.2017e-14   2844.46 0 
  2842.38 2.8730e-14   2851.02 0 
  2855.50 1.6639e-14   2864.18 0 
  2862.08 4.1404e-14   2870.78 0 
  2875.29 5.9959e-14   2884.03 0 
  2881.92 5.3797e-14   2890.68 0 
  2895.22 6.8639e-14   2904.02 0 
  2908.59 9.5143e-14   2917.43 0 
  2928.75 8.1674e-14   2937.65 0 
  2949.05 7.4438e-14   2958.01 0 
  2969.49 7.7893e-14   2978.52 0 
  2990.08 7.9104e-14   2999.16 0 
  3010.80 7.8506e-14   3019.95 0 
  3031.67 8.5428e-14   3040.89 0 
  3052.69 8.8981e-14   3061.96 0 
  3066.78 9.9333e-14   3076.10 0 
  3088.03 9.6113e-14   3097.42 0 
  3109.44 1.1468e-13   3118.89 0 
  3130.99 1.0475e-13   3140.51 0 
  3152.70 1.0540e-13   3162.28 0 
  3167.25 1.1739e-13   3176.87 0 
  3189.20 9.9613e-14   3198.90 0 
  3211.31 1.1092e-13   3221.07 0 
  3233.57 9.1764e-14   3243.40 0 
  3248.50 1.3411e-13   3258.37 0 
  3271.01 1.5853e-13   3280.95 0 
  3293.69 1.5552e-13   3303.70 0 
  3308.89 1.4374e-13   3318.94 0 
  3324.16 1.3563e-13   3334.26 0 
  3331.82 1.4068e-13   3341.95 0 
  3339.51 1.1943e-13   3349.66 0 
  3347.20 1.5704e-13   3357.38 0 
  3354.92 1.5237e-13   3365.12 0 
  3362.65 1.0394e-13   3372.87 0 
